,day,day_str,direction,hour,hour_str,is_eight,is_eighteen,is_nine,is_seventeen,minute,minute_str,time,tollgate_id,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,volume0,volume1,volume2,volume3,volume4,volume5,volume5_0,volume5_1,volume5_2,volume5_3,week,week_str,weekend,y
1353,14.0,14D,entry,22.0,22H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-14 19:00:00,1S,44.0,38.0,31.0,34.0,22.0,36.0,43.0,36.0,30.0,32.0,21.0,29.0,18.0,13.0,19.0,62.0,4.0,4W,0.0,10.0
1354,14.0,14D,entry,23.0,23H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-14 19:20:00,1S,38.0,31.0,34.0,22.0,36.0,16.0,36.0,30.0,32.0,21.0,29.0,15.0,18.0,20.0,22.0,47.0,4.0,4W,0.0,8.0
1355,14.0,14D,entry,23.0,23H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-14 19:40:00,1S,31.0,34.0,22.0,36.0,16.0,19.0,30.0,32.0,21.0,29.0,15.0,18.0,18.0,11.0,16.0,34.0,4.0,4W,0.0,14.0
1356,14.0,14D,entry,23.0,23H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-14 20:00:00,1S,34.0,22.0,36.0,16.0,19.0,15.0,32.0,21.0,29.0,15.0,18.0,14.0,16.0,9.0,17.0,39.0,4.0,4W,0.0,5.0
1357,15.0,15D,entry,0.0,0H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-14 20:20:00,1S,22.0,36.0,16.0,19.0,15.0,13.0,21.0,29.0,15.0,18.0,14.0,13.0,9.0,8.0,4.0,40.0,5.0,5W,1.0,8.0
1358,15.0,15D,entry,0.0,0H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-14 20:40:00,1S,36.0,16.0,19.0,15.0,13.0,18.0,29.0,15.0,18.0,14.0,13.0,15.0,11.0,5.0,6.0,24.0,5.0,5W,1.0,9.0
1359,15.0,15D,entry,0.0,0H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-14 21:00:00,1S,16.0,19.0,15.0,13.0,18.0,11.0,15.0,18.0,14.0,13.0,15.0,10.0,6.0,9.0,10.0,28.0,5.0,5W,1.0,10.0
1360,15.0,15D,entry,1.0,1H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-14 21:20:00,1S,19.0,15.0,13.0,18.0,11.0,8.0,18.0,14.0,13.0,15.0,10.0,8.0,3.0,11.0,0.0,44.0,5.0,5W,1.0,9.0
1361,15.0,15D,entry,1.0,1H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-14 21:40:00,1S,15.0,13.0,18.0,11.0,8.0,14.0,14.0,13.0,15.0,10.0,8.0,14.0,11.0,7.0,3.0,58.0,5.0,5W,1.0,8.0
1362,15.0,15D,entry,1.0,1H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-14 22:00:00,1S,13.0,18.0,11.0,8.0,14.0,6.0,13.0,15.0,10.0,8.0,14.0,5.0,9.0,7.0,6.0,50.0,5.0,5W,1.0,9.0
1363,15.0,15D,entry,2.0,2H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-14 22:20:00,1S,18.0,11.0,8.0,14.0,6.0,13.0,15.0,10.0,8.0,14.0,5.0,8.0,15.0,8.0,13.0,15.0,5.0,5W,1.0,11.0
1364,15.0,15D,entry,2.0,2H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-14 22:40:00,1S,11.0,8.0,14.0,6.0,13.0,13.0,10.0,8.0,14.0,5.0,8.0,9.0,15.0,7.0,16.0,10.0,5.0,5W,1.0,8.0
1365,15.0,15D,entry,2.0,2H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-14 23:00:00,1S,8.0,14.0,6.0,13.0,13.0,13.0,8.0,14.0,5.0,8.0,9.0,10.0,8.0,11.0,11.0,6.0,5.0,5W,1.0,5.0
1366,15.0,15D,entry,3.0,3H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-14 23:20:00,1S,14.0,6.0,13.0,13.0,13.0,13.0,14.0,5.0,8.0,9.0,10.0,9.0,6.0,8.0,7.0,4.0,5.0,5W,1.0,6.0
1367,15.0,15D,entry,3.0,3H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-14 23:40:00,1S,6.0,13.0,13.0,13.0,13.0,10.0,5.0,8.0,9.0,10.0,9.0,8.0,11.0,7.0,4.0,9.0,5.0,5W,1.0,9.0
1368,15.0,15D,entry,3.0,3H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 00:00:00,1S,13.0,13.0,13.0,13.0,10.0,14.0,8.0,9.0,10.0,9.0,8.0,9.0,12.0,5.0,7.0,3.0,5.0,5W,1.0,9.0
1369,15.0,15D,entry,4.0,4H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 00:20:00,1S,13.0,13.0,13.0,10.0,14.0,27.0,9.0,10.0,9.0,8.0,9.0,11.0,7.0,8.0,6.0,7.0,5.0,5W,1.0,9.0
1370,15.0,15D,entry,4.0,4H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 00:40:00,1S,13.0,13.0,10.0,14.0,27.0,23.0,10.0,9.0,8.0,9.0,11.0,8.0,5.0,6.0,9.0,7.0,5.0,5W,1.0,9.0
1371,15.0,15D,entry,4.0,4H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 01:00:00,1S,13.0,10.0,14.0,27.0,23.0,17.0,9.0,8.0,9.0,11.0,8.0,5.0,12.0,10.0,12.0,6.0,5.0,5W,1.0,11.0
1372,15.0,15D,entry,5.0,5H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 01:20:00,1S,10.0,14.0,27.0,23.0,17.0,8.0,8.0,9.0,11.0,8.0,5.0,6.0,4.0,9.0,7.0,5.0,5.0,5W,1.0,10.0
1373,15.0,15D,entry,5.0,5H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 01:40:00,1S,14.0,27.0,23.0,17.0,8.0,19.0,9.0,11.0,8.0,5.0,6.0,9.0,3.0,8.0,6.0,3.0,5.0,5W,1.0,7.0
1374,15.0,15D,entry,5.0,5H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 02:00:00,1S,27.0,23.0,17.0,8.0,19.0,23.0,11.0,8.0,5.0,6.0,9.0,9.0,8.0,11.0,8.0,5.0,5.0,5W,1.0,9.0
1375,15.0,15D,entry,6.0,6H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 02:20:00,1S,23.0,17.0,8.0,19.0,23.0,17.0,8.0,5.0,6.0,9.0,9.0,9.0,12.0,9.0,2.0,5.0,5.0,5W,1.0,10.0
1376,15.0,15D,entry,6.0,6H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 02:40:00,1S,17.0,8.0,19.0,23.0,17.0,14.0,5.0,6.0,9.0,9.0,9.0,9.0,13.0,7.0,16.0,13.0,5.0,5W,1.0,19.0
1377,15.0,15D,entry,6.0,6H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 03:00:00,1S,8.0,19.0,23.0,17.0,14.0,27.0,6.0,9.0,9.0,9.0,9.0,11.0,6.0,10.0,7.0,9.0,5.0,5W,1.0,31.0
1378,15.0,15D,entry,7.0,7H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 03:20:00,1S,19.0,23.0,17.0,14.0,27.0,12.0,9.0,9.0,9.0,9.0,11.0,10.0,3.0,3.0,2.0,2.0,5.0,5W,1.0,39.0
1379,15.0,15D,entry,7.0,7H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 03:40:00,1S,23.0,17.0,14.0,27.0,12.0,9.0,9.0,9.0,9.0,11.0,10.0,7.0,7.0,8.0,3.0,2.0,5.0,5W,1.0,53.0
1380,15.0,15D,entry,7.0,7H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 04:00:00,1S,17.0,14.0,27.0,12.0,9.0,10.0,9.0,9.0,11.0,10.0,7.0,9.0,8.0,6.0,9.0,7.0,5.0,5W,1.0,46.0
1381,15.0,15D,entry,8.0,8H,1.0,0.0,0.0,0.0,0.0,0M,2016-10-15 04:20:00,1S,14.0,27.0,12.0,9.0,10.0,12.0,9.0,11.0,10.0,7.0,9.0,10.0,14.0,10.0,13.0,9.0,5.0,5W,1.0,44.0
1382,15.0,15D,entry,8.0,8H,1.0,0.0,0.0,0.0,20.0,20M,2016-10-15 04:40:00,1S,27.0,12.0,9.0,10.0,12.0,23.0,11.0,10.0,7.0,9.0,10.0,19.0,20.0,17.0,13.0,12.0,5.0,5W,1.0,47.0
1383,15.0,15D,entry,8.0,8H,1.0,0.0,0.0,0.0,40.0,40M,2016-10-15 05:00:00,1S,12.0,9.0,10.0,12.0,23.0,42.0,10.0,7.0,9.0,10.0,19.0,31.0,20.0,16.0,18.0,19.0,5.0,5W,1.0,55.0
1384,15.0,15D,entry,9.0,9H,0.0,0.0,1.0,0.0,0.0,0M,2016-10-15 05:20:00,1S,9.0,10.0,12.0,23.0,42.0,46.0,7.0,9.0,10.0,19.0,31.0,39.0,23.0,27.0,34.0,21.0,5.0,5W,1.0,70.0
1385,15.0,15D,entry,9.0,9H,0.0,0.0,1.0,0.0,20.0,20M,2016-10-15 05:40:00,1S,10.0,12.0,23.0,42.0,46.0,58.0,9.0,10.0,19.0,31.0,39.0,53.0,28.0,27.0,40.0,36.0,5.0,5W,1.0,72.0
1386,15.0,15D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,2016-10-15 06:00:00,1S,12.0,23.0,42.0,46.0,58.0,52.0,10.0,19.0,31.0,39.0,53.0,46.0,30.0,42.0,37.0,27.0,5.0,5W,1.0,55.0
1387,15.0,15D,entry,10.0,10H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 06:20:00,1S,23.0,42.0,46.0,58.0,52.0,45.0,19.0,31.0,39.0,53.0,46.0,44.0,34.0,45.0,47.0,31.0,5.0,5W,1.0,60.0
1388,15.0,15D,entry,10.0,10H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 06:40:00,1S,42.0,46.0,58.0,52.0,45.0,53.0,31.0,39.0,53.0,46.0,44.0,47.0,59.0,54.0,44.0,39.0,5.0,5W,1.0,65.0
1389,15.0,15D,entry,10.0,10H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 07:00:00,1S,46.0,58.0,52.0,45.0,53.0,57.0,39.0,53.0,46.0,44.0,47.0,55.0,46.0,55.0,57.0,38.0,5.0,5W,1.0,54.0
1390,15.0,15D,entry,11.0,11H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 07:20:00,1S,58.0,52.0,45.0,53.0,57.0,72.0,53.0,46.0,44.0,47.0,55.0,70.0,44.0,44.0,51.0,35.0,5.0,5W,1.0,59.0
1391,15.0,15D,entry,11.0,11H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 07:40:00,1S,52.0,45.0,53.0,57.0,72.0,80.0,46.0,44.0,47.0,55.0,70.0,72.0,48.0,51.0,44.0,31.0,5.0,5W,1.0,44.0
1392,15.0,15D,entry,11.0,11H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 08:00:00,1S,45.0,53.0,57.0,72.0,80.0,56.0,44.0,47.0,55.0,70.0,72.0,55.0,45.0,34.0,53.0,38.0,5.0,5W,1.0,45.0
1393,15.0,15D,entry,12.0,12H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 08:20:00,1S,53.0,57.0,72.0,80.0,56.0,61.0,47.0,55.0,70.0,72.0,55.0,60.0,53.0,47.0,35.0,37.0,5.0,5W,1.0,43.0
1394,15.0,15D,entry,12.0,12H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 08:40:00,1S,57.0,72.0,80.0,56.0,61.0,67.0,55.0,70.0,72.0,55.0,60.0,65.0,47.0,43.0,42.0,41.0,5.0,5W,1.0,48.0
1395,15.0,15D,entry,12.0,12H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 09:00:00,1S,72.0,80.0,56.0,61.0,67.0,61.0,70.0,72.0,55.0,60.0,65.0,54.0,43.0,36.0,40.0,34.0,5.0,5W,1.0,41.0
1396,15.0,15D,entry,13.0,13H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 09:20:00,1S,80.0,56.0,61.0,67.0,61.0,63.0,72.0,55.0,60.0,65.0,54.0,59.0,43.0,33.0,37.0,25.0,5.0,5W,1.0,63.0
1397,15.0,15D,entry,13.0,13H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 09:40:00,1S,56.0,61.0,67.0,61.0,63.0,47.0,55.0,60.0,65.0,54.0,59.0,44.0,41.0,40.0,26.0,28.0,5.0,5W,1.0,41.0
1398,15.0,15D,entry,13.0,13H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 10:00:00,1S,61.0,67.0,61.0,63.0,47.0,47.0,60.0,65.0,54.0,59.0,44.0,45.0,41.0,39.0,19.0,24.0,5.0,5W,1.0,35.0
1399,15.0,15D,entry,14.0,14H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 10:20:00,1S,67.0,61.0,63.0,47.0,47.0,48.0,65.0,54.0,59.0,44.0,45.0,43.0,24.0,43.0,41.0,42.0,5.0,5W,1.0,56.0
1400,15.0,15D,entry,14.0,14H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 10:40:00,1S,61.0,63.0,47.0,47.0,48.0,55.0,54.0,59.0,44.0,45.0,43.0,48.0,42.0,32.0,28.0,36.0,5.0,5W,1.0,69.0
1401,15.0,15D,entry,14.0,14H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 11:00:00,1S,63.0,47.0,47.0,48.0,55.0,44.0,59.0,44.0,45.0,43.0,48.0,41.0,54.0,47.0,36.0,41.0,5.0,5W,1.0,64.0
1402,15.0,15D,entry,15.0,15H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 11:20:00,1S,47.0,47.0,48.0,55.0,44.0,70.0,44.0,45.0,43.0,48.0,41.0,63.0,58.0,45.0,51.0,46.0,5.0,5W,1.0,37.0
1403,15.0,15D,entry,15.0,15H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 11:40:00,1S,47.0,48.0,55.0,44.0,70.0,42.0,45.0,43.0,48.0,41.0,63.0,41.0,53.0,46.0,42.0,43.0,5.0,5W,1.0,59.0
1404,15.0,15D,entry,15.0,15H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 12:00:00,1S,48.0,55.0,44.0,70.0,42.0,39.0,43.0,48.0,41.0,63.0,41.0,35.0,44.0,51.0,44.0,35.0,5.0,5W,1.0,57.0
1405,15.0,15D,entry,16.0,16H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 12:20:00,1S,55.0,44.0,70.0,42.0,39.0,65.0,48.0,41.0,63.0,41.0,35.0,56.0,66.0,45.0,33.0,37.0,5.0,5W,1.0,57.0
1406,15.0,15D,entry,16.0,16H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 12:40:00,1S,44.0,70.0,42.0,39.0,65.0,73.0,41.0,63.0,41.0,35.0,56.0,69.0,66.0,47.0,45.0,45.0,5.0,5W,1.0,66.0
1407,15.0,15D,entry,16.0,16H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 13:00:00,1S,70.0,42.0,39.0,65.0,73.0,69.0,63.0,41.0,35.0,56.0,69.0,64.0,50.0,51.0,51.0,33.0,5.0,5W,1.0,64.0
1408,15.0,15D,entry,17.0,17H,0.0,0.0,0.0,1.0,0.0,0M,2016-10-15 13:20:00,1S,42.0,39.0,65.0,73.0,69.0,39.0,41.0,35.0,56.0,69.0,64.0,37.0,76.0,41.0,46.0,44.0,5.0,5W,1.0,66.0
1409,15.0,15D,entry,17.0,17H,0.0,0.0,0.0,1.0,20.0,20M,2016-10-15 13:40:00,1S,39.0,65.0,73.0,69.0,39.0,62.0,35.0,56.0,69.0,64.0,37.0,59.0,66.0,43.0,36.0,42.0,5.0,5W,1.0,55.0
1410,15.0,15D,entry,17.0,17H,0.0,0.0,0.0,1.0,40.0,40M,2016-10-15 14:00:00,1S,65.0,73.0,69.0,39.0,62.0,58.0,56.0,69.0,64.0,37.0,59.0,57.0,70.0,52.0,56.0,40.0,5.0,5W,1.0,32.0
1411,15.0,15D,entry,18.0,18H,0.0,1.0,0.0,0.0,0.0,0M,2016-10-15 14:20:00,1S,73.0,69.0,39.0,62.0,58.0,64.0,69.0,64.0,37.0,59.0,57.0,57.0,63.0,41.0,42.0,49.0,5.0,5W,1.0,33.0
1412,15.0,15D,entry,18.0,18H,0.0,1.0,0.0,0.0,20.0,20M,2016-10-15 14:40:00,1S,69.0,39.0,62.0,58.0,64.0,71.0,64.0,37.0,59.0,57.0,57.0,66.0,71.0,42.0,45.0,44.0,5.0,5W,1.0,30.0
1413,15.0,15D,entry,18.0,18H,0.0,1.0,0.0,0.0,40.0,40M,2016-10-15 15:00:00,1S,39.0,62.0,58.0,64.0,71.0,66.0,37.0,59.0,57.0,57.0,66.0,64.0,62.0,48.0,28.0,36.0,5.0,5W,1.0,29.0
1414,15.0,15D,entry,19.0,19H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 15:20:00,1S,62.0,58.0,64.0,71.0,66.0,69.0,59.0,57.0,57.0,66.0,64.0,66.0,44.0,42.0,41.0,37.0,5.0,5W,1.0,20.0
1415,15.0,15D,entry,19.0,19H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 15:40:00,1S,58.0,64.0,71.0,66.0,69.0,59.0,57.0,57.0,66.0,64.0,66.0,55.0,47.0,26.0,22.0,23.0,5.0,5W,1.0,20.0
1416,15.0,15D,entry,19.0,19H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 16:00:00,1S,64.0,71.0,66.0,69.0,59.0,35.0,57.0,66.0,64.0,66.0,55.0,32.0,39.0,26.0,16.0,26.0,5.0,5W,1.0,26.0
1417,15.0,15D,entry,20.0,20H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 16:20:00,1S,71.0,66.0,69.0,59.0,35.0,34.0,66.0,64.0,66.0,55.0,32.0,33.0,35.0,29.0,20.0,20.0,5.0,5W,1.0,22.0
1418,15.0,15D,entry,20.0,20H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 16:40:00,1S,66.0,69.0,59.0,35.0,34.0,30.0,64.0,66.0,55.0,32.0,33.0,30.0,30.0,25.0,28.0,28.0,5.0,5W,1.0,17.0
1419,15.0,15D,entry,20.0,20H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 17:00:00,1S,69.0,59.0,35.0,34.0,30.0,30.0,66.0,55.0,32.0,33.0,30.0,29.0,43.0,21.0,23.0,20.0,5.0,5W,1.0,23.0
1420,15.0,15D,entry,21.0,21H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 17:20:00,1S,59.0,35.0,34.0,30.0,30.0,22.0,55.0,32.0,33.0,30.0,29.0,20.0,43.0,18.0,14.0,25.0,5.0,5W,1.0,21.0
1421,15.0,15D,entry,21.0,21H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 17:40:00,1S,35.0,34.0,30.0,30.0,22.0,20.0,32.0,33.0,30.0,29.0,20.0,20.0,36.0,17.0,21.0,22.0,5.0,5W,1.0,18.0
1422,15.0,15D,entry,21.0,21H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 18:00:00,1S,34.0,30.0,30.0,22.0,20.0,28.0,33.0,30.0,29.0,20.0,20.0,26.0,30.0,24.0,19.0,15.0,5.0,5W,1.0,20.0
1423,15.0,15D,entry,22.0,22H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 18:20:00,1S,30.0,30.0,22.0,20.0,28.0,22.0,30.0,29.0,20.0,20.0,26.0,22.0,32.0,15.0,15.0,17.0,5.0,5W,1.0,16.0
1424,15.0,15D,entry,22.0,22H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 18:40:00,1S,30.0,22.0,20.0,28.0,22.0,19.0,29.0,20.0,20.0,26.0,22.0,17.0,21.0,18.0,20.0,12.0,5.0,5W,1.0,17.0
1425,15.0,15D,entry,22.0,22H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 19:00:00,1S,22.0,20.0,28.0,22.0,19.0,24.0,20.0,20.0,26.0,22.0,17.0,23.0,29.0,16.0,17.0,15.0,5.0,5W,1.0,4.0
1426,15.0,15D,entry,23.0,23H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 19:20:00,1S,20.0,28.0,22.0,19.0,24.0,22.0,20.0,26.0,22.0,17.0,23.0,21.0,15.0,22.0,22.0,14.0,5.0,5W,1.0,15.0
1427,15.0,15D,entry,23.0,23H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 19:40:00,1S,28.0,22.0,19.0,24.0,22.0,20.0,26.0,22.0,17.0,23.0,21.0,18.0,18.0,16.0,8.0,7.0,5.0,5W,1.0,5.0
1428,15.0,15D,entry,23.0,23H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 20:00:00,1S,22.0,19.0,24.0,22.0,20.0,24.0,22.0,17.0,23.0,21.0,18.0,20.0,14.0,10.0,16.0,16.0,5.0,5W,1.0,9.0
1429,16.0,16D,entry,0.0,0H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 20:20:00,1S,19.0,24.0,22.0,20.0,24.0,17.0,17.0,23.0,21.0,18.0,20.0,16.0,13.0,8.0,5.0,11.0,6.0,6W,1.0,10.0
1430,16.0,16D,entry,0.0,0H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 20:40:00,1S,24.0,22.0,20.0,24.0,17.0,19.0,23.0,21.0,18.0,20.0,16.0,17.0,15.0,7.0,11.0,10.0,6.0,6W,1.0,9.0
1431,16.0,16D,entry,0.0,0H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 21:00:00,1S,22.0,20.0,24.0,17.0,19.0,7.0,21.0,18.0,20.0,16.0,17.0,4.0,10.0,10.0,5.0,10.0,6.0,6W,1.0,8.0
1432,16.0,16D,entry,1.0,1H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 21:20:00,1S,20.0,24.0,17.0,19.0,7.0,15.0,18.0,20.0,16.0,17.0,4.0,15.0,8.0,7.0,9.0,8.0,6.0,6W,1.0,7.0
1433,16.0,16D,entry,1.0,1H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 21:40:00,1S,24.0,17.0,19.0,7.0,15.0,6.0,20.0,16.0,17.0,4.0,15.0,5.0,14.0,4.0,5.0,1.0,6.0,6W,1.0,10.0
1434,16.0,16D,entry,1.0,1H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 22:00:00,1S,17.0,19.0,7.0,15.0,6.0,11.0,16.0,17.0,4.0,15.0,5.0,9.0,5.0,3.0,4.0,0.0,6.0,6W,1.0,4.0
1435,16.0,16D,entry,2.0,2H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 22:20:00,1S,19.0,7.0,15.0,6.0,11.0,20.0,17.0,4.0,15.0,5.0,9.0,10.0,8.0,5.0,12.0,7.0,6.0,6W,1.0,6.0
1436,16.0,16D,entry,2.0,2H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 22:40:00,1S,7.0,15.0,6.0,11.0,20.0,22.0,4.0,15.0,5.0,9.0,10.0,9.0,9.0,11.0,14.0,7.0,6.0,6W,1.0,6.0
1437,16.0,16D,entry,2.0,2H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-15 23:00:00,1S,15.0,6.0,11.0,20.0,22.0,10.0,15.0,5.0,9.0,10.0,9.0,8.0,10.0,7.0,10.0,8.0,6.0,6W,1.0,2.0
1438,16.0,16D,entry,3.0,3H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-15 23:20:00,1S,6.0,11.0,20.0,22.0,10.0,16.0,5.0,9.0,10.0,9.0,8.0,7.0,9.0,10.0,6.0,6.0,6.0,6W,1.0,6.0
1439,16.0,16D,entry,3.0,3H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-15 23:40:00,1S,11.0,20.0,22.0,10.0,16.0,18.0,9.0,10.0,9.0,8.0,7.0,10.0,8.0,11.0,11.0,9.0,6.0,6W,1.0,5.0
1440,16.0,16D,entry,3.0,3H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-16 00:00:00,1S,20.0,22.0,10.0,16.0,18.0,4.0,10.0,9.0,8.0,7.0,10.0,4.0,9.0,10.0,4.0,3.0,6.0,6W,1.0,9.0
1441,16.0,16D,entry,4.0,4H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-16 00:20:00,1S,22.0,10.0,16.0,18.0,4.0,10.0,9.0,8.0,7.0,10.0,4.0,6.0,11.0,7.0,3.0,1.0,6.0,6W,1.0,9.0
1442,16.0,16D,entry,4.0,4H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-16 00:40:00,1S,10.0,16.0,18.0,4.0,10.0,9.0,8.0,7.0,10.0,4.0,6.0,6.0,8.0,8.0,12.0,9.0,6.0,6W,1.0,11.0
1443,16.0,16D,entry,4.0,4H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-16 01:00:00,1S,16.0,18.0,4.0,10.0,9.0,6.0,7.0,10.0,4.0,6.0,6.0,2.0,5.0,7.0,6.0,7.0,6.0,6W,1.0,16.0
1444,16.0,16D,entry,5.0,5H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-16 01:20:00,1S,18.0,4.0,10.0,9.0,6.0,16.0,10.0,4.0,6.0,6.0,2.0,6.0,6.0,8.0,6.0,4.0,6.0,6W,1.0,4.0
1445,16.0,16D,entry,5.0,5H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-16 01:40:00,1S,4.0,10.0,9.0,6.0,16.0,5.0,4.0,6.0,6.0,2.0,6.0,5.0,9.0,8.0,5.0,6.0,6.0,6W,1.0,3.0
1446,16.0,16D,entry,5.0,5H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-16 02:00:00,1S,10.0,9.0,6.0,16.0,5.0,22.0,6.0,6.0,2.0,6.0,5.0,9.0,9.0,11.0,3.0,5.0,6.0,6W,1.0,7.0
1447,16.0,16D,entry,6.0,6H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-16 02:20:00,1S,9.0,6.0,16.0,5.0,22.0,38.0,6.0,2.0,6.0,5.0,9.0,9.0,9.0,10.0,12.0,13.0,6.0,6W,1.0,6.0
1448,16.0,16D,entry,6.0,6H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-16 02:40:00,1S,6.0,16.0,5.0,22.0,38.0,16.0,2.0,6.0,5.0,9.0,9.0,11.0,9.0,10.0,15.0,8.0,6.0,6W,1.0,7.0
1449,16.0,16D,entry,6.0,6H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-16 03:00:00,1S,16.0,5.0,22.0,38.0,16.0,28.0,6.0,5.0,9.0,9.0,11.0,16.0,11.0,12.0,12.0,10.0,6.0,6W,1.0,10.0
1450,16.0,16D,entry,7.0,7H,0.0,0.0,0.0,0.0,0.0,0M,2016-10-16 03:20:00,1S,5.0,22.0,38.0,16.0,28.0,4.0,5.0,9.0,9.0,11.0,16.0,4.0,10.0,7.0,6.0,4.0,6.0,6W,1.0,19.0
1451,16.0,16D,entry,7.0,7H,0.0,0.0,0.0,0.0,20.0,20M,2016-10-16 03:40:00,1S,22.0,38.0,16.0,28.0,4.0,3.0,9.0,9.0,11.0,16.0,4.0,3.0,7.0,2.0,11.0,7.0,6.0,6W,1.0,28.0
1452,16.0,16D,entry,7.0,7H,0.0,0.0,0.0,0.0,40.0,40M,2016-10-16 04:00:00,1S,38.0,16.0,28.0,4.0,3.0,8.0,9.0,11.0,16.0,4.0,3.0,7.0,9.0,4.0,6.0,10.0,6.0,6W,1.0,53.0
