,day,day_str,direction,hour,hour_str,is_eight,is_eighteen,is_nine,is_seventeen,minute,minute_str,tollgate_id,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,volume0,volume1,volume2,volume3,volume4,volume5,week,week_str,weekend,y
2302,11.0,11D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,11.0,29.0,29.0,39.0,43.0,54.0,9.0,26.0,18.0,30.0,40.0,52.0,1.0,1W,0.0,44.0
2303,12.0,12D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,13.0,23.0,20.0,40.0,29.0,47.0,10.0,17.0,16.0,27.0,27.0,42.0,2.0,2W,0.0,34.0
2304,13.0,13D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,21.0,22.0,43.0,39.0,58.0,52.0,17.0,18.0,32.0,32.0,44.0,49.0,3.0,3W,0.0,59.0
2305,14.0,14D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,18.0,22.0,28.0,29.0,31.0,32.0,14.0,20.0,20.0,23.0,28.0,30.0,4.0,4W,0.0,45.0
2306,15.0,15D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,12.0,23.0,42.0,46.0,58.0,52.0,10.0,19.0,31.0,39.0,53.0,46.0,5.0,5W,1.0,55.0
2307,16.0,16D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,8.0,8.0,15.0,22.0,30.0,26.0,6.0,7.0,10.0,19.0,28.0,53.0,6.0,6W,1.0,48.0
2308,17.0,17D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,16.0,22.0,25.0,61.0,47.0,62.0,13.0,18.0,19.0,45.0,44.0,56.0,0.0,0W,0.0,41.0
2309,19.0,19D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,10.0,14.0,39.0,47.0,32.0,47.0,8.0,13.0,32.0,39.0,31.0,43.0,0.0,0W,0.0,44.0
2310,20.0,20D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,15.0,25.0,38.0,44.0,32.0,32.0,13.0,20.0,29.0,38.0,30.0,31.0,1.0,1W,0.0,59.0
2311,21.0,21D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,49.0,58.0,93.0,98.0,91.0,107.0,36.0,41.0,75.0,78.0,84.0,95.0,2.0,2W,0.0,53.0
2312,22.0,22D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,4.0,14.0,52.0,34.0,43.0,36.0,6.0,10.0,36.0,28.0,40.0,34.0,3.0,3W,0.0,59.0
2313,23.0,23D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,13.0,22.0,46.0,32.0,44.0,46.0,12.0,17.0,32.0,28.0,41.0,42.0,4.0,4W,0.0,44.0
2314,24.0,24D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,10.0,23.0,33.0,33.0,35.0,40.0,8.0,19.0,24.0,28.0,33.0,35.0,5.0,5W,1.0,66.0
2315,25.0,25D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,12.0,16.0,38.0,27.0,25.0,44.0,10.0,12.0,26.0,20.0,22.0,33.0,6.0,6W,1.0,49.0
2316,26.0,26D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,15.0,23.0,49.0,54.0,41.0,48.0,13.0,23.0,39.0,44.0,39.0,46.0,0.0,0W,0.0,51.0
2317,27.0,27D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,14.0,25.0,49.0,70.0,54.0,43.0,12.0,20.0,35.0,56.0,50.0,41.0,1.0,1W,0.0,45.0
2318,28.0,28D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,46.0,56.0,91.0,123.0,86.0,108.0,30.0,49.0,50.0,91.0,74.0,104.0,2.0,2W,0.0,136.0
2319,29.0,29D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,4.0,12.0,28.0,33.0,36.0,33.0,4.0,9.0,18.0,25.0,30.0,30.0,3.0,3W,0.0,48.0
2320,30.0,30D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,10.0,19.0,29.0,40.0,33.0,48.0,10.0,17.0,24.0,29.0,31.0,44.0,4.0,4W,0.0,63.0
2321,1.0,1D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,5.0,5W,1.0,
2322,2.0,2D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,6.0,6W,1.0,
2323,3.0,3D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,0.0,0W,0.0,
2324,4.0,4D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,1.0,1W,0.0,
2325,5.0,5D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,2.0,2W,0.0,
2326,6.0,6D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,3.0,3W,0.0,
2327,7.0,7D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,36.0,26.0,19.0,19.0,30.0,21.0,40.0,53.0,79.0,94.0,112.0,92.0,4.0,4W,0.0,148.0
2328,8.0,8D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,10.0,13.0,31.0,28.0,42.0,30.0,9.0,12.0,19.0,21.0,36.0,27.0,5.0,5W,1.0,38.0
2329,9.0,9D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,11.0,12.0,28.0,34.0,26.0,34.0,8.0,9.0,17.0,26.0,25.0,33.0,6.0,6W,1.0,41.0
2330,10.0,10D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,15.0,15.0,28.0,43.0,42.0,39.0,13.0,13.0,18.0,34.0,40.0,37.0,0.0,0W,0.0,53.0
2331,11.0,11D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,11.0,29.0,29.0,39.0,43.0,54.0,9.0,26.0,18.0,30.0,40.0,52.0,1.0,1W,0.0,44.0
2332,12.0,12D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,13.0,23.0,20.0,40.0,29.0,47.0,10.0,17.0,16.0,27.0,27.0,42.0,2.0,2W,0.0,34.0
2333,13.0,13D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,21.0,22.0,43.0,39.0,58.0,52.0,17.0,18.0,32.0,32.0,44.0,49.0,3.0,3W,0.0,59.0
2334,14.0,14D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,18.0,22.0,28.0,29.0,31.0,32.0,14.0,20.0,20.0,23.0,28.0,30.0,4.0,4W,0.0,45.0
2335,15.0,15D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,12.0,23.0,42.0,46.0,58.0,52.0,10.0,19.0,31.0,39.0,53.0,46.0,5.0,5W,1.0,55.0
2336,16.0,16D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,8.0,8.0,15.0,22.0,30.0,26.0,6.0,7.0,10.0,19.0,28.0,53.0,6.0,6W,1.0,48.0
2337,17.0,17D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,16.0,22.0,25.0,61.0,47.0,62.0,13.0,18.0,19.0,45.0,44.0,56.0,0.0,0W,0.0,41.0
2338,19.0,19D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,10.0,14.0,39.0,47.0,32.0,47.0,8.0,13.0,32.0,39.0,31.0,43.0,0.0,0W,0.0,44.0
2339,20.0,20D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,15.0,25.0,38.0,44.0,32.0,32.0,13.0,20.0,29.0,38.0,30.0,31.0,1.0,1W,0.0,59.0
2340,21.0,21D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,49.0,58.0,93.0,98.0,91.0,107.0,36.0,41.0,75.0,78.0,84.0,95.0,2.0,2W,0.0,53.0
2341,22.0,22D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,4.0,14.0,52.0,34.0,43.0,36.0,6.0,10.0,36.0,28.0,40.0,34.0,3.0,3W,0.0,59.0
2342,23.0,23D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,13.0,22.0,46.0,32.0,44.0,46.0,12.0,17.0,32.0,28.0,41.0,42.0,4.0,4W,0.0,44.0
2343,24.0,24D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,10.0,23.0,33.0,33.0,35.0,40.0,8.0,19.0,24.0,28.0,33.0,35.0,5.0,5W,1.0,66.0
2344,25.0,25D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,12.0,16.0,38.0,27.0,25.0,44.0,10.0,12.0,26.0,20.0,22.0,33.0,6.0,6W,1.0,49.0
2345,26.0,26D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,15.0,23.0,49.0,54.0,41.0,48.0,13.0,23.0,39.0,44.0,39.0,46.0,0.0,0W,0.0,51.0
2346,27.0,27D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,14.0,25.0,49.0,70.0,54.0,43.0,12.0,20.0,35.0,56.0,50.0,41.0,1.0,1W,0.0,45.0
2347,28.0,28D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,46.0,56.0,91.0,123.0,86.0,108.0,30.0,49.0,50.0,91.0,74.0,104.0,2.0,2W,0.0,136.0
2348,29.0,29D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,4.0,12.0,28.0,33.0,36.0,33.0,4.0,9.0,18.0,25.0,30.0,30.0,3.0,3W,0.0,48.0
2349,30.0,30D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,10.0,19.0,29.0,40.0,33.0,48.0,10.0,17.0,24.0,29.0,31.0,44.0,4.0,4W,0.0,63.0
2350,1.0,1D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,5.0,5W,1.0,
2351,2.0,2D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,6.0,6W,1.0,
2352,3.0,3D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,0.0,0W,0.0,
2353,4.0,4D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,1.0,1W,0.0,
2354,5.0,5D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,2.0,2W,0.0,
2355,6.0,6D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,,,,,,,,,,,,,3.0,3W,0.0,
2356,7.0,7D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,36.0,26.0,19.0,19.0,30.0,21.0,40.0,53.0,79.0,94.0,112.0,92.0,4.0,4W,0.0,148.0
2357,8.0,8D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,10.0,13.0,31.0,28.0,42.0,30.0,9.0,12.0,19.0,21.0,36.0,27.0,5.0,5W,1.0,38.0
2358,9.0,9D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,11.0,12.0,28.0,34.0,26.0,34.0,8.0,9.0,17.0,26.0,25.0,33.0,6.0,6W,1.0,41.0
2359,10.0,10D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,15.0,15.0,28.0,43.0,42.0,39.0,13.0,13.0,18.0,34.0,40.0,37.0,0.0,0W,0.0,53.0
2360,11.0,11D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,11.0,29.0,29.0,39.0,43.0,54.0,9.0,26.0,18.0,30.0,40.0,52.0,1.0,1W,0.0,44.0
2361,12.0,12D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,13.0,23.0,20.0,40.0,29.0,47.0,10.0,17.0,16.0,27.0,27.0,42.0,2.0,2W,0.0,34.0
2362,13.0,13D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,21.0,22.0,43.0,39.0,58.0,52.0,17.0,18.0,32.0,32.0,44.0,49.0,3.0,3W,0.0,59.0
2363,14.0,14D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,18.0,22.0,28.0,29.0,31.0,32.0,14.0,20.0,20.0,23.0,28.0,30.0,4.0,4W,0.0,45.0
2364,15.0,15D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,12.0,23.0,42.0,46.0,58.0,52.0,10.0,19.0,31.0,39.0,53.0,46.0,5.0,5W,1.0,55.0
2365,16.0,16D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,8.0,8.0,15.0,22.0,30.0,26.0,6.0,7.0,10.0,19.0,28.0,53.0,6.0,6W,1.0,48.0
2366,17.0,17D,entry,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,16.0,22.0,25.0,61.0,47.0,62.0,13.0,18.0,19.0,45.0,44.0,56.0,0.0,0W,0.0,41.0
0,19.0,19D,exit,3.0,3H,0.0,0.0,0.0,0.0,40.0,40M,1S,181.0,97.0,46.0,5.0,25.0,10.0,140.0,56.0,31.0,4.0,14.0,7.0,0.0,0W,0.0,20.0
1,19.0,19D,exit,4.0,4H,0.0,0.0,0.0,0.0,0.0,0M,1S,97.0,46.0,5.0,25.0,10.0,16.0,56.0,31.0,4.0,14.0,7.0,7.0,0.0,0W,0.0,18.0
2,19.0,19D,exit,4.0,4H,0.0,0.0,0.0,0.0,20.0,20M,1S,46.0,5.0,25.0,10.0,16.0,15.0,31.0,4.0,14.0,7.0,7.0,7.0,0.0,0W,0.0,17.0
3,19.0,19D,exit,4.0,4H,0.0,0.0,0.0,0.0,40.0,40M,1S,5.0,25.0,10.0,16.0,15.0,15.0,4.0,14.0,7.0,7.0,7.0,10.0,0.0,0W,0.0,23.0
4,19.0,19D,exit,5.0,5H,0.0,0.0,0.0,0.0,0.0,0M,1S,25.0,10.0,16.0,15.0,15.0,14.0,14.0,7.0,7.0,7.0,10.0,10.0,0.0,0W,0.0,28.0
5,19.0,19D,exit,5.0,5H,0.0,0.0,0.0,0.0,20.0,20M,1S,10.0,16.0,15.0,15.0,14.0,29.0,7.0,7.0,7.0,10.0,10.0,14.0,0.0,0W,0.0,24.0
6,19.0,19D,exit,5.0,5H,0.0,0.0,0.0,0.0,40.0,40M,1S,16.0,15.0,15.0,14.0,29.0,30.0,7.0,7.0,10.0,10.0,14.0,20.0,0.0,0W,0.0,34.0
7,19.0,19D,exit,6.0,6H,0.0,0.0,0.0,0.0,0.0,0M,1S,15.0,15.0,14.0,29.0,30.0,18.0,7.0,10.0,10.0,14.0,20.0,18.0,0.0,0W,0.0,39.0
8,19.0,19D,exit,6.0,6H,0.0,0.0,0.0,0.0,20.0,20M,1S,15.0,14.0,29.0,30.0,18.0,29.0,10.0,10.0,14.0,20.0,18.0,17.0,0.0,0W,0.0,57.0
9,19.0,19D,exit,6.0,6H,0.0,0.0,0.0,0.0,40.0,40M,1S,14.0,29.0,30.0,18.0,29.0,34.0,10.0,14.0,20.0,18.0,17.0,23.0,0.0,0W,0.0,72.0
10,19.0,19D,exit,7.0,7H,0.0,0.0,0.0,0.0,0.0,0M,1S,29.0,30.0,18.0,29.0,34.0,38.0,14.0,20.0,18.0,17.0,23.0,28.0,0.0,0W,0.0,70.0
11,19.0,19D,exit,7.0,7H,0.0,0.0,0.0,0.0,20.0,20M,1S,30.0,18.0,29.0,34.0,38.0,36.0,20.0,18.0,17.0,23.0,28.0,24.0,0.0,0W,0.0,83.0
12,19.0,19D,exit,7.0,7H,0.0,0.0,0.0,0.0,40.0,40M,1S,18.0,29.0,34.0,38.0,36.0,56.0,18.0,17.0,23.0,28.0,24.0,34.0,0.0,0W,0.0,118.0
13,19.0,19D,exit,8.0,8H,1.0,0.0,0.0,0.0,0.0,0M,1S,29.0,34.0,38.0,36.0,56.0,64.0,17.0,23.0,28.0,24.0,34.0,39.0,0.0,0W,0.0,123.0
14,19.0,19D,exit,8.0,8H,1.0,0.0,0.0,0.0,20.0,20M,1S,34.0,38.0,36.0,56.0,64.0,80.0,23.0,28.0,24.0,34.0,39.0,57.0,0.0,0W,0.0,119.0
15,19.0,19D,exit,8.0,8H,1.0,0.0,0.0,0.0,40.0,40M,1S,38.0,36.0,56.0,64.0,80.0,116.0,28.0,24.0,34.0,39.0,57.0,72.0,0.0,0W,0.0,116.0
16,19.0,19D,exit,9.0,9H,0.0,0.0,1.0,0.0,0.0,0M,1S,36.0,56.0,64.0,80.0,116.0,97.0,24.0,34.0,39.0,57.0,72.0,70.0,0.0,0W,0.0,120.0
17,19.0,19D,exit,9.0,9H,0.0,0.0,1.0,0.0,20.0,20M,1S,56.0,64.0,80.0,116.0,97.0,109.0,34.0,39.0,57.0,72.0,70.0,83.0,0.0,0W,0.0,151.0
18,19.0,19D,exit,9.0,9H,0.0,0.0,1.0,0.0,40.0,40M,1S,64.0,80.0,116.0,97.0,109.0,143.0,39.0,57.0,72.0,70.0,83.0,118.0,0.0,0W,0.0,131.0
19,19.0,19D,exit,10.0,10H,0.0,0.0,0.0,0.0,0.0,0M,1S,80.0,116.0,97.0,109.0,143.0,144.0,57.0,72.0,70.0,83.0,118.0,123.0,0.0,0W,0.0,101.0
20,19.0,19D,exit,10.0,10H,0.0,0.0,0.0,0.0,20.0,20M,1S,116.0,97.0,109.0,143.0,144.0,148.0,72.0,70.0,83.0,118.0,123.0,119.0,0.0,0W,0.0,105.0
21,19.0,19D,exit,10.0,10H,0.0,0.0,0.0,0.0,40.0,40M,1S,97.0,109.0,143.0,144.0,148.0,149.0,70.0,83.0,118.0,123.0,119.0,116.0,0.0,0W,0.0,102.0
22,19.0,19D,exit,11.0,11H,0.0,0.0,0.0,0.0,0.0,0M,1S,109.0,143.0,144.0,148.0,149.0,133.0,83.0,118.0,123.0,119.0,116.0,120.0,0.0,0W,0.0,86.0
23,19.0,19D,exit,11.0,11H,0.0,0.0,0.0,0.0,20.0,20M,1S,143.0,144.0,148.0,149.0,133.0,179.0,118.0,123.0,119.0,116.0,120.0,151.0,0.0,0W,0.0,76.0
24,19.0,19D,exit,11.0,11H,0.0,0.0,0.0,0.0,40.0,40M,1S,144.0,148.0,149.0,133.0,179.0,171.0,123.0,119.0,116.0,120.0,151.0,131.0,0.0,0W,0.0,100.0
25,19.0,19D,exit,12.0,12H,0.0,0.0,0.0,0.0,0.0,0M,1S,148.0,149.0,133.0,179.0,171.0,133.0,119.0,116.0,120.0,151.0,131.0,101.0,0.0,0W,0.0,99.0
26,19.0,19D,exit,12.0,12H,0.0,0.0,0.0,0.0,20.0,20M,1S,149.0,133.0,179.0,171.0,133.0,129.0,116.0,120.0,151.0,131.0,101.0,105.0,0.0,0W,0.0,70.0
27,19.0,19D,exit,12.0,12H,0.0,0.0,0.0,0.0,40.0,40M,1S,133.0,179.0,171.0,133.0,129.0,129.0,120.0,151.0,131.0,101.0,105.0,102.0,0.0,0W,0.0,79.0
28,19.0,19D,exit,13.0,13H,0.0,0.0,0.0,0.0,0.0,0M,1S,179.0,171.0,133.0,129.0,129.0,116.0,151.0,131.0,101.0,105.0,102.0,86.0,0.0,0W,0.0,100.0
29,19.0,19D,exit,13.0,13H,0.0,0.0,0.0,0.0,20.0,20M,1S,171.0,133.0,129.0,129.0,116.0,91.0,131.0,101.0,105.0,102.0,86.0,76.0,0.0,0W,0.0,108.0
30,19.0,19D,exit,13.0,13H,0.0,0.0,0.0,0.0,40.0,40M,1S,133.0,129.0,129.0,116.0,91.0,158.0,101.0,105.0,102.0,86.0,76.0,100.0,0.0,0W,0.0,106.0
31,19.0,19D,exit,14.0,14H,0.0,0.0,0.0,0.0,0.0,0M,1S,129.0,129.0,116.0,91.0,158.0,127.0,105.0,102.0,86.0,76.0,100.0,99.0,0.0,0W,0.0,101.0
32,19.0,19D,exit,14.0,14H,0.0,0.0,0.0,0.0,20.0,20M,1S,129.0,116.0,91.0,158.0,127.0,88.0,102.0,86.0,76.0,100.0,99.0,70.0,0.0,0W,0.0,100.0
33,19.0,19D,exit,14.0,14H,0.0,0.0,0.0,0.0,40.0,40M,1S,116.0,91.0,158.0,127.0,88.0,118.0,86.0,76.0,100.0,99.0,70.0,79.0,0.0,0W,0.0,101.0
34,19.0,19D,exit,15.0,15H,0.0,0.0,0.0,0.0,0.0,0M,1S,91.0,158.0,127.0,88.0,118.0,139.0,76.0,100.0,99.0,70.0,79.0,100.0,0.0,0W,0.0,77.0
35,19.0,19D,exit,15.0,15H,0.0,0.0,0.0,0.0,20.0,20M,1S,158.0,127.0,88.0,118.0,139.0,167.0,100.0,99.0,70.0,79.0,100.0,108.0,0.0,0W,0.0,104.0
36,19.0,19D,exit,15.0,15H,0.0,0.0,0.0,0.0,40.0,40M,1S,127.0,88.0,118.0,139.0,167.0,142.0,99.0,70.0,79.0,100.0,108.0,106.0,0.0,0W,0.0,92.0
37,19.0,19D,exit,16.0,16H,0.0,0.0,0.0,0.0,0.0,0M,1S,88.0,118.0,139.0,167.0,142.0,108.0,70.0,79.0,100.0,108.0,106.0,101.0,0.0,0W,0.0,110.0
38,19.0,19D,exit,16.0,16H,0.0,0.0,0.0,0.0,20.0,20M,1S,118.0,139.0,167.0,142.0,108.0,144.0,79.0,100.0,108.0,106.0,101.0,100.0,0.0,0W,0.0,122.0
39,19.0,19D,exit,16.0,16H,0.0,0.0,0.0,0.0,40.0,40M,1S,139.0,167.0,142.0,108.0,144.0,126.0,100.0,108.0,106.0,101.0,100.0,101.0,0.0,0W,0.0,116.0
40,19.0,19D,exit,17.0,17H,0.0,0.0,0.0,1.0,0.0,0M,1S,167.0,142.0,108.0,144.0,126.0,83.0,108.0,106.0,101.0,100.0,101.0,77.0,0.0,0W,0.0,96.0
41,19.0,19D,exit,17.0,17H,0.0,0.0,0.0,1.0,20.0,20M,1S,142.0,108.0,144.0,126.0,83.0,128.0,106.0,101.0,100.0,101.0,77.0,104.0,0.0,0W,0.0,116.0
42,19.0,19D,exit,17.0,17H,0.0,0.0,0.0,1.0,40.0,40M,1S,108.0,144.0,126.0,83.0,128.0,108.0,101.0,100.0,101.0,77.0,104.0,92.0,0.0,0W,0.0,112.0
43,19.0,19D,exit,18.0,18H,0.0,1.0,0.0,0.0,0.0,0M,1S,144.0,126.0,83.0,128.0,108.0,130.0,100.0,101.0,77.0,104.0,92.0,110.0,0.0,0W,0.0,67.0
44,19.0,19D,exit,18.0,18H,0.0,1.0,0.0,0.0,20.0,20M,1S,126.0,83.0,128.0,108.0,130.0,139.0,101.0,77.0,104.0,92.0,110.0,122.0,0.0,0W,0.0,94.0
45,19.0,19D,exit,18.0,18H,0.0,1.0,0.0,0.0,40.0,40M,1S,83.0,128.0,108.0,130.0,139.0,136.0,77.0,104.0,92.0,110.0,122.0,116.0,0.0,0W,0.0,65.0
46,19.0,19D,exit,19.0,19H,0.0,0.0,0.0,0.0,0.0,0M,1S,128.0,108.0,130.0,139.0,136.0,120.0,104.0,92.0,110.0,122.0,116.0,96.0,0.0,0W,0.0,62.0
47,19.0,19D,exit,19.0,19H,0.0,0.0,0.0,0.0,20.0,20M,1S,108.0,130.0,139.0,136.0,120.0,147.0,92.0,110.0,122.0,116.0,96.0,116.0,0.0,0W,0.0,44.0
48,19.0,19D,exit,19.0,19H,0.0,0.0,0.0,0.0,40.0,40M,1S,130.0,139.0,136.0,120.0,147.0,145.0,110.0,122.0,116.0,96.0,116.0,112.0,0.0,0W,0.0,41.0
49,19.0,19D,exit,20.0,20H,0.0,0.0,0.0,0.0,0.0,0M,1S,139.0,136.0,120.0,147.0,145.0,86.0,122.0,116.0,96.0,116.0,112.0,67.0,0.0,0W,0.0,48.0
50,19.0,19D,exit,20.0,20H,0.0,0.0,0.0,0.0,20.0,20M,1S,136.0,120.0,147.0,145.0,86.0,116.0,116.0,96.0,116.0,112.0,67.0,94.0,0.0,0W,0.0,34.0
51,19.0,19D,exit,20.0,20H,0.0,0.0,0.0,0.0,40.0,40M,1S,120.0,147.0,145.0,86.0,116.0,79.0,96.0,116.0,112.0,67.0,94.0,65.0,0.0,0W,0.0,39.0
52,19.0,19D,exit,21.0,21H,0.0,0.0,0.0,0.0,0.0,0M,1S,147.0,145.0,86.0,116.0,79.0,89.0,116.0,112.0,67.0,94.0,65.0,62.0,0.0,0W,0.0,24.0
53,19.0,19D,exit,21.0,21H,0.0,0.0,0.0,0.0,20.0,20M,1S,145.0,86.0,116.0,79.0,89.0,50.0,112.0,67.0,94.0,65.0,62.0,44.0,0.0,0W,0.0,35.0
54,19.0,19D,exit,21.0,21H,0.0,0.0,0.0,0.0,40.0,40M,1S,86.0,116.0,79.0,89.0,50.0,49.0,67.0,94.0,65.0,62.0,44.0,41.0,0.0,0W,0.0,30.0
55,19.0,19D,exit,22.0,22H,0.0,0.0,0.0,0.0,0.0,0M,1S,116.0,79.0,89.0,50.0,49.0,70.0,94.0,65.0,62.0,44.0,41.0,48.0,0.0,0W,0.0,21.0
56,19.0,19D,exit,22.0,22H,0.0,0.0,0.0,0.0,20.0,20M,1S,79.0,89.0,50.0,49.0,70.0,44.0,65.0,62.0,44.0,41.0,48.0,34.0,0.0,0W,0.0,24.0
57,19.0,19D,exit,22.0,22H,0.0,0.0,0.0,0.0,40.0,40M,1S,89.0,50.0,49.0,70.0,44.0,45.0,62.0,44.0,41.0,48.0,34.0,39.0,0.0,0W,0.0,23.0
58,19.0,19D,exit,23.0,23H,0.0,0.0,0.0,0.0,0.0,0M,1S,50.0,49.0,70.0,44.0,45.0,28.0,44.0,41.0,48.0,34.0,39.0,24.0,0.0,0W,0.0,16.0
59,19.0,19D,exit,23.0,23H,0.0,0.0,0.0,0.0,20.0,20M,1S,49.0,70.0,44.0,45.0,28.0,43.0,41.0,48.0,34.0,39.0,24.0,35.0,0.0,0W,0.0,10.0
60,19.0,19D,exit,23.0,23H,0.0,0.0,0.0,0.0,40.0,40M,1S,70.0,44.0,45.0,28.0,43.0,45.0,48.0,34.0,39.0,24.0,35.0,30.0,0.0,0W,0.0,13.0
61,20.0,20D,exit,0.0,0H,0.0,0.0,0.0,0.0,0.0,0M,1S,44.0,45.0,28.0,43.0,45.0,36.0,34.0,39.0,24.0,35.0,30.0,21.0,1.0,1W,0.0,139.0
62,20.0,20D,exit,0.0,0H,0.0,0.0,0.0,0.0,20.0,20M,1S,45.0,28.0,43.0,45.0,36.0,36.0,39.0,24.0,35.0,30.0,21.0,24.0,1.0,1W,0.0,80.0
63,20.0,20D,exit,0.0,0H,0.0,0.0,0.0,0.0,40.0,40M,1S,28.0,43.0,45.0,36.0,36.0,39.0,24.0,35.0,30.0,21.0,24.0,23.0,1.0,1W,0.0,37.0
64,20.0,20D,exit,1.0,1H,0.0,0.0,0.0,0.0,0.0,0M,1S,43.0,45.0,36.0,36.0,39.0,26.0,35.0,30.0,21.0,24.0,23.0,16.0,1.0,1W,0.0,6.0
65,20.0,20D,exit,1.0,1H,0.0,0.0,0.0,0.0,20.0,20M,1S,45.0,36.0,36.0,39.0,26.0,20.0,30.0,21.0,24.0,23.0,16.0,10.0,1.0,1W,0.0,8.0
66,20.0,20D,exit,1.0,1H,0.0,0.0,0.0,0.0,40.0,40M,1S,36.0,36.0,39.0,26.0,20.0,17.0,21.0,24.0,23.0,16.0,10.0,13.0,1.0,1W,0.0,11.0
