,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,no_count0,no_count1,no_count2,no_count3,no_count4,no_count5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,cargo_all_model,passenger_all_model,no_all_count,cargo_all_count,passenger_all_count,volume_all,etc_all_count,vehicle_all_model_avg,cargo_all_model_avg,passenger_all_model_avg,day,hour,is_eight,is_nine,is_eighteen,is_seventeen,minute,week,weekend
2016-09-26 14:40:00,17.0,12.0,7.0,8.0,10.0,11.0,34.0,24.0,14.0,16.0,20.0,22.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,17.0,18.0,15.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,64.0,64.0,64.0,54.0,64.0,60.0,70.0,64.0,64.0,54.0,64.0,1.0,1.09375,1.0,1.0,1.0,1.0,94.0,94.0,78.0,80.0,74.0,86.0,1.22077922078,1.23684210526,1.0985915493,1.11111111111,1.15625,1.14666666667,77.0,76.0,71.0,72.0,64.0,75.0,67.0,506.0,130.0,376.0,0.0,65.0,370.0,435.0,98.0,1.1632183908,2.0,1.01621621622,26D,17H,0,0,0,1,20M,0W,1
2016-09-26 15:00:00,12.0,7.0,8.0,10.0,11.0,11.0,24.0,14.0,16.0,20.0,22.0,22.0,2.0,2.0,2.0,2.0,2.0,2.0,17.0,18.0,15.0,11.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,64.0,54.0,64.0,62.0,70.0,64.0,64.0,54.0,64.0,68.0,1.09375,1.0,1.0,1.0,1.0,1.09677419355,94.0,78.0,80.0,74.0,86.0,90.0,1.23684210526,1.0985915493,1.11111111111,1.15625,1.14666666667,1.23287671233,76.0,71.0,72.0,64.0,75.0,73.0,63.0,502.0,118.0,384.0,0.0,59.0,372.0,431.0,96.0,1.16473317865,2.0,1.03225806452,26D,17H,0,0,0,1,40M,0W,1
2016-09-26 15:20:00,7.0,8.0,10.0,11.0,11.0,6.0,14.0,16.0,20.0,22.0,22.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,18.0,15.0,11.0,21.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,54.0,64.0,62.0,65.0,64.0,64.0,54.0,64.0,68.0,65.0,1.0,1.0,1.0,1.0,1.09677419355,1.0,78.0,80.0,74.0,86.0,90.0,77.0,1.0985915493,1.11111111111,1.15625,1.14666666667,1.23287671233,1.08450704225,71.0,72.0,64.0,75.0,73.0,71.0,63.0,485.0,106.0,379.0,0.0,53.0,373.0,426.0,97.0,1.13849765258,2.0,1.01608579088,26D,18H,0,0,1,0,0M,0W,1
2016-09-26 15:40:00,8.0,10.0,11.0,11.0,6.0,10.0,16.0,20.0,22.0,22.0,12.0,22.0,2.0,2.0,2.0,2.0,2.0,2.2,15.0,11.0,21.0,14.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,54.0,64.0,62.0,65.0,57.0,64.0,54.0,64.0,68.0,65.0,57.0,1.0,1.0,1.0,1.09677419355,1.0,1.0,80.0,74.0,86.0,90.0,77.0,79.0,1.11111111111,1.15625,1.14666666667,1.23287671233,1.08450704225,1.17910447761,72.0,64.0,75.0,73.0,71.0,67.0,52.0,486.0,114.0,372.0,0.0,56.0,366.0,422.0,98.0,1.15165876777,2.03571428571,1.01639344262,26D,18H,0,0,1,0,20M,0W,1
2016-09-26 16:00:00,10.0,11.0,11.0,6.0,10.0,10.0,20.0,22.0,22.0,12.0,22.0,20.0,2.0,2.0,2.0,2.0,2.2,2.0,11.0,21.0,14.0,18.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,64.0,62.0,65.0,57.0,53.0,54.0,64.0,68.0,65.0,57.0,56.0,1.0,1.0,1.09677419355,1.0,1.0,1.05660377358,74.0,86.0,90.0,77.0,79.0,76.0,1.15625,1.14666666667,1.23287671233,1.08450704225,1.17910447761,1.20634920635,64.0,75.0,73.0,71.0,67.0,63.0,48.0,482.0,118.0,364.0,0.0,58.0,355.0,413.0,102.0,1.16707021792,2.03448275862,1.02535211268,26D,18H,0,0,1,0,40M,0W,1
2016-09-26 16:20:00,11.0,11.0,6.0,10.0,10.0,8.0,22.0,22.0,12.0,22.0,20.0,16.0,2.0,2.0,2.0,2.2,2.0,2.0,21.0,14.0,18.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,62.0,65.0,57.0,53.0,55.0,64.0,68.0,65.0,57.0,56.0,55.0,1.0,1.09677419355,1.0,1.0,1.05660377358,1.0,86.0,90.0,77.0,79.0,76.0,71.0,1.14666666667,1.23287671233,1.08450704225,1.17910447761,1.20634920635,1.12698412698,75.0,73.0,71.0,67.0,63.0,63.0,35.0,479.0,114.0,365.0,0.0,56.0,356.0,412.0,110.0,1.16262135922,2.03571428571,1.02528089888,26D,19H,0,0,0,0,0M,0W,1
2016-09-26 16:40:00,11.0,6.0,10.0,10.0,8.0,8.0,22.0,12.0,22.0,20.0,16.0,16.0,2.0,2.0,2.2,2.0,2.0,2.0,14.0,18.0,19.0,19.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,65.0,57.0,53.0,55.0,44.0,68.0,65.0,57.0,56.0,55.0,47.0,1.09677419355,1.0,1.0,1.05660377358,1.0,1.06818181818,90.0,77.0,79.0,76.0,71.0,63.0,1.23287671233,1.08450704225,1.17910447761,1.20634920635,1.12698412698,1.21153846154,73.0,71.0,67.0,63.0,63.0,52.0,37.0,456.0,108.0,348.0,0.0,53.0,336.0,389.0,103.0,1.17223650386,2.03773584906,1.03571428571,26D,19H,0,0,0,0,20M,0W,1
2016-09-26 17:00:00,6.0,10.0,10.0,8.0,8.0,3.0,12.0,22.0,20.0,16.0,16.0,6.0,2.0,2.2,2.0,2.0,2.0,2.0,18.0,19.0,19.0,19.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,57.0,53.0,55.0,44.0,45.0,65.0,57.0,56.0,55.0,47.0,45.0,1.0,1.0,1.05660377358,1.0,1.06818181818,1.0,77.0,79.0,76.0,71.0,63.0,51.0,1.08450704225,1.17910447761,1.20634920635,1.12698412698,1.21153846154,1.0625,71.0,67.0,63.0,63.0,52.0,48.0,32.0,417.0,92.0,325.0,0.0,45.0,319.0,364.0,103.0,1.1456043956,2.04444444444,1.01880877743,26D,19H,0,0,0,0,40M,0W,1
2016-09-26 17:20:00,10.0,10.0,8.0,8.0,3.0,7.0,22.0,20.0,16.0,16.0,6.0,14.0,2.2,2.0,2.0,2.0,2.0,2.0,19.0,19.0,19.0,14.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,53.0,55.0,44.0,45.0,28.0,57.0,56.0,55.0,47.0,45.0,28.0,1.0,1.05660377358,1.0,1.06818181818,1.0,1.0,79.0,76.0,71.0,63.0,51.0,42.0,1.17910447761,1.20634920635,1.12698412698,1.21153846154,1.0625,1.2,67.0,63.0,63.0,52.0,48.0,35.0,35.0,382.0,94.0,288.0,0.0,46.0,282.0,328.0,91.0,1.16463414634,2.04347826087,1.02127659574,26D,20H,0,0,0,0,0M,0W,1
2016-09-26 17:40:00,10.0,8.0,8.0,3.0,7.0,6.0,20.0,16.0,16.0,6.0,14.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,19.0,19.0,14.0,14.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,55.0,44.0,45.0,28.0,31.0,56.0,55.0,47.0,45.0,28.0,31.0,1.05660377358,1.0,1.06818181818,1.0,1.0,1.0,76.0,71.0,63.0,51.0,42.0,43.0,1.20634920635,1.12698412698,1.21153846154,1.0625,1.2,1.16216216216,63.0,63.0,52.0,48.0,35.0,37.0,35.0,346.0,84.0,262.0,0.0,42.0,256.0,298.0,83.0,1.1610738255,2.0,1.0234375,26D,20H,0,0,0,0,20M,0W,1
2016-09-26 18:00:00,8.0,8.0,3.0,7.0,6.0,10.0,16.0,16.0,6.0,14.0,12.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,19.0,14.0,14.0,6.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,44.0,45.0,28.0,31.0,22.0,55.0,47.0,45.0,28.0,31.0,22.0,1.0,1.06818181818,1.0,1.0,1.0,1.0,71.0,63.0,51.0,42.0,43.0,42.0,1.12698412698,1.21153846154,1.0625,1.2,1.16216216216,1.3125,63.0,52.0,48.0,35.0,37.0,32.0,44.0,312.0,84.0,228.0,0.0,42.0,225.0,267.0,69.0,1.16853932584,2.0,1.01333333333,26D,20H,0,0,0,0,40M,0W,1
2016-09-26 18:20:00,8.0,3.0,7.0,6.0,10.0,10.0,16.0,6.0,14.0,12.0,20.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,14.0,6.0,11.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,45.0,28.0,31.0,22.0,25.0,47.0,45.0,28.0,31.0,22.0,25.0,1.06818181818,1.0,1.0,1.0,1.0,1.0,63.0,51.0,42.0,43.0,42.0,45.0,1.21153846154,1.0625,1.2,1.16216216216,1.3125,1.28571428571,52.0,48.0,35.0,37.0,32.0,35.0,28.0,286.0,88.0,198.0,0.0,44.0,195.0,239.0,57.0,1.19665271967,2.0,1.01538461538,26D,21H,0,0,0,0,0M,0W,1
2016-09-26 18:40:00,3.0,7.0,6.0,10.0,10.0,6.0,6.0,14.0,12.0,20.0,20.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,6.0,11.0,5.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,28.0,31.0,22.0,25.0,29.0,45.0,28.0,31.0,22.0,25.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,51.0,42.0,43.0,42.0,45.0,41.0,1.0625,1.2,1.16216216216,1.3125,1.28571428571,1.17142857143,48.0,35.0,37.0,32.0,35.0,35.0,26.0,264.0,84.0,180.0,0.0,42.0,180.0,222.0,52.0,1.18918918919,2.0,1.0,26D,21H,0,0,0,0,20M,0W,1
2016-09-26 19:00:00,7.0,6.0,10.0,10.0,6.0,8.0,14.0,12.0,20.0,20.0,12.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,11.0,5.0,7.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,31.0,22.0,25.0,29.0,36.0,28.0,31.0,22.0,25.0,29.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,42.0,43.0,42.0,45.0,41.0,52.0,1.2,1.16216216216,1.3125,1.28571428571,1.17142857143,1.18181818182,35.0,37.0,32.0,35.0,35.0,44.0,23.0,265.0,94.0,171.0,0.0,47.0,171.0,218.0,55.0,1.21559633028,2.0,1.0,26D,21H,0,0,0,0,40M,0W,1
2016-09-26 19:20:00,6.0,10.0,10.0,6.0,8.0,8.0,12.0,20.0,20.0,12.0,16.0,16.0,2.0,2.0,2.0,2.0,2.0,2.0,11.0,5.0,7.0,9.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,22.0,25.0,29.0,36.0,20.0,31.0,22.0,25.0,29.0,36.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,43.0,42.0,45.0,41.0,52.0,36.0,1.16216216216,1.3125,1.28571428571,1.17142857143,1.18181818182,1.28571428571,37.0,32.0,35.0,35.0,44.0,28.0,27.0,259.0,96.0,163.0,0.0,48.0,163.0,211.0,56.0,1.22748815166,2.0,1.0,26D,22H,0,0,0,0,0M,0W,1
2016-09-26 19:40:00,10.0,10.0,6.0,8.0,8.0,2.0,20.0,20.0,12.0,16.0,16.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,9.0,17.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,29.0,36.0,20.0,24.0,22.0,25.0,29.0,36.0,20.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,42.0,45.0,41.0,52.0,36.0,28.0,1.3125,1.28571428571,1.17142857143,1.18181818182,1.28571428571,1.07692307692,32.0,35.0,35.0,44.0,28.0,26.0,18.0,244.0,88.0,156.0,0.0,44.0,156.0,200.0,55.0,1.22,2.0,1.0,26D,22H,0,0,0,0,20M,0W,1
2016-09-26 20:00:00,10.0,6.0,8.0,8.0,2.0,7.0,20.0,12.0,16.0,16.0,4.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,9.0,17.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,29.0,36.0,20.0,24.0,16.0,25.0,29.0,36.0,20.0,24.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,45.0,41.0,52.0,36.0,28.0,30.0,1.28571428571,1.17142857143,1.18181818182,1.28571428571,1.07692307692,1.30434782609,35.0,35.0,44.0,28.0,26.0,23.0,17.0,232.0,82.0,150.0,0.0,41.0,150.0,191.0,52.0,1.21465968586,2.0,1.0,26D,22H,0,0,0,0,40M,0W,1
2016-09-26 20:20:00,6.0,8.0,8.0,2.0,7.0,4.0,12.0,16.0,16.0,4.0,14.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,17.0,7.0,10.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,36.0,20.0,24.0,16.0,23.0,29.0,36.0,20.0,24.0,16.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0,52.0,36.0,28.0,30.0,31.0,1.17142857143,1.18181818182,1.28571428571,1.07692307692,1.30434782609,1.14814814815,35.0,44.0,28.0,26.0,23.0,27.0,11.0,218.0,70.0,148.0,0.0,35.0,148.0,183.0,54.0,1.1912568306,2.0,1.0,26D,23H,0,0,0,0,0M,0W,1
2016-09-26 20:40:00,8.0,8.0,2.0,7.0,4.0,10.0,16.0,16.0,4.0,14.0,8.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,17.0,7.0,10.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,20.0,24.0,16.0,23.0,8.0,36.0,20.0,24.0,16.0,23.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,52.0,36.0,28.0,30.0,31.0,28.0,1.18181818182,1.28571428571,1.07692307692,1.30434782609,1.14814814815,1.55555555556,44.0,28.0,26.0,23.0,27.0,18.0,1.0,205.0,78.0,127.0,0.0,39.0,127.0,166.0,51.0,1.23493975904,2.0,1.0,26D,23H,0,0,0,0,20M,0W,1
2016-09-26 21:00:00,8.0,2.0,7.0,4.0,10.0,1.0,16.0,4.0,14.0,8.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,10.0,2.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,16.0,23.0,8.0,16.0,20.0,24.0,16.0,23.0,8.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,28.0,30.0,31.0,28.0,18.0,1.28571428571,1.07692307692,1.30434782609,1.14814814815,1.55555555556,1.05882352941,28.0,26.0,23.0,27.0,18.0,17.0,12.0,171.0,64.0,107.0,0.0,32.0,107.0,139.0,38.0,1.23021582734,2.0,1.0,26D,23H,0,0,0,0,40M,0W,1
2016-09-26 21:20:00,2.0,7.0,4.0,10.0,1.0,3.0,4.0,14.0,8.0,20.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,9.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,23.0,8.0,16.0,8.0,24.0,16.0,23.0,8.0,16.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,30.0,31.0,28.0,18.0,14.0,1.07692307692,1.30434782609,1.14814814815,1.55555555556,1.05882352941,1.27272727273,26.0,23.0,27.0,18.0,17.0,11.0,1.0,149.0,54.0,95.0,0.0,27.0,95.0,122.0,35.0,1.22131147541,2.0,1.0,27D,0H,0,0,0,0,0M,1W,1
2016-09-26 21:40:00,7.0,4.0,10.0,1.0,3.0,0.0,14.0,8.0,20.0,2.0,6.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,9.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,8.0,16.0,8.0,1.0,16.0,23.0,8.0,16.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,31.0,28.0,18.0,14.0,1.0,1.30434782609,1.14814814815,1.55555555556,1.05882352941,1.27272727273,1.0,23.0,27.0,18.0,17.0,11.0,1.0,1.0,122.0,50.0,72.0,0.0,25.0,72.0,97.0,25.0,1.25773195876,2.0,1.0,27D,0H,0,0,0,0,20M,1W,1
2016-09-26 22:00:00,4.0,10.0,1.0,3.0,0.0,7.0,8.0,20.0,2.0,6.0,0.0,14.0,2.0,2.0,2.0,2.0,0.0,2.0,9.0,6.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,16.0,8.0,1.0,5.0,23.0,8.0,16.0,8.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,28.0,18.0,14.0,1.0,19.0,1.14814814815,1.55555555556,1.05882352941,1.27272727273,1.0,1.58333333333,27.0,18.0,17.0,11.0,1.0,12.0,1.0,111.0,50.0,61.0,0.0,25.0,61.0,86.0,25.0,1.29069767442,2.0,1.0,27D,0H,0,0,0,0,40M,1W,1
2016-09-26 22:20:00,10.0,1.0,3.0,0.0,7.0,1.0,20.0,2.0,6.0,0.0,14.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,6.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,8.0,1.0,5.0,0.0,8.0,16.0,8.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,28.0,18.0,14.0,1.0,19.0,2.0,1.55555555556,1.05882352941,1.27272727273,1.0,1.58333333333,2.0,18.0,17.0,11.0,1.0,12.0,1.0,1.0,82.0,44.0,38.0,0.0,22.0,38.0,60.0,16.0,1.36666666667,2.0,1.0,27D,1H,0,0,0,0,0M,1W,1
2016-09-26 22:40:00,1.0,3.0,0.0,7.0,1.0,0.0,2.0,6.0,0.0,14.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,1.0,5.0,0.0,1.0,16.0,8.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,14.0,1.0,19.0,2.0,1.0,1.05882352941,1.27272727273,1.0,1.58333333333,2.0,1.0,17.0,11.0,1.0,12.0,1.0,1.0,1.0,55.0,24.0,31.0,0.0,12.0,31.0,43.0,11.0,1.27906976744,2.0,1.0,27D,1H,0,0,0,0,20M,1W,1
2016-09-26 23:00:00,3.0,0.0,7.0,1.0,0.0,0.0,6.0,0.0,14.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,5.0,0.0,1.0,1.0,8.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14.0,1.0,19.0,2.0,1.0,1.0,1.27272727273,1.0,1.58333333333,2.0,1.0,1.0,11.0,1.0,12.0,1.0,1.0,1.0,3.0,38.0,22.0,16.0,0.0,11.0,16.0,27.0,8.0,1.40740740741,2.0,1.0,27D,1H,0,0,0,0,40M,1W,1
2016-09-26 23:20:00,0.0,7.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,2.0,1.0,1.0,1.0,1.0,1.58333333333,2.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,0.0,25.0,16.0,9.0,0.0,8.0,9.0,17.0,5.0,1.47058823529,2.0,1.0,27D,2H,0,0,0,0,0M,1W,1
2016-09-26 23:40:00,7.0,1.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,19.0,2.0,1.0,1.0,1.0,1.0,1.58333333333,2.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,25.0,16.0,9.0,0.0,8.0,9.0,17.0,6.0,1.47058823529,2.0,1.0,27D,2H,0,0,0,0,20M,1W,1
2016-09-27 00:00:00,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,9.0,2.0,7.0,0.0,1.0,7.0,8.0,7.0,1.125,2.0,1.0,27D,2H,0,0,0,0,40M,1W,1
2016-09-27 00:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,7.0,7.0,1.0,0.0,1.0,27D,3H,0,0,0,0,0M,1W,1
2016-09-27 00:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,1.0,0.0,1.0,27D,3H,0,0,0,0,20M,1W,1
2016-09-27 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,1.0,0.0,1.0,27D,3H,0,0,0,0,40M,1W,1
2016-09-27 01:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,1.0,0.0,1.0,27D,4H,0,0,0,0,0M,1W,1
2016-09-27 01:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,27D,4H,0,0,0,0,20M,1W,1
2016-09-27 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27D,4H,0,0,0,0,40M,1W,1
2016-09-27 02:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27D,5H,0,0,0,0,0M,1W,1
