time,y,day,hour,is_eight,is_nine,is_eighteen,is_seventeen,minute,week,weekend
2016-09-23 22:40:00,12.0,23D,22H,0,0,0,0,40M,4W,1
2016-09-23 23:00:00,4.0,23D,23H,0,0,0,0,0M,4W,1
2016-09-23 23:20:00,1.0,23D,23H,0,0,0,0,20M,4W,1
2016-09-23 23:40:00,6.0,23D,23H,0,0,0,0,40M,4W,1
2016-09-24 00:00:00,9.0,24D,0H,0,0,0,0,0M,5W,1
2016-09-24 00:20:00,12.0,24D,0H,0,0,0,0,20M,5W,1
2016-09-24 00:40:00,6.0,24D,0H,0,0,0,0,40M,5W,1
2016-09-24 01:00:00,14.0,24D,1H,0,0,0,0,0M,5W,1
2016-09-24 01:20:00,6.0,24D,1H,0,0,0,0,20M,5W,1
2016-09-24 01:40:00,10.0,24D,1H,0,0,0,0,40M,5W,1
2016-09-24 02:00:00,10.0,24D,2H,0,0,0,0,0M,5W,1
2016-09-24 02:20:00,4.0,24D,2H,0,0,0,0,20M,5W,1
2016-09-24 02:40:00,8.0,24D,2H,0,0,0,0,40M,5W,1
2016-09-24 03:00:00,11.0,24D,3H,0,0,0,0,0M,5W,1
2016-09-24 03:20:00,10.0,24D,3H,0,0,0,0,20M,5W,1
2016-09-24 03:40:00,14.0,24D,3H,0,0,0,0,40M,5W,1
2016-09-24 04:00:00,6.0,24D,4H,0,0,0,0,0M,5W,1
2016-09-24 04:20:00,11.0,24D,4H,0,0,0,0,20M,5W,1
2016-09-24 04:40:00,20.0,24D,4H,0,0,0,0,40M,5W,1
2016-09-24 05:00:00,4.0,24D,5H,0,0,0,0,0M,5W,1
2016-09-24 05:20:00,5.0,24D,5H,0,0,0,0,20M,5W,1
2016-09-24 05:40:00,9.0,24D,5H,0,0,0,0,40M,5W,1
2016-09-24 06:00:00,8.0,24D,6H,0,0,0,0,0M,5W,1
2016-09-24 06:20:00,19.0,24D,6H,0,0,0,0,20M,5W,1
2016-09-24 06:40:00,24.0,24D,6H,0,0,0,0,40M,5W,1
2016-09-24 07:00:00,28.0,24D,7H,0,0,0,0,0M,5W,1
2016-09-24 07:20:00,33.0,24D,7H,0,0,0,0,20M,5W,1
2016-09-24 07:40:00,35.0,24D,7H,0,0,0,0,40M,5W,1
2016-09-24 08:00:00,43.0,24D,8H,1,0,0,0,0M,5W,1
2016-09-24 08:20:00,64.0,24D,8H,1,0,0,0,20M,5W,1
2016-09-24 08:40:00,71.0,24D,8H,1,0,0,0,40M,5W,1
2016-09-24 09:00:00,52.0,24D,9H,0,1,0,0,0M,5W,1
2016-09-24 09:20:00,68.0,24D,9H,0,1,0,0,20M,5W,1
2016-09-24 09:40:00,66.0,24D,9H,0,1,0,0,40M,5W,1
2016-09-24 10:00:00,56.0,24D,10H,0,0,0,0,0M,5W,1
2016-09-24 10:20:00,70.0,24D,10H,0,0,0,0,20M,5W,1
2016-09-24 10:40:00,54.0,24D,10H,0,0,0,0,40M,5W,1
2016-09-24 11:00:00,54.0,24D,11H,0,0,0,0,0M,5W,1
2016-09-24 11:20:00,58.0,24D,11H,0,0,0,0,20M,5W,1
2016-09-24 11:40:00,47.0,24D,11H,0,0,0,0,40M,5W,1
2016-09-24 12:00:00,49.0,24D,12H,0,0,0,0,0M,5W,1
2016-09-24 12:20:00,31.0,24D,12H,0,0,0,0,20M,5W,1
2016-09-24 12:40:00,55.0,24D,12H,0,0,0,0,40M,5W,1
2016-09-24 13:00:00,41.0,24D,13H,0,0,0,0,0M,5W,1
2016-09-24 13:20:00,42.0,24D,13H,0,0,0,0,20M,5W,1
2016-09-24 13:40:00,64.0,24D,13H,0,0,0,0,40M,5W,1
2016-09-24 14:00:00,56.0,24D,14H,0,0,0,0,0M,5W,1
2016-09-24 14:20:00,55.0,24D,14H,0,0,0,0,20M,5W,1
2016-09-24 14:40:00,78.0,24D,14H,0,0,0,0,40M,5W,1
2016-09-24 15:00:00,55.0,24D,15H,0,0,0,0,0M,5W,1
2016-09-24 15:20:00,63.0,24D,15H,0,0,0,0,20M,5W,1
2016-09-24 15:40:00,66.0,24D,15H,0,0,0,0,40M,5W,1
2016-09-24 16:00:00,81.0,24D,16H,0,0,0,0,0M,5W,1
2016-09-24 16:20:00,59.0,24D,16H,0,0,0,0,20M,5W,1
2016-09-24 16:40:00,48.0,24D,16H,0,0,0,0,40M,5W,1
2016-09-24 17:00:00,73.0,24D,17H,0,0,0,1,0M,5W,1
2016-09-24 17:20:00,55.0,24D,17H,0,0,0,1,20M,5W,1
2016-09-24 17:40:00,32.0,24D,17H,0,0,0,1,40M,5W,1
2016-09-24 18:00:00,42.0,24D,18H,0,0,1,0,0M,5W,1
2016-09-24 18:20:00,35.0,24D,18H,0,0,1,0,20M,5W,1
2016-09-24 18:40:00,54.0,24D,18H,0,0,1,0,40M,5W,1
2016-09-24 19:00:00,32.0,24D,19H,0,0,0,0,0M,5W,1
2016-09-24 19:20:00,47.0,24D,19H,0,0,0,0,20M,5W,1
2016-09-24 19:40:00,21.0,24D,19H,0,0,0,0,40M,5W,1
2016-09-24 20:00:00,23.0,24D,20H,0,0,0,0,0M,5W,1
2016-09-24 20:20:00,28.0,24D,20H,0,0,0,0,20M,5W,1
2016-09-24 20:40:00,30.0,24D,20H,0,0,0,0,40M,5W,1
2016-09-24 21:00:00,23.0,24D,21H,0,0,0,0,0M,5W,1
2016-09-24 21:20:00,23.0,24D,21H,0,0,0,0,20M,5W,1
2016-09-24 21:40:00,16.0,24D,21H,0,0,0,0,40M,5W,1
2016-09-24 22:00:00,16.0,24D,22H,0,0,0,0,0M,5W,1
2016-09-24 22:20:00,13.0,24D,22H,0,0,0,0,20M,5W,1
2016-09-24 22:40:00,15.0,24D,22H,0,0,0,0,40M,5W,1
2016-09-24 23:00:00,6.0,24D,23H,0,0,0,0,0M,5W,1
2016-09-24 23:20:00,10.0,24D,23H,0,0,0,0,20M,5W,1
2016-09-24 23:40:00,4.0,24D,23H,0,0,0,0,40M,5W,1
2016-09-25 00:00:00,14.0,25D,0H,0,0,0,0,0M,6W,1
2016-09-25 00:20:00,8.0,25D,0H,0,0,0,0,20M,6W,1
2016-09-25 00:40:00,7.0,25D,0H,0,0,0,0,40M,6W,1
2016-09-25 01:00:00,8.0,25D,1H,0,0,0,0,0M,6W,1
2016-09-25 01:20:00,6.0,25D,1H,0,0,0,0,20M,6W,1
2016-09-25 01:40:00,2.0,25D,1H,0,0,0,0,40M,6W,1
2016-09-25 02:00:00,5.0,25D,2H,0,0,0,0,0M,6W,1
2016-09-25 02:20:00,10.0,25D,2H,0,0,0,0,20M,6W,1
2016-09-25 02:40:00,8.0,25D,2H,0,0,0,0,40M,6W,1
2016-09-25 03:00:00,5.0,25D,3H,0,0,0,0,0M,6W,1
2016-09-25 03:20:00,6.0,25D,3H,0,0,0,0,20M,6W,1
2016-09-25 03:40:00,11.0,25D,3H,0,0,0,0,40M,6W,1
2016-09-25 04:00:00,7.0,25D,4H,0,0,0,0,0M,6W,1
2016-09-25 04:20:00,7.0,25D,4H,0,0,0,0,20M,6W,1
2016-09-25 04:40:00,13.0,25D,4H,0,0,0,0,40M,6W,1
2016-09-25 05:00:00,9.0,25D,5H,0,0,0,0,0M,6W,1
2016-09-25 05:20:00,6.0,25D,5H,0,0,0,0,20M,6W,1
2016-09-25 05:40:00,8.0,25D,5H,0,0,0,0,40M,6W,1
2016-09-25 06:00:00,10.0,25D,6H,0,0,0,0,0M,6W,1
2016-09-25 06:20:00,12.0,25D,6H,0,0,0,0,20M,6W,1
2016-09-25 06:40:00,26.0,25D,6H,0,0,0,0,40M,6W,1
2016-09-25 07:00:00,20.0,25D,7H,0,0,0,0,0M,6W,1
2016-09-25 07:20:00,22.0,25D,7H,0,0,0,0,20M,6W,1
2016-09-25 07:40:00,33.0,25D,7H,0,0,0,0,40M,6W,1
2016-09-25 08:00:00,35.0,25D,8H,1,0,0,0,0M,6W,1
2016-09-25 08:20:00,40.0,25D,8H,1,0,0,0,20M,6W,1
2016-09-25 08:40:00,50.0,25D,8H,1,0,0,0,40M,6W,1
2016-09-25 09:00:00,41.0,25D,9H,0,1,0,0,0M,6W,1
2016-09-25 09:20:00,42.0,25D,9H,0,1,0,0,20M,6W,1
2016-09-25 09:40:00,49.0,25D,9H,0,1,0,0,40M,6W,1
2016-09-25 10:00:00,50.0,25D,10H,0,0,0,0,0M,6W,1
2016-09-25 10:20:00,47.0,25D,10H,0,0,0,0,20M,6W,1
2016-09-25 10:40:00,55.0,25D,10H,0,0,0,0,40M,6W,1
2016-09-25 11:00:00,55.0,25D,11H,0,0,0,0,0M,6W,1
2016-09-25 11:20:00,54.0,25D,11H,0,0,0,0,20M,6W,1
2016-09-25 11:40:00,29.0,25D,11H,0,0,0,0,40M,6W,1
2016-09-25 12:00:00,47.0,25D,12H,0,0,0,0,0M,6W,1
2016-09-25 12:20:00,58.0,25D,12H,0,0,0,0,20M,6W,1
2016-09-25 12:40:00,46.0,25D,12H,0,0,0,0,40M,6W,1
2016-09-25 13:00:00,57.0,25D,13H,0,0,0,0,0M,6W,1
2016-09-25 13:20:00,56.0,25D,13H,0,0,0,0,20M,6W,1
2016-09-25 13:40:00,60.0,25D,13H,0,0,0,0,40M,6W,1
2016-09-25 14:00:00,72.0,25D,14H,0,0,0,0,0M,6W,1
2016-09-25 14:20:00,59.0,25D,14H,0,0,0,0,20M,6W,1
2016-09-25 14:40:00,85.0,25D,14H,0,0,0,0,40M,6W,1
2016-09-25 15:00:00,65.0,25D,15H,0,0,0,0,0M,6W,1
2016-09-25 15:20:00,61.0,25D,15H,0,0,0,0,20M,6W,1
2016-09-25 15:40:00,52.0,25D,15H,0,0,0,0,40M,6W,1
2016-09-25 16:00:00,70.0,25D,16H,0,0,0,0,0M,6W,1
2016-09-25 16:20:00,63.0,25D,16H,0,0,0,0,20M,6W,1
2016-09-25 16:40:00,73.0,25D,16H,0,0,0,0,40M,6W,1
2016-09-25 17:00:00,63.0,25D,17H,0,0,0,1,0M,6W,1
2016-09-25 17:20:00,49.0,25D,17H,0,0,0,1,20M,6W,1
2016-09-25 17:40:00,42.0,25D,17H,0,0,0,1,40M,6W,1
2016-09-25 18:00:00,56.0,25D,18H,0,0,1,0,0M,6W,1
2016-09-25 18:20:00,38.0,25D,18H,0,0,1,0,20M,6W,1
2016-09-25 18:40:00,31.0,25D,18H,0,0,1,0,40M,6W,1
2016-09-25 19:00:00,37.0,25D,19H,0,0,0,0,0M,6W,1
2016-09-25 19:20:00,42.0,25D,19H,0,0,0,0,20M,6W,1
2016-09-25 19:40:00,28.0,25D,19H,0,0,0,0,40M,6W,1
2016-09-25 20:00:00,35.0,25D,20H,0,0,0,0,0M,6W,1
2016-09-25 20:20:00,28.0,25D,20H,0,0,0,0,20M,6W,1
2016-09-25 20:40:00,22.0,25D,20H,0,0,0,0,40M,6W,1
2016-09-25 21:00:00,23.0,25D,21H,0,0,0,0,0M,6W,1
2016-09-25 21:20:00,19.0,25D,21H,0,0,0,0,20M,6W,1
2016-09-25 21:40:00,18.0,25D,21H,0,0,0,0,40M,6W,1
2016-09-25 22:00:00,16.0,25D,22H,0,0,0,0,0M,6W,1
2016-09-25 22:20:00,17.0,25D,22H,0,0,0,0,20M,6W,1
2016-09-25 22:40:00,13.0,25D,22H,0,0,0,0,40M,6W,1
2016-09-25 23:00:00,10.0,25D,23H,0,0,0,0,0M,6W,1
2016-09-25 23:20:00,13.0,25D,23H,0,0,0,0,20M,6W,1
2016-09-25 23:40:00,9.0,25D,23H,0,0,0,0,40M,6W,1
2016-09-26 00:00:00,9.0,26D,0H,0,0,0,0,0M,0W,1
2016-09-26 00:20:00,6.0,26D,0H,0,0,0,0,20M,0W,1
2016-09-26 00:40:00,11.0,26D,0H,0,0,0,0,40M,0W,1
2016-09-26 01:00:00,2.0,26D,1H,0,0,0,0,0M,0W,1
2016-09-26 01:20:00,2.0,26D,1H,0,0,0,0,20M,0W,1
2016-09-26 01:40:00,7.0,26D,1H,0,0,0,0,40M,0W,1
2016-09-26 02:00:00,8.0,26D,2H,0,0,0,0,0M,0W,1
2016-09-26 02:20:00,9.0,26D,2H,0,0,0,0,20M,0W,1
2016-09-26 02:40:00,5.0,26D,2H,0,0,0,0,40M,0W,1
2016-09-26 03:00:00,9.0,26D,3H,0,0,0,0,0M,0W,1
2016-09-26 03:20:00,6.0,26D,3H,0,0,0,0,20M,0W,1
2016-09-26 03:40:00,8.0,26D,3H,0,0,0,0,40M,0W,1
2016-09-26 04:00:00,7.0,26D,4H,0,0,0,0,0M,0W,1
2016-09-26 04:20:00,13.0,26D,4H,0,0,0,0,20M,0W,1
2016-09-26 04:40:00,13.0,26D,4H,0,0,0,0,40M,0W,1
2016-09-26 05:00:00,6.0,26D,5H,0,0,0,0,0M,0W,1
2016-09-26 05:20:00,4.0,26D,5H,0,0,0,0,20M,0W,1
2016-09-26 05:40:00,10.0,26D,5H,0,0,0,0,40M,0W,1
2016-09-26 06:00:00,13.0,26D,6H,0,0,0,0,0M,0W,1
2016-09-26 06:20:00,23.0,26D,6H,0,0,0,0,20M,0W,1
2016-09-26 06:40:00,39.0,26D,6H,0,0,0,0,40M,0W,1
2016-09-26 07:00:00,44.0,26D,7H,0,0,0,0,0M,0W,1
2016-09-26 07:20:00,39.0,26D,7H,0,0,0,0,20M,0W,1
2016-09-26 07:40:00,46.0,26D,7H,0,0,0,0,40M,0W,1
2016-09-26 08:00:00,49.0,26D,8H,1,0,0,0,0M,0W,1
2016-09-26 08:20:00,52.0,26D,8H,1,0,0,0,20M,0W,1
2016-09-26 08:40:00,45.0,26D,8H,1,0,0,0,40M,0W,1
2016-09-26 09:00:00,48.0,26D,9H,0,1,0,0,0M,0W,1
2016-09-26 09:20:00,52.0,26D,9H,0,1,0,0,20M,0W,1
2016-09-26 09:40:00,51.0,26D,9H,0,1,0,0,40M,0W,1
2016-09-26 10:00:00,47.0,26D,10H,0,0,0,0,0M,0W,1
2016-09-26 10:20:00,52.0,26D,10H,0,0,0,0,20M,0W,1
2016-09-26 10:40:00,36.0,26D,10H,0,0,0,0,40M,0W,1
2016-09-26 11:00:00,36.0,26D,11H,0,0,0,0,0M,0W,1
2016-09-26 11:20:00,35.0,26D,11H,0,0,0,0,20M,0W,1
2016-09-26 11:40:00,52.0,26D,11H,0,0,0,0,40M,0W,1
2016-09-26 12:00:00,48.0,26D,12H,0,0,0,0,0M,0W,1
2016-09-26 12:20:00,37.0,26D,12H,0,0,0,0,20M,0W,1
2016-09-26 12:40:00,48.0,26D,12H,0,0,0,0,40M,0W,1
2016-09-26 13:00:00,54.0,26D,13H,0,0,0,0,0M,0W,1
2016-09-26 13:20:00,49.0,26D,13H,0,0,0,0,20M,0W,1
2016-09-26 13:40:00,49.0,26D,13H,0,0,0,0,40M,0W,1
2016-09-26 14:00:00,44.0,26D,14H,0,0,0,0,0M,0W,1
2016-09-26 14:20:00,29.0,26D,14H,0,0,0,0,20M,0W,1
2016-09-26 14:40:00,63.0,26D,14H,0,0,0,0,40M,0W,1
2016-09-26 15:00:00,33.0,26D,15H,0,0,0,0,0M,0W,1
2016-09-26 15:20:00,51.0,26D,15H,0,0,0,0,20M,0W,1
2016-09-26 15:40:00,43.0,26D,15H,0,0,0,0,40M,0W,1
2016-09-26 16:00:00,44.0,26D,16H,0,0,0,0,0M,0W,1
2016-09-26 16:20:00,56.0,26D,16H,0,0,0,0,20M,0W,1
2016-09-26 16:40:00,46.0,26D,16H,0,0,0,0,40M,0W,1
2016-09-26 17:00:00,47.0,26D,17H,0,0,0,1,0M,0W,1
2016-09-26 17:20:00,42.0,26D,17H,0,0,0,1,20M,0W,1
2016-09-26 17:40:00,30.0,26D,17H,0,0,0,1,40M,0W,1
2016-09-26 18:00:00,33.0,26D,18H,0,0,1,0,0M,0W,1
2016-09-26 18:20:00,22.0,26D,18H,0,0,1,0,20M,0W,1
2016-09-26 18:40:00,29.0,26D,18H,0,0,1,0,40M,0W,1
2016-09-26 19:00:00,31.0,26D,19H,0,0,0,0,0M,0W,1
2016-09-26 19:20:00,15.0,26D,19H,0,0,0,0,20M,0W,1
2016-09-26 19:40:00,22.0,26D,19H,0,0,0,0,40M,0W,1
2016-09-26 20:00:00,19.0,26D,20H,0,0,0,0,0M,0W,1
2016-09-26 20:20:00,19.0,26D,20H,0,0,0,0,20M,0W,1
2016-09-26 20:40:00,24.0,26D,20H,0,0,0,0,40M,0W,1
2016-09-26 21:00:00,14.0,26D,21H,0,0,0,0,0M,0W,1
2016-09-26 21:20:00,19.0,26D,21H,0,0,0,0,20M,0W,1
2016-09-26 21:40:00,10.0,26D,21H,0,0,0,0,40M,0W,1
2016-09-26 22:00:00,10.0,26D,22H,0,0,0,0,0M,0W,1
2016-09-26 22:20:00,12.0,26D,22H,0,0,0,0,20M,0W,1
2016-09-26 22:40:00,5.0,26D,22H,0,0,0,0,40M,0W,1
2016-09-26 23:00:00,3.0,26D,23H,0,0,0,0,0M,0W,1
2016-09-26 23:20:00,6.0,26D,23H,0,0,0,0,20M,0W,1
2016-09-26 23:40:00,4.0,26D,23H,0,0,0,0,40M,0W,1
2016-09-27 00:00:00,12.0,27D,0H,0,0,0,0,0M,1W,1
2016-09-27 00:20:00,20.0,27D,0H,0,0,0,0,20M,1W,1
2016-09-27 00:40:00,8.0,27D,0H,0,0,0,0,40M,1W,1
2016-09-27 01:00:00,5.0,27D,1H,0,0,0,0,0M,1W,1
2016-09-27 01:20:00,8.0,27D,1H,0,0,0,0,20M,1W,1
2016-09-27 01:40:00,6.0,27D,1H,0,0,0,0,40M,1W,1
2016-09-27 02:00:00,7.0,27D,2H,0,0,0,0,0M,1W,1
2016-09-27 02:20:00,5.0,27D,2H,0,0,0,0,20M,1W,1
2016-09-27 02:40:00,8.0,27D,2H,0,0,0,0,40M,1W,1
2016-09-27 03:00:00,9.0,27D,3H,0,0,0,0,0M,1W,1
2016-09-27 03:20:00,7.0,27D,3H,0,0,0,0,20M,1W,1
2016-09-27 03:40:00,6.0,27D,3H,0,0,0,0,40M,1W,1
2016-09-27 04:00:00,16.0,27D,4H,0,0,0,0,0M,1W,1
2016-09-27 04:20:00,11.0,27D,4H,0,0,0,0,20M,1W,1
2016-09-27 04:40:00,16.0,27D,4H,0,0,0,0,40M,1W,1
2016-09-27 05:00:00,6.0,27D,5H,0,0,0,0,0M,1W,1
2016-09-27 05:20:00,4.0,27D,5H,0,0,0,0,20M,1W,1
2016-09-27 05:40:00,10.0,27D,5H,0,0,0,0,40M,1W,1
2016-09-27 06:00:00,12.0,27D,6H,0,0,0,0,0M,1W,1
2016-09-27 06:20:00,20.0,27D,6H,0,0,0,0,20M,1W,1
2016-09-27 06:40:00,35.0,27D,6H,0,0,0,0,40M,1W,1
2016-09-27 07:00:00,56.0,27D,7H,0,0,0,0,0M,1W,1
2016-09-27 07:20:00,50.0,27D,7H,0,0,0,0,20M,1W,1
2016-09-27 07:40:00,41.0,27D,7H,0,0,0,0,40M,1W,1
2016-09-27 08:00:00,60.0,27D,8H,1,0,0,0,0M,1W,1
2016-09-27 08:20:00,45.0,27D,8H,1,0,0,0,20M,1W,1
2016-09-27 08:40:00,64.0,27D,8H,1,0,0,0,40M,1W,1
2016-09-27 09:00:00,58.0,27D,9H,0,1,0,0,0M,1W,1
2016-09-27 09:20:00,65.0,27D,9H,0,1,0,0,20M,1W,1
2016-09-27 09:40:00,45.0,27D,9H,0,1,0,0,40M,1W,1
2016-09-27 10:00:00,50.0,27D,10H,0,0,0,0,0M,1W,1
2016-09-27 10:20:00,35.0,27D,10H,0,0,0,0,20M,1W,1
2016-09-27 10:40:00,58.0,27D,10H,0,0,0,0,40M,1W,1
2016-09-27 11:00:00,31.0,27D,11H,0,0,0,0,0M,1W,1
2016-09-27 11:20:00,47.0,27D,11H,0,0,0,0,20M,1W,1
2016-09-27 11:40:00,33.0,27D,11H,0,0,0,0,40M,1W,1
2016-09-27 12:00:00,34.0,27D,12H,0,0,0,0,0M,1W,1
2016-09-27 12:20:00,44.0,27D,12H,0,0,0,0,20M,1W,1
2016-09-27 12:40:00,37.0,27D,12H,0,0,0,0,40M,1W,1
2016-09-27 13:00:00,57.0,27D,13H,0,0,0,0,0M,1W,1
2016-09-27 13:20:00,54.0,27D,13H,0,0,0,0,20M,1W,1
2016-09-27 13:40:00,90.0,27D,13H,0,0,0,0,40M,1W,1
2016-09-27 14:00:00,54.0,27D,14H,0,0,0,0,0M,1W,1
2016-09-27 14:20:00,47.0,27D,14H,0,0,0,0,20M,1W,1
2016-09-27 14:40:00,38.0,27D,14H,0,0,0,0,40M,1W,1
2016-09-27 15:00:00,39.0,27D,15H,0,0,0,0,0M,1W,1
2016-09-27 15:20:00,47.0,27D,15H,0,0,0,0,20M,1W,1
2016-09-27 15:40:00,44.0,27D,15H,0,0,0,0,40M,1W,1
2016-09-27 16:00:00,58.0,27D,16H,0,0,0,0,0M,1W,1
2016-09-27 16:20:00,53.0,27D,16H,0,0,0,0,20M,1W,1
2016-09-27 16:40:00,48.0,27D,16H,0,0,0,0,40M,1W,1
2016-09-27 17:00:00,52.0,27D,17H,0,0,0,1,0M,1W,1
2016-09-27 17:20:00,77.0,27D,17H,0,0,0,1,20M,1W,1
2016-09-27 17:40:00,45.0,27D,17H,0,0,0,1,40M,1W,1
2016-09-27 18:00:00,30.0,27D,18H,0,0,1,0,0M,1W,1
2016-09-27 18:20:00,18.0,27D,18H,0,0,1,0,20M,1W,1
2016-09-27 18:40:00,12.0,27D,18H,0,0,1,0,40M,1W,1
2016-09-27 19:00:00,40.0,27D,19H,0,0,0,0,0M,1W,1
2016-09-27 19:20:00,37.0,27D,19H,0,0,0,0,20M,1W,1
2016-09-27 19:40:00,55.0,27D,19H,0,0,0,0,40M,1W,1
2016-09-27 20:00:00,47.0,27D,20H,0,0,0,0,0M,1W,1
2016-09-27 20:20:00,51.0,27D,20H,0,0,0,0,20M,1W,1
2016-09-27 20:40:00,44.0,27D,20H,0,0,0,0,40M,1W,1
2016-09-27 21:00:00,34.0,27D,21H,0,0,0,0,0M,1W,1
2016-09-27 21:20:00,39.0,27D,21H,0,0,0,0,20M,1W,1
2016-09-27 21:40:00,26.0,27D,21H,0,0,0,0,40M,1W,1
2016-09-27 22:00:00,26.0,27D,22H,0,0,0,0,0M,1W,1
2016-09-27 22:20:00,20.0,27D,22H,0,0,0,0,20M,1W,1
2016-09-27 22:40:00,16.0,27D,22H,0,0,0,0,40M,1W,1
2016-09-27 23:00:00,12.0,27D,23H,0,0,0,0,0M,1W,1
2016-09-27 23:20:00,4.0,27D,23H,0,0,0,0,20M,1W,1
2016-09-27 23:40:00,3.0,27D,23H,0,0,0,0,40M,1W,1
2016-09-28 00:00:00,7.0,28D,0H,0,0,0,0,0M,2W,1
2016-09-28 00:20:00,5.0,28D,0H,0,0,0,0,20M,2W,1
2016-09-28 00:40:00,16.0,28D,0H,0,0,0,0,40M,2W,1
2016-09-28 01:00:00,10.0,28D,1H,0,0,0,0,0M,2W,1
2016-09-28 01:20:00,9.0,28D,1H,0,0,0,0,20M,2W,1
2016-09-28 01:40:00,7.0,28D,1H,0,0,0,0,40M,2W,1
2016-09-28 02:00:00,5.0,28D,2H,0,0,0,0,0M,2W,1
2016-09-28 02:20:00,4.0,28D,2H,0,0,0,0,20M,2W,1
2016-09-28 02:40:00,9.0,28D,2H,0,0,0,0,40M,2W,1
2016-09-28 03:00:00,6.0,28D,3H,0,0,0,0,0M,2W,1
2016-09-28 03:20:00,12.0,28D,3H,0,0,0,0,20M,2W,1
2016-09-28 03:40:00,13.0,28D,3H,0,0,0,0,40M,2W,1
2016-09-28 04:00:00,9.0,28D,4H,0,0,0,0,0M,2W,1
2016-09-28 04:20:00,7.0,28D,4H,0,0,0,0,20M,2W,1
2016-09-28 04:40:00,14.0,28D,4H,0,0,0,0,40M,2W,1
2016-09-28 05:00:00,22.0,28D,5H,0,0,0,0,0M,2W,1
2016-09-28 05:20:00,22.0,28D,5H,0,0,0,0,20M,2W,1
2016-09-28 05:40:00,19.0,28D,5H,0,0,0,0,40M,2W,1
2016-09-28 06:00:00,30.0,28D,6H,0,0,0,0,0M,2W,1
2016-09-28 06:20:00,49.0,28D,6H,0,0,0,0,20M,2W,1
2016-09-28 06:40:00,50.0,28D,6H,0,0,0,0,40M,2W,1
2016-09-28 07:00:00,91.0,28D,7H,0,0,0,0,0M,2W,1
2016-09-28 07:20:00,74.0,28D,7H,0,0,0,0,20M,2W,1
2016-09-28 07:40:00,104.0,28D,7H,0,0,0,0,40M,2W,1
2016-09-28 08:00:00,128.0,28D,8H,1,0,0,0,0M,2W,1
2016-09-28 08:20:00,137.0,28D,8H,1,0,0,0,20M,2W,1
2016-09-28 08:40:00,104.0,28D,8H,1,0,0,0,40M,2W,1
2016-09-28 09:00:00,111.0,28D,9H,0,1,0,0,0M,2W,1
2016-09-28 09:20:00,121.0,28D,9H,0,1,0,0,20M,2W,1
2016-09-28 09:40:00,136.0,28D,9H,0,1,0,0,40M,2W,1
2016-09-28 10:00:00,109.0,28D,10H,0,0,0,0,0M,2W,1
2016-09-28 10:20:00,89.0,28D,10H,0,0,0,0,20M,2W,1
2016-09-28 10:40:00,110.0,28D,10H,0,0,0,0,40M,2W,1
2016-09-28 11:00:00,88.0,28D,11H,0,0,0,0,0M,2W,1
2016-09-28 11:20:00,91.0,28D,11H,0,0,0,0,20M,2W,1
2016-09-28 11:40:00,78.0,28D,11H,0,0,0,0,40M,2W,1
2016-09-28 12:00:00,87.0,28D,12H,0,0,0,0,0M,2W,1
2016-09-28 12:20:00,89.0,28D,12H,0,0,0,0,20M,2W,1
2016-09-28 12:40:00,102.0,28D,12H,0,0,0,0,40M,2W,1
2016-09-28 13:00:00,104.0,28D,13H,0,0,0,0,0M,2W,1
2016-09-28 13:20:00,101.0,28D,13H,0,0,0,0,20M,2W,1
2016-09-28 13:40:00,95.0,28D,13H,0,0,0,0,40M,2W,1
2016-09-28 14:00:00,103.0,28D,14H,0,0,0,0,0M,2W,1
2016-09-28 14:20:00,110.0,28D,14H,0,0,0,0,20M,2W,1
2016-09-28 14:40:00,89.0,28D,14H,0,0,0,0,40M,2W,1
2016-09-28 15:00:00,91.0,28D,15H,0,0,0,0,0M,2W,1
2016-09-28 15:20:00,97.0,28D,15H,0,0,0,0,20M,2W,1
2016-09-28 15:40:00,88.0,28D,15H,0,0,0,0,40M,2W,1
2016-09-28 16:00:00,105.0,28D,16H,0,0,0,0,0M,2W,1
2016-09-28 16:20:00,97.0,28D,16H,0,0,0,0,20M,2W,1
2016-09-28 16:40:00,45.0,28D,16H,0,0,0,0,40M,2W,1
2016-09-28 17:00:00,31.0,28D,17H,0,0,0,1,0M,2W,1
2016-09-28 17:20:00,37.0,28D,17H,0,0,0,1,20M,2W,1
2016-09-28 17:40:00,31.0,28D,17H,0,0,0,1,40M,2W,1
2016-09-28 18:00:00,26.0,28D,18H,0,0,1,0,0M,2W,1
2016-09-28 18:20:00,24.0,28D,18H,0,0,1,0,20M,2W,1
2016-09-28 18:40:00,18.0,28D,18H,0,0,1,0,40M,2W,1
2016-09-28 19:00:00,28.0,28D,19H,0,0,0,0,0M,2W,1
2016-09-28 19:20:00,26.0,28D,19H,0,0,0,0,20M,2W,1
2016-09-28 19:40:00,17.0,28D,19H,0,0,0,0,40M,2W,1
2016-09-28 20:00:00,20.0,28D,20H,0,0,0,0,0M,2W,1
2016-09-28 20:20:00,24.0,28D,20H,0,0,0,0,20M,2W,1
2016-09-28 20:40:00,17.0,28D,20H,0,0,0,0,40M,2W,1
2016-09-28 21:00:00,24.0,28D,21H,0,0,0,0,0M,2W,1
2016-09-28 21:20:00,11.0,28D,21H,0,0,0,0,20M,2W,1
