time,y,day_str,hour_str,is_eight,is_nine,is_eighteen,is_seventeen,minute_str,week_str,day,hour,minute,week,weekend
2016-09-23 02:20:00,7.0,23D,2H,0,0,0,0,20M,4W,23,2,20,4,0
2016-09-23 02:40:00,10.0,23D,2H,0,0,0,0,40M,4W,23,2,40,4,0
2016-09-23 03:00:00,12.0,23D,3H,0,0,0,0,0M,4W,23,3,0,4,0
2016-09-23 03:20:00,14.0,23D,3H,0,0,0,0,20M,4W,23,3,20,4,0
2016-09-23 03:40:00,15.0,23D,3H,0,0,0,0,40M,4W,23,3,40,4,0
2016-09-23 04:00:00,15.0,23D,4H,0,0,0,0,0M,4W,23,4,0,4,0
2016-09-23 04:20:00,23.0,23D,4H,0,0,0,0,20M,4W,23,4,20,4,0
2016-09-23 04:40:00,19.0,23D,4H,0,0,0,0,40M,4W,23,4,40,4,0
2016-09-23 05:00:00,34.0,23D,5H,0,0,0,0,0M,4W,23,5,0,4,0
2016-09-23 05:20:00,29.0,23D,5H,0,0,0,0,20M,4W,23,5,20,4,0
2016-09-23 05:40:00,38.0,23D,5H,0,0,0,0,40M,4W,23,5,40,4,0
2016-09-23 06:00:00,22.0,23D,6H,0,0,0,0,0M,4W,23,6,0,4,0
2016-09-23 06:20:00,63.0,23D,6H,0,0,0,0,20M,4W,23,6,20,4,0
2016-09-23 06:40:00,63.0,23D,6H,0,0,0,0,40M,4W,23,6,40,4,0
2016-09-23 07:00:00,86.0,23D,7H,0,0,0,0,0M,4W,23,7,0,4,0
2016-09-23 07:20:00,100.0,23D,7H,0,0,0,0,20M,4W,23,7,20,4,0
2016-09-23 07:40:00,93.0,23D,7H,0,0,0,0,40M,4W,23,7,40,4,0
2016-09-23 08:00:00,110.0,23D,8H,1,0,0,0,0M,4W,23,8,0,4,0
2016-09-23 08:20:00,127.0,23D,8H,1,0,0,0,20M,4W,23,8,20,4,0
2016-09-23 08:40:00,112.0,23D,8H,1,0,0,0,40M,4W,23,8,40,4,0
2016-09-23 09:00:00,129.0,23D,9H,0,1,0,0,0M,4W,23,9,0,4,0
2016-09-23 09:20:00,107.0,23D,9H,0,1,0,0,20M,4W,23,9,20,4,0
2016-09-23 09:40:00,105.0,23D,9H,0,1,0,0,40M,4W,23,9,40,4,0
2016-09-23 10:00:00,79.0,23D,10H,0,0,0,0,0M,4W,23,10,0,4,0
2016-09-23 10:20:00,65.0,23D,10H,0,0,0,0,20M,4W,23,10,20,4,0
2016-09-23 10:40:00,92.0,23D,10H,0,0,0,0,40M,4W,23,10,40,4,0
2016-09-23 11:00:00,88.0,23D,11H,0,0,0,0,0M,4W,23,11,0,4,0
2016-09-23 11:20:00,84.0,23D,11H,0,0,0,0,20M,4W,23,11,20,4,0
2016-09-23 11:40:00,92.0,23D,11H,0,0,0,0,40M,4W,23,11,40,4,0
2016-09-23 12:00:00,115.0,23D,12H,0,0,0,0,0M,4W,23,12,0,4,0
2016-09-23 12:20:00,97.0,23D,12H,0,0,0,0,20M,4W,23,12,20,4,0
2016-09-23 12:40:00,90.0,23D,12H,0,0,0,0,40M,4W,23,12,40,4,0
2016-09-23 13:00:00,107.0,23D,13H,0,0,0,0,0M,4W,23,13,0,4,0
2016-09-23 13:20:00,109.0,23D,13H,0,0,0,0,20M,4W,23,13,20,4,0
2016-09-23 13:40:00,127.0,23D,13H,0,0,0,0,40M,4W,23,13,40,4,0
2016-09-23 14:00:00,108.0,23D,14H,0,0,0,0,0M,4W,23,14,0,4,0
2016-09-23 14:20:00,115.0,23D,14H,0,0,0,0,20M,4W,23,14,20,4,0
2016-09-23 14:40:00,125.0,23D,14H,0,0,0,0,40M,4W,23,14,40,4,0
2016-09-23 15:00:00,98.0,23D,15H,0,0,0,0,0M,4W,23,15,0,4,0
2016-09-23 15:20:00,113.0,23D,15H,0,0,0,0,20M,4W,23,15,20,4,0
2016-09-23 15:40:00,114.0,23D,15H,0,0,0,0,40M,4W,23,15,40,4,0
2016-09-23 16:00:00,110.0,23D,16H,0,0,0,0,0M,4W,23,16,0,4,0
2016-09-23 16:20:00,112.0,23D,16H,0,0,0,0,20M,4W,23,16,20,4,0
2016-09-23 16:40:00,113.0,23D,16H,0,0,0,0,40M,4W,23,16,40,4,0
2016-09-23 17:00:00,113.0,23D,17H,0,0,0,1,0M,4W,23,17,0,4,0
2016-09-23 17:20:00,105.0,23D,17H,0,0,0,1,20M,4W,23,17,20,4,0
2016-09-23 17:40:00,141.0,23D,17H,0,0,0,1,40M,4W,23,17,40,4,0
2016-09-23 18:00:00,93.0,23D,18H,0,0,1,0,0M,4W,23,18,0,4,0
2016-09-23 18:20:00,96.0,23D,18H,0,0,1,0,20M,4W,23,18,20,4,0
2016-09-23 18:40:00,108.0,23D,18H,0,0,1,0,40M,4W,23,18,40,4,0
2016-09-23 19:00:00,53.0,23D,19H,0,0,0,0,0M,4W,23,19,0,4,0
2016-09-23 19:20:00,61.0,23D,19H,0,0,0,0,20M,4W,23,19,20,4,0
2016-09-23 19:40:00,56.0,23D,19H,0,0,0,0,40M,4W,23,19,40,4,0
2016-09-23 20:00:00,34.0,23D,20H,0,0,0,0,0M,4W,23,20,0,4,0
2016-09-23 20:20:00,36.0,23D,20H,0,0,0,0,20M,4W,23,20,20,4,0
2016-09-23 20:40:00,47.0,23D,20H,0,0,0,0,40M,4W,23,20,40,4,0
2016-09-23 21:00:00,36.0,23D,21H,0,0,0,0,0M,4W,23,21,0,4,0
2016-09-23 21:20:00,28.0,23D,21H,0,0,0,0,20M,4W,23,21,20,4,0
2016-09-23 21:40:00,46.0,23D,21H,0,0,0,0,40M,4W,23,21,40,4,0
2016-09-23 22:00:00,20.0,23D,22H,0,0,0,0,0M,4W,23,22,0,4,0
2016-09-23 22:20:00,31.0,23D,22H,0,0,0,0,20M,4W,23,22,20,4,0
2016-09-23 22:40:00,17.0,23D,22H,0,0,0,0,40M,4W,23,22,40,4,0
2016-09-23 23:00:00,12.0,23D,23H,0,0,0,0,0M,4W,23,23,0,4,0
2016-09-23 23:20:00,15.0,23D,23H,0,0,0,0,20M,4W,23,23,20,4,0
2016-09-23 23:40:00,20.0,23D,23H,0,0,0,0,40M,4W,23,23,40,4,0
2016-09-24 00:00:00,117.0,24D,0H,0,0,0,0,0M,5W,24,0,0,5,1
2016-09-24 00:20:00,118.0,24D,0H,0,0,0,0,20M,5W,24,0,20,5,1
2016-09-24 00:40:00,61.0,24D,0H,0,0,0,0,40M,5W,24,0,40,5,1
2016-09-24 01:00:00,10.0,24D,1H,0,0,0,0,0M,5W,24,1,0,5,1
2016-09-24 01:20:00,4.0,24D,1H,0,0,0,0,20M,5W,24,1,20,5,1
2016-09-24 01:40:00,8.0,24D,1H,0,0,0,0,40M,5W,24,1,40,5,1
2016-09-24 02:00:00,9.0,24D,2H,0,0,0,0,0M,5W,24,2,0,5,1
2016-09-24 02:20:00,8.0,24D,2H,0,0,0,0,20M,5W,24,2,20,5,1
2016-09-24 02:40:00,10.0,24D,2H,0,0,0,0,40M,5W,24,2,40,5,1
2016-09-24 03:00:00,6.0,24D,3H,0,0,0,0,0M,5W,24,3,0,5,1
2016-09-24 03:20:00,23.0,24D,3H,0,0,0,0,20M,5W,24,3,20,5,1
2016-09-24 03:40:00,15.0,24D,3H,0,0,0,0,40M,5W,24,3,40,5,1
2016-09-24 04:00:00,16.0,24D,4H,0,0,0,0,0M,5W,24,4,0,5,1
2016-09-24 04:20:00,16.0,24D,4H,0,0,0,0,20M,5W,24,4,20,5,1
2016-09-24 04:40:00,25.0,24D,4H,0,0,0,0,40M,5W,24,4,40,5,1
2016-09-24 05:00:00,29.0,24D,5H,0,0,0,0,0M,5W,24,5,0,5,1
2016-09-24 05:20:00,38.0,24D,5H,0,0,0,0,20M,5W,24,5,20,5,1
2016-09-24 05:40:00,30.0,24D,5H,0,0,0,0,40M,5W,24,5,40,5,1
2016-09-24 06:00:00,37.0,24D,6H,0,0,0,0,0M,5W,24,6,0,5,1
2016-09-24 06:20:00,58.0,24D,6H,0,0,0,0,20M,5W,24,6,20,5,1
2016-09-24 06:40:00,63.0,24D,6H,0,0,0,0,40M,5W,24,6,40,5,1
2016-09-24 07:00:00,74.0,24D,7H,0,0,0,0,0M,5W,24,7,0,5,1
2016-09-24 07:20:00,74.0,24D,7H,0,0,0,0,20M,5W,24,7,20,5,1
2016-09-24 07:40:00,106.0,24D,7H,0,0,0,0,40M,5W,24,7,40,5,1
2016-09-24 08:00:00,95.0,24D,8H,1,0,0,0,0M,5W,24,8,0,5,1
2016-09-24 08:20:00,101.0,24D,8H,1,0,0,0,20M,5W,24,8,20,5,1
2016-09-24 08:40:00,102.0,24D,8H,1,0,0,0,40M,5W,24,8,40,5,1
2016-09-24 09:00:00,82.0,24D,9H,0,1,0,0,0M,5W,24,9,0,5,1
2016-09-24 09:20:00,86.0,24D,9H,0,1,0,0,20M,5W,24,9,20,5,1
2016-09-24 09:40:00,78.0,24D,9H,0,1,0,0,40M,5W,24,9,40,5,1
2016-09-24 10:00:00,83.0,24D,10H,0,0,0,0,0M,5W,24,10,0,5,1
2016-09-24 10:20:00,86.0,24D,10H,0,0,0,0,20M,5W,24,10,20,5,1
2016-09-24 10:40:00,79.0,24D,10H,0,0,0,0,40M,5W,24,10,40,5,1
2016-09-24 11:00:00,75.0,24D,11H,0,0,0,0,0M,5W,24,11,0,5,1
2016-09-24 11:20:00,89.0,24D,11H,0,0,0,0,20M,5W,24,11,20,5,1
2016-09-24 11:40:00,91.0,24D,11H,0,0,0,0,40M,5W,24,11,40,5,1
2016-09-24 12:00:00,110.0,24D,12H,0,0,0,0,0M,5W,24,12,0,5,1
2016-09-24 12:20:00,107.0,24D,12H,0,0,0,0,20M,5W,24,12,20,5,1
2016-09-24 12:40:00,92.0,24D,12H,0,0,0,0,40M,5W,24,12,40,5,1
2016-09-24 13:00:00,90.0,24D,13H,0,0,0,0,0M,5W,24,13,0,5,1
2016-09-24 13:20:00,117.0,24D,13H,0,0,0,0,20M,5W,24,13,20,5,1
2016-09-24 13:40:00,104.0,24D,13H,0,0,0,0,40M,5W,24,13,40,5,1
2016-09-24 14:00:00,88.0,24D,14H,0,0,0,0,0M,5W,24,14,0,5,1
2016-09-24 14:20:00,87.0,24D,14H,0,0,0,0,20M,5W,24,14,20,5,1
2016-09-24 14:40:00,102.0,24D,14H,0,0,0,0,40M,5W,24,14,40,5,1
2016-09-24 15:00:00,95.0,24D,15H,0,0,0,0,0M,5W,24,15,0,5,1
2016-09-24 15:20:00,110.0,24D,15H,0,0,0,0,20M,5W,24,15,20,5,1
2016-09-24 15:40:00,104.0,24D,15H,0,0,0,0,40M,5W,24,15,40,5,1
2016-09-24 16:00:00,93.0,24D,16H,0,0,0,0,0M,5W,24,16,0,5,1
2016-09-24 16:20:00,84.0,24D,16H,0,0,0,0,20M,5W,24,16,20,5,1
2016-09-24 16:40:00,90.0,24D,16H,0,0,0,0,40M,5W,24,16,40,5,1
2016-09-24 17:00:00,94.0,24D,17H,0,0,0,1,0M,5W,24,17,0,5,1
2016-09-24 17:20:00,85.0,24D,17H,0,0,0,1,20M,5W,24,17,20,5,1
2016-09-24 17:40:00,105.0,24D,17H,0,0,0,1,40M,5W,24,17,40,5,1
2016-09-24 18:00:00,78.0,24D,18H,0,0,1,0,0M,5W,24,18,0,5,1
2016-09-24 18:20:00,75.0,24D,18H,0,0,1,0,20M,5W,24,18,20,5,1
2016-09-24 18:40:00,59.0,24D,18H,0,0,1,0,40M,5W,24,18,40,5,1
2016-09-24 19:00:00,50.0,24D,19H,0,0,0,0,0M,5W,24,19,0,5,1
2016-09-24 19:20:00,46.0,24D,19H,0,0,0,0,20M,5W,24,19,20,5,1
2016-09-24 19:40:00,51.0,24D,19H,0,0,0,0,40M,5W,24,19,40,5,1
2016-09-24 20:00:00,42.0,24D,20H,0,0,0,0,0M,5W,24,20,0,5,1
2016-09-24 20:20:00,30.0,24D,20H,0,0,0,0,20M,5W,24,20,20,5,1
2016-09-24 20:40:00,51.0,24D,20H,0,0,0,0,40M,5W,24,20,40,5,1
2016-09-24 21:00:00,26.0,24D,21H,0,0,0,0,0M,5W,24,21,0,5,1
2016-09-24 21:20:00,27.0,24D,21H,0,0,0,0,20M,5W,24,21,20,5,1
2016-09-24 21:40:00,33.0,24D,21H,0,0,0,0,40M,5W,24,21,40,5,1
2016-09-24 22:00:00,21.0,24D,22H,0,0,0,0,0M,5W,24,22,0,5,1
2016-09-24 22:20:00,20.0,24D,22H,0,0,0,0,20M,5W,24,22,20,5,1
2016-09-24 22:40:00,23.0,24D,22H,0,0,0,0,40M,5W,24,22,40,5,1
2016-09-24 23:00:00,17.0,24D,23H,0,0,0,0,0M,5W,24,23,0,5,1
2016-09-24 23:20:00,16.0,24D,23H,0,0,0,0,20M,5W,24,23,20,5,1
2016-09-24 23:40:00,12.0,24D,23H,0,0,0,0,40M,5W,24,23,40,5,1
2016-09-25 00:00:00,98.0,25D,0H,0,0,0,0,0M,6W,25,0,0,6,1
2016-09-25 00:20:00,52.0,25D,0H,0,0,0,0,20M,6W,25,0,20,6,1
2016-09-25 00:40:00,27.0,25D,0H,0,0,0,0,40M,6W,25,0,40,6,1
2016-09-25 01:00:00,14.0,25D,1H,0,0,0,0,0M,6W,25,1,0,6,1
2016-09-25 01:20:00,6.0,25D,1H,0,0,0,0,20M,6W,25,1,20,6,1
2016-09-25 01:40:00,10.0,25D,1H,0,0,0,0,40M,6W,25,1,40,6,1
2016-09-25 02:00:00,16.0,25D,2H,0,0,0,0,0M,6W,25,2,0,6,1
2016-09-25 02:20:00,6.0,25D,2H,0,0,0,0,20M,6W,25,2,20,6,1
2016-09-25 02:40:00,5.0,25D,2H,0,0,0,0,40M,6W,25,2,40,6,1
2016-09-25 03:00:00,10.0,25D,3H,0,0,0,0,0M,6W,25,3,0,6,1
2016-09-25 03:20:00,18.0,25D,3H,0,0,0,0,20M,6W,25,3,20,6,1
2016-09-25 03:40:00,16.0,25D,3H,0,0,0,0,40M,6W,25,3,40,6,1
2016-09-25 04:00:00,7.0,25D,4H,0,0,0,0,0M,6W,25,4,0,6,1
2016-09-25 04:20:00,16.0,25D,4H,0,0,0,0,20M,6W,25,4,20,6,1
2016-09-25 04:40:00,31.0,25D,4H,0,0,0,0,40M,6W,25,4,40,6,1
2016-09-25 05:00:00,35.0,25D,5H,0,0,0,0,0M,6W,25,5,0,6,1
2016-09-25 05:20:00,30.0,25D,5H,0,0,0,0,20M,6W,25,5,20,6,1
2016-09-25 05:40:00,33.0,25D,5H,0,0,0,0,40M,6W,25,5,40,6,1
2016-09-25 06:00:00,41.0,25D,6H,0,0,0,0,0M,6W,25,6,0,6,1
2016-09-25 06:20:00,47.0,25D,6H,0,0,0,0,20M,6W,25,6,20,6,1
2016-09-25 06:40:00,60.0,25D,6H,0,0,0,0,40M,6W,25,6,40,6,1
2016-09-25 07:00:00,65.0,25D,7H,0,0,0,0,0M,6W,25,7,0,6,1
2016-09-25 07:20:00,81.0,25D,7H,0,0,0,0,20M,6W,25,7,20,6,1
2016-09-25 07:40:00,65.0,25D,7H,0,0,0,0,40M,6W,25,7,40,6,1
2016-09-25 08:00:00,98.0,25D,8H,1,0,0,0,0M,6W,25,8,0,6,1
2016-09-25 08:20:00,96.0,25D,8H,1,0,0,0,20M,6W,25,8,20,6,1
2016-09-25 08:40:00,105.0,25D,8H,1,0,0,0,40M,6W,25,8,40,6,1
2016-09-25 09:00:00,108.0,25D,9H,0,1,0,0,0M,6W,25,9,0,6,1
2016-09-25 09:20:00,103.0,25D,9H,0,1,0,0,20M,6W,25,9,20,6,1
2016-09-25 09:40:00,95.0,25D,9H,0,1,0,0,40M,6W,25,9,40,6,1
2016-09-25 10:00:00,86.0,25D,10H,0,0,0,0,0M,6W,25,10,0,6,1
2016-09-25 10:20:00,103.0,25D,10H,0,0,0,0,20M,6W,25,10,20,6,1
2016-09-25 10:40:00,54.0,25D,10H,0,0,0,0,40M,6W,25,10,40,6,1
2016-09-25 11:00:00,70.0,25D,11H,0,0,0,0,0M,6W,25,11,0,6,1
2016-09-25 11:20:00,82.0,25D,11H,0,0,0,0,20M,6W,25,11,20,6,1
2016-09-25 11:40:00,65.0,25D,11H,0,0,0,0,40M,6W,25,11,40,6,1
2016-09-25 12:00:00,89.0,25D,12H,0,0,0,0,0M,6W,25,12,0,6,1
2016-09-25 12:20:00,96.0,25D,12H,0,0,0,0,20M,6W,25,12,20,6,1
2016-09-25 12:40:00,71.0,25D,12H,0,0,0,0,40M,6W,25,12,40,6,1
2016-09-25 13:00:00,92.0,25D,13H,0,0,0,0,0M,6W,25,13,0,6,1
2016-09-25 13:20:00,110.0,25D,13H,0,0,0,0,20M,6W,25,13,20,6,1
2016-09-25 13:40:00,105.0,25D,13H,0,0,0,0,40M,6W,25,13,40,6,1
2016-09-25 14:00:00,96.0,25D,14H,0,0,0,0,0M,6W,25,14,0,6,1
2016-09-25 14:20:00,100.0,25D,14H,0,0,0,0,20M,6W,25,14,20,6,1
2016-09-25 14:40:00,109.0,25D,14H,0,0,0,0,40M,6W,25,14,40,6,1
2016-09-25 15:00:00,86.0,25D,15H,0,0,0,0,0M,6W,25,15,0,6,1
2016-09-25 15:20:00,105.0,25D,15H,0,0,0,0,20M,6W,25,15,20,6,1
2016-09-25 15:40:00,113.0,25D,15H,0,0,0,0,40M,6W,25,15,40,6,1
2016-09-25 16:00:00,86.0,25D,16H,0,0,0,0,0M,6W,25,16,0,6,1
2016-09-25 16:20:00,108.0,25D,16H,0,0,0,0,20M,6W,25,16,20,6,1
2016-09-25 16:40:00,120.0,25D,16H,0,0,0,0,40M,6W,25,16,40,6,1
2016-09-25 17:00:00,105.0,25D,17H,0,0,0,1,0M,6W,25,17,0,6,1
2016-09-25 17:20:00,104.0,25D,17H,0,0,0,1,20M,6W,25,17,20,6,1
2016-09-25 17:40:00,84.0,25D,17H,0,0,0,1,40M,6W,25,17,40,6,1
2016-09-25 18:00:00,69.0,25D,18H,0,0,1,0,0M,6W,25,18,0,6,1
2016-09-25 18:20:00,61.0,25D,18H,0,0,1,0,20M,6W,25,18,20,6,1
2016-09-25 18:40:00,62.0,25D,18H,0,0,1,0,40M,6W,25,18,40,6,1
2016-09-25 19:00:00,51.0,25D,19H,0,0,0,0,0M,6W,25,19,0,6,1
2016-09-25 19:20:00,52.0,25D,19H,0,0,0,0,20M,6W,25,19,20,6,1
2016-09-25 19:40:00,62.0,25D,19H,0,0,0,0,40M,6W,25,19,40,6,1
2016-09-25 20:00:00,53.0,25D,20H,0,0,0,0,0M,6W,25,20,0,6,1
2016-09-25 20:20:00,49.0,25D,20H,0,0,0,0,20M,6W,25,20,20,6,1
2016-09-25 20:40:00,44.0,25D,20H,0,0,0,0,40M,6W,25,20,40,6,1
2016-09-25 21:00:00,33.0,25D,21H,0,0,0,0,0M,6W,25,21,0,6,1
2016-09-25 21:20:00,33.0,25D,21H,0,0,0,0,20M,6W,25,21,20,6,1
2016-09-25 21:40:00,33.0,25D,21H,0,0,0,0,40M,6W,25,21,40,6,1
2016-09-25 22:00:00,10.0,25D,22H,0,0,0,0,0M,6W,25,22,0,6,1
2016-09-25 22:20:00,17.0,25D,22H,0,0,0,0,20M,6W,25,22,20,6,1
2016-09-25 22:40:00,17.0,25D,22H,0,0,0,0,40M,6W,25,22,40,6,1
2016-09-25 23:00:00,17.0,25D,23H,0,0,0,0,0M,6W,25,23,0,6,1
2016-09-25 23:20:00,21.0,25D,23H,0,0,0,0,20M,6W,25,23,20,6,1
2016-09-25 23:40:00,15.0,25D,23H,0,0,0,0,40M,6W,25,23,40,6,1
2016-09-26 00:00:00,113.0,26D,0H,0,0,0,0,0M,0W,26,0,0,0,0
2016-09-26 00:20:00,47.0,26D,0H,0,0,0,0,20M,0W,26,0,20,0,0
2016-09-26 00:40:00,43.0,26D,0H,0,0,0,0,40M,0W,26,0,40,0,0
2016-09-26 01:00:00,3.0,26D,1H,0,0,0,0,0M,0W,26,1,0,0,0
2016-09-26 01:20:00,12.0,26D,1H,0,0,0,0,20M,0W,26,1,20,0,0
2016-09-26 01:40:00,7.0,26D,1H,0,0,0,0,40M,0W,26,1,40,0,0
2016-09-26 02:00:00,8.0,26D,2H,0,0,0,0,0M,0W,26,2,0,0,0
2016-09-26 02:20:00,4.0,26D,2H,0,0,0,0,20M,0W,26,2,20,0,0
2016-09-26 02:40:00,9.0,26D,2H,0,0,0,0,40M,0W,26,2,40,0,0
2016-09-26 03:00:00,11.0,26D,3H,0,0,0,0,0M,0W,26,3,0,0,0
2016-09-26 03:20:00,13.0,26D,3H,0,0,0,0,20M,0W,26,3,20,0,0
2016-09-26 03:40:00,16.0,26D,3H,0,0,0,0,40M,0W,26,3,40,0,0
2016-09-26 04:00:00,15.0,26D,4H,0,0,0,0,0M,0W,26,4,0,0,0
2016-09-26 04:20:00,21.0,26D,4H,0,0,0,0,20M,0W,26,4,20,0,0
2016-09-26 04:40:00,23.0,26D,4H,0,0,0,0,40M,0W,26,4,40,0,0
2016-09-26 05:00:00,21.0,26D,5H,0,0,0,0,0M,0W,26,5,0,0,0
2016-09-26 05:20:00,37.0,26D,5H,0,0,0,0,20M,0W,26,5,20,0,0
2016-09-26 05:40:00,42.0,26D,5H,0,0,0,0,40M,0W,26,5,40,0,0
2016-09-26 06:00:00,31.0,26D,6H,0,0,0,0,0M,0W,26,6,0,0,0
2016-09-26 06:20:00,61.0,26D,6H,0,0,0,0,20M,0W,26,6,20,0,0
2016-09-26 06:40:00,66.0,26D,6H,0,0,0,0,40M,0W,26,6,40,0,0
2016-09-26 07:00:00,91.0,26D,7H,0,0,0,0,0M,0W,26,7,0,0,0
2016-09-26 07:20:00,120.0,26D,7H,0,0,0,0,20M,0W,26,7,20,0,0
2016-09-26 07:40:00,116.0,26D,7H,0,0,0,0,40M,0W,26,7,40,0,0
2016-09-26 08:00:00,125.0,26D,8H,1,0,0,0,0M,0W,26,8,0,0,0
2016-09-26 08:20:00,91.0,26D,8H,1,0,0,0,20M,0W,26,8,20,0,0
2016-09-26 08:40:00,116.0,26D,8H,1,0,0,0,40M,0W,26,8,40,0,0
2016-09-26 09:00:00,120.0,26D,9H,0,1,0,0,0M,0W,26,9,0,0,0
2016-09-26 09:20:00,130.0,26D,9H,0,1,0,0,20M,0W,26,9,20,0,0
2016-09-26 09:40:00,102.0,26D,9H,0,1,0,0,40M,0W,26,9,40,0,0
2016-09-26 10:00:00,89.0,26D,10H,0,0,0,0,0M,0W,26,10,0,0,0
2016-09-26 10:20:00,105.0,26D,10H,0,0,0,0,20M,0W,26,10,20,0,0
2016-09-26 10:40:00,82.0,26D,10H,0,0,0,0,40M,0W,26,10,40,0,0
2016-09-26 11:00:00,78.0,26D,11H,0,0,0,0,0M,0W,26,11,0,0,0
2016-09-26 11:20:00,81.0,26D,11H,0,0,0,0,20M,0W,26,11,20,0,0
2016-09-26 11:40:00,72.0,26D,11H,0,0,0,0,40M,0W,26,11,40,0,0
2016-09-26 12:00:00,71.0,26D,12H,0,0,0,0,0M,0W,26,12,0,0,0
2016-09-26 12:20:00,89.0,26D,12H,0,0,0,0,20M,0W,26,12,20,0,0
2016-09-26 12:40:00,82.0,26D,12H,0,0,0,0,40M,0W,26,12,40,0,0
2016-09-26 13:00:00,87.0,26D,13H,0,0,0,0,0M,0W,26,13,0,0,0
2016-09-26 13:20:00,92.0,26D,13H,0,0,0,0,20M,0W,26,13,20,0,0
2016-09-26 13:40:00,93.0,26D,13H,0,0,0,0,40M,0W,26,13,40,0,0
2016-09-26 14:00:00,92.0,26D,14H,0,0,0,0,0M,0W,26,14,0,0,0
2016-09-26 14:20:00,108.0,26D,14H,0,0,0,0,20M,0W,26,14,20,0,0
2016-09-26 14:40:00,87.0,26D,14H,0,0,0,0,40M,0W,26,14,40,0,0
2016-09-26 15:00:00,92.0,26D,15H,0,0,0,0,0M,0W,26,15,0,0,0
2016-09-26 15:20:00,108.0,26D,15H,0,0,0,0,20M,0W,26,15,20,0,0
2016-09-26 15:40:00,83.0,26D,15H,0,0,0,0,40M,0W,26,15,40,0,0
2016-09-26 16:00:00,106.0,26D,16H,0,0,0,0,0M,0W,26,16,0,0,0
2016-09-26 16:20:00,112.0,26D,16H,0,0,0,0,20M,0W,26,16,20,0,0
2016-09-26 16:40:00,103.0,26D,16H,0,0,0,0,40M,0W,26,16,40,0,0
2016-09-26 17:00:00,106.0,26D,17H,0,0,0,1,0M,0W,26,17,0,0,0
2016-09-26 17:20:00,112.0,26D,17H,0,0,0,1,20M,0W,26,17,20,0,0
2016-09-26 17:40:00,102.0,26D,17H,0,0,0,1,40M,0W,26,17,40,0,0
2016-09-26 18:00:00,74.0,26D,18H,0,0,1,0,0M,0W,26,18,0,0,0
2016-09-26 18:20:00,85.0,26D,18H,0,0,1,0,20M,0W,26,18,20,0,0
2016-09-26 18:40:00,54.0,26D,18H,0,0,1,0,40M,0W,26,18,40,0,0
2016-09-26 19:00:00,50.0,26D,19H,0,0,0,0,0M,0W,26,19,0,0,0
2016-09-26 19:20:00,55.0,26D,19H,0,0,0,0,20M,0W,26,19,20,0,0
2016-09-26 19:40:00,47.0,26D,19H,0,0,0,0,40M,0W,26,19,40,0,0
2016-09-26 20:00:00,33.0,26D,20H,0,0,0,0,0M,0W,26,20,0,0,0
2016-09-26 20:20:00,38.0,26D,20H,0,0,0,0,20M,0W,26,20,20,0,0
2016-09-26 20:40:00,32.0,26D,20H,0,0,0,0,40M,0W,26,20,40,0,0
2016-09-26 21:00:00,33.0,26D,21H,0,0,0,0,0M,0W,26,21,0,0,0
2016-09-26 21:20:00,32.0,26D,21H,0,0,0,0,20M,0W,26,21,20,0,0
2016-09-26 21:40:00,26.0,26D,21H,0,0,0,0,40M,0W,26,21,40,0,0
2016-09-26 22:00:00,9.0,26D,22H,0,0,0,0,0M,0W,26,22,0,0,0
2016-09-26 22:20:00,28.0,26D,22H,0,0,0,0,20M,0W,26,22,20,0,0
2016-09-26 22:40:00,14.0,26D,22H,0,0,0,0,40M,0W,26,22,40,0,0
2016-09-26 23:00:00,16.0,26D,23H,0,0,0,0,0M,0W,26,23,0,0,0
2016-09-26 23:20:00,14.0,26D,23H,0,0,0,0,20M,0W,26,23,20,0,0
2016-09-26 23:40:00,20.0,26D,23H,0,0,0,0,40M,0W,26,23,40,0,0
2016-09-27 00:00:00,128.0,27D,0H,0,0,0,0,0M,1W,27,0,0,1,0
2016-09-27 00:20:00,78.0,27D,0H,0,0,0,0,20M,1W,27,0,20,1,0
2016-09-27 00:40:00,40.0,27D,0H,0,0,0,0,40M,1W,27,0,40,1,0
2016-09-27 01:00:00,6.0,27D,1H,0,0,0,0,0M,1W,27,1,0,1,0
2016-09-27 01:20:00,9.0,27D,1H,0,0,0,0,20M,1W,27,1,20,1,0
2016-09-27 01:40:00,10.0,27D,1H,0,0,0,0,40M,1W,27,1,40,1,0
2016-09-27 02:00:00,12.0,27D,2H,0,0,0,0,0M,1W,27,2,0,1,0
2016-09-27 02:20:00,10.0,27D,2H,0,0,0,0,20M,1W,27,2,20,1,0
2016-09-27 02:40:00,8.0,27D,2H,0,0,0,0,40M,1W,27,2,40,1,0
2016-09-27 03:00:00,10.0,27D,3H,0,0,0,0,0M,1W,27,3,0,1,0
2016-09-27 03:20:00,9.0,27D,3H,0,0,0,0,20M,1W,27,3,20,1,0
2016-09-27 03:40:00,12.0,27D,3H,0,0,0,0,40M,1W,27,3,40,1,0
2016-09-27 04:00:00,19.0,27D,4H,0,0,0,0,0M,1W,27,4,0,1,0
2016-09-27 04:20:00,22.0,27D,4H,0,0,0,0,20M,1W,27,4,20,1,0
2016-09-27 04:40:00,19.0,27D,4H,0,0,0,0,40M,1W,27,4,40,1,0
