,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,no_count0,no_count1,no_count2,no_count3,no_count4,no_count5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,cargo_all_model,passenger_all_model,no_all_count,cargo_all_count,passenger_all_count,volume_all,etc_all_count,vehicle_all_model_avg,cargo_all_model_avg,passenger_all_model_avg,vehicle_all_model_avg_S2,vehicle_all_model_avg_S3,vehicle_all_model_avg_sqrt,vehicle_model_avg5_S2,vehicle_model_avg5_S3,vehicle_model_avg5_sqrt,vehicle_model_avg4_S2,vehicle_model_avg4_S3,vehicle_model_avg4_sqrt,vehicle_model_avg3_S2,vehicle_model_avg3_S3,vehicle_model_avg3_sqrt,vehicle_model_avg2_S2,vehicle_model_avg2_S3,vehicle_model_avg2_sqrt,vehicle_model_avg1_S2,vehicle_model_avg1_S3,vehicle_model_avg1_sqrt,vehicle_model_avg0_S2,vehicle_model_avg0_S3,passenger_all_model_avg_S2,passenger_all_model_avg_S3,no_all_count_S2,no_all_count_S3,no_all_count_sqrt,no_count4_S2,no_count4_S3,no_count4_sqrt,volume1_S2,volume1_S3,volume1_sqrt,no_count5_S2,no_count5_S3,no_count5_sqrt,volume2_S2,volume2_S3,volume2_sqrt,volume3_S2,volume3_S3,volume3_sqrt,volume_all_S2,volume_all_S3,volume_all_sqrt,volume4_S2,volume4_S3,volume4_sqrt,volume5_S2,volume5_S3,volume5_sqrt,day,hour,minute
2016-09-30 00:40:00,7.0,1.0,0.0,3.0,1.0,3.0,9.0,3.0,0.0,11.0,1.0,4.0,1.28571428571,3.0,0.0,3.66666666667,1.0,1.33333333333,23.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,5.0,9.0,3.0,3.0,8.0,241.0,5.0,9.0,3.0,3.0,8.0,1.03879310345,1.0,1.0,1.0,1.0,1.0,250.0,8.0,9.0,14.0,4.0,12.0,1.0460251046,1.33333333333,1.0,2.33333333333,1.0,1.09090909091,239.0,6.0,9.0,6.0,4.0,11.0,8.0,297.0,28.0,269.0,0.0,15.0,260.0,275.0,31.0,1.08,1.86666666667,1.03461538462,1.1664,1.259712,1.03923048454,1.19008264463,1.29827197596,1.04446593573,1.0,1.0,1.0,5.44444444444,12.7037037037,1.52752523165,1.0,1.0,1.0,1.77777777778,2.37037037037,1.15470053838,1.09416851946,1.14452774002,1.07042899408,1.10748230542,0.0,0.0,0.0,0.0,0.0,0.0,36.0,216.0,2.44948974278,0.0,0.0,0.0,81.0,729.0,3.0,36.0,216.0,2.44948974278,75625.0,20796875.0,16.5831239518,16.0,64.0,2.0,121.0,1331.0,3.31662479036,30D,4H,20M
2016-09-30 01:00:00,1.0,0.0,3.0,1.0,3.0,4.0,3.0,0.0,11.0,1.0,4.0,17.0,3.0,0.0,3.66666666667,1.0,1.33333333333,4.25,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,3.0,8.0,4.0,5.0,9.0,3.0,3.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,14.0,4.0,12.0,21.0,1.33333333333,1.0,2.33333333333,1.0,1.09090909091,2.625,6.0,9.0,6.0,4.0,11.0,8.0,6.0,68.0,36.0,32.0,0.0,12.0,32.0,44.0,9.0,1.54545454545,3.0,1.0,2.38842975207,3.69120961683,1.24316312102,6.890625,18.087890625,1.6201851746,1.19008264463,1.29827197596,1.04446593573,1.0,1.0,1.0,5.44444444444,12.7037037037,1.52752523165,1.0,1.0,1.0,1.77777777778,2.37037037037,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,729.0,3.0,0.0,0.0,0.0,36.0,216.0,2.44948974278,16.0,64.0,2.0,1936.0,85184.0,6.63324958071,121.0,1331.0,3.31662479036,64.0,512.0,2.82842712475,30D,4H,40M
2016-09-30 01:20:00,0.0,3.0,1.0,3.0,4.0,2.0,0.0,11.0,1.0,4.0,17.0,7.0,0.0,3.66666666667,1.0,1.33333333333,4.25,3.5,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,8.0,4.0,1.0,9.0,3.0,3.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,14.0,4.0,12.0,21.0,8.0,1.0,2.33333333333,1.0,1.09090909091,2.625,2.66666666667,9.0,6.0,4.0,11.0,8.0,3.0,11.0,68.0,40.0,28.0,0.0,13.0,28.0,41.0,7.0,1.65853658537,3.07692307692,1.0,2.750743605,4.56220890585,1.28784183243,7.11111111111,18.962962963,1.63299316186,6.890625,18.087890625,1.6201851746,1.19008264463,1.29827197596,1.04446593573,1.0,1.0,1.0,5.44444444444,12.7037037037,1.52752523165,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,216.0,2.44948974278,0.0,0.0,0.0,16.0,64.0,2.0,121.0,1331.0,3.31662479036,1681.0,68921.0,6.40312423743,64.0,512.0,2.82842712475,9.0,27.0,1.73205080757,30D,5H,0M
2016-09-30 01:40:00,3.0,1.0,3.0,4.0,2.0,5.0,11.0,1.0,4.0,17.0,7.0,21.0,3.66666666667,1.0,1.33333333333,4.25,3.5,4.2,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,4.0,1.0,2.0,3.0,3.0,8.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,4.0,12.0,21.0,8.0,23.0,2.33333333333,1.0,1.09090909091,2.625,2.66666666667,3.28571428571,6.0,4.0,11.0,8.0,3.0,7.0,9.0,82.0,61.0,21.0,0.0,18.0,21.0,39.0,6.0,2.10256410256,3.38888888889,1.0,4.42077580539,9.2949645139,1.45002210416,10.7959183673,35.472303207,1.81265393435,7.11111111111,18.962962963,1.63299316186,6.890625,18.087890625,1.6201851746,1.19008264463,1.29827197596,1.04446593573,1.0,1.0,1.0,5.44444444444,12.7037037037,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,64.0,2.0,0.0,0.0,0.0,121.0,1331.0,3.31662479036,64.0,512.0,2.82842712475,1521.0,59319.0,6.2449979984,9.0,27.0,1.73205080757,49.0,343.0,2.64575131106,30D,5H,20M
2016-09-30 02:00:00,1.0,3.0,4.0,2.0,5.0,3.0,1.0,4.0,17.0,7.0,21.0,8.0,1.0,1.33333333333,4.25,3.5,4.2,2.66666666667,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,1.0,2.0,1.0,3.0,8.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,12.0,21.0,8.0,23.0,9.0,1.0,1.09090909091,2.625,2.66666666667,3.28571428571,2.25,4.0,11.0,8.0,3.0,7.0,4.0,13.0,77.0,58.0,19.0,0.0,18.0,19.0,37.0,7.0,2.08108108108,3.22222222222,1.0,4.33089846603,9.01295086175,1.44259525893,5.0625,11.390625,1.5,10.7959183673,35.472303207,1.81265393435,7.11111111111,18.962962963,1.63299316186,6.890625,18.087890625,1.6201851746,1.19008264463,1.29827197596,1.04446593573,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,1331.0,3.31662479036,0.0,0.0,0.0,64.0,512.0,2.82842712475,9.0,27.0,1.73205080757,1369.0,50653.0,6.0827625303,49.0,343.0,2.64575131106,16.0,64.0,2.0,30D,5H,40M
2016-09-30 02:20:00,3.0,4.0,2.0,5.0,3.0,5.0,4.0,17.0,7.0,21.0,8.0,18.0,1.33333333333,4.25,3.5,4.2,2.66666666667,3.6,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,2.0,1.0,3.0,8.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,21.0,8.0,23.0,9.0,21.0,1.09090909091,2.625,2.66666666667,3.28571428571,2.25,2.625,11.0,8.0,3.0,7.0,4.0,8.0,21.0,94.0,75.0,19.0,0.0,22.0,19.0,41.0,7.0,2.29268292683,3.40909090909,1.0,5.25639500297,12.05124708,1.51416079953,6.890625,18.087890625,1.6201851746,5.0625,11.390625,1.5,10.7959183673,35.472303207,1.81265393435,7.11111111111,18.962962963,1.63299316186,6.890625,18.087890625,1.6201851746,1.19008264463,1.29827197596,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,512.0,2.82842712475,0.0,0.0,0.0,9.0,27.0,1.73205080757,49.0,343.0,2.64575131106,1681.0,68921.0,6.40312423743,16.0,64.0,2.0,64.0,512.0,2.82842712475,30D,6H,0M
2016-09-30 02:40:00,4.0,2.0,5.0,3.0,5.0,4.0,17.0,7.0,21.0,8.0,18.0,13.0,4.25,3.5,4.2,2.66666666667,3.6,3.25,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,8.0,23.0,9.0,21.0,17.0,2.625,2.66666666667,3.28571428571,2.25,2.625,2.125,8.0,3.0,7.0,4.0,8.0,8.0,44.0,99.0,84.0,15.0,0.0,23.0,15.0,38.0,3.0,2.60526315789,3.65217391304,1.0,6.78739612188,17.6829530544,1.61408276055,4.515625,9.595703125,1.45773797371,6.890625,18.087890625,1.6201851746,5.0625,11.390625,1.5,10.7959183673,35.472303207,1.81265393435,7.11111111111,18.962962963,1.63299316186,6.890625,18.087890625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,1.73205080757,0.0,0.0,0.0,49.0,343.0,2.64575131106,16.0,64.0,2.0,1444.0,54872.0,6.16441400297,64.0,512.0,2.82842712475,64.0,512.0,2.82842712475,30D,6H,20M
2016-09-30 03:00:00,2.0,5.0,3.0,5.0,4.0,3.0,7.0,21.0,8.0,18.0,13.0,7.0,3.5,4.2,2.66666666667,3.6,3.25,2.33333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,23.0,9.0,21.0,17.0,10.0,2.66666666667,3.28571428571,2.25,2.625,2.125,1.66666666667,3.0,7.0,4.0,8.0,8.0,6.0,44.0,88.0,74.0,14.0,0.0,22.0,14.0,36.0,2.0,2.44444444444,3.36363636364,1.0,5.97530864198,14.6063100137,1.56347191994,2.77777777778,4.62962962963,1.29099444874,4.515625,9.595703125,1.45773797371,6.890625,18.087890625,1.6201851746,5.0625,11.390625,1.5,10.7959183673,35.472303207,1.81265393435,7.11111111111,18.962962963,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,343.0,2.64575131106,0.0,0.0,0.0,16.0,64.0,2.0,64.0,512.0,2.82842712475,1296.0,46656.0,6.0,64.0,512.0,2.82842712475,36.0,216.0,2.44948974278,30D,6H,40M
2016-09-30 03:20:00,5.0,3.0,5.0,4.0,3.0,9.0,21.0,8.0,18.0,13.0,7.0,24.0,4.2,2.66666666667,3.6,3.25,2.33333333333,2.66666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,9.0,21.0,17.0,10.0,26.0,3.28571428571,2.25,2.625,2.125,1.66666666667,2.36363636364,7.0,4.0,8.0,8.0,6.0,11.0,68.0,106.0,91.0,15.0,0.0,29.0,15.0,44.0,2.0,2.40909090909,3.13793103448,1.0,5.80371900826,13.9816867017,1.55212464354,5.5867768595,13.2051089406,1.53741222957,2.77777777778,4.62962962963,1.29099444874,4.515625,9.595703125,1.45773797371,6.890625,18.087890625,1.6201851746,5.0625,11.390625,1.5,10.7959183673,35.472303207,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,64.0,2.0,0.0,0.0,0.0,64.0,512.0,2.82842712475,64.0,512.0,2.82842712475,1936.0,85184.0,6.63324958071,36.0,216.0,2.44948974278,121.0,1331.0,3.31662479036,30D,7H,0M
2016-09-30 03:40:00,3.0,5.0,4.0,3.0,9.0,6.0,8.0,18.0,13.0,7.0,24.0,21.0,2.66666666667,3.6,3.25,2.33333333333,2.66666666667,3.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,21.0,17.0,10.0,26.0,24.0,2.25,2.625,2.125,1.66666666667,2.36363636364,2.66666666667,4.0,8.0,8.0,6.0,11.0,9.0,70.0,107.0,91.0,16.0,0.0,30.0,16.0,46.0,2.0,2.32608695652,3.03333333333,1.0,5.4106805293,12.5857134051,1.52515145363,7.11111111111,18.962962963,1.63299316186,5.5867768595,13.2051089406,1.53741222957,2.77777777778,4.62962962963,1.29099444874,4.515625,9.595703125,1.45773797371,6.890625,18.087890625,1.6201851746,5.0625,11.390625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,512.0,2.82842712475,0.0,0.0,0.0,64.0,512.0,2.82842712475,36.0,216.0,2.44948974278,2116.0,97336.0,6.78232998313,121.0,1331.0,3.31662479036,81.0,729.0,3.0,30D,7H,20M
2016-09-30 04:00:00,5.0,4.0,3.0,9.0,6.0,7.0,18.0,13.0,7.0,24.0,21.0,14.0,3.6,3.25,2.33333333333,2.66666666667,3.5,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,3.0,6.0,3.0,4.0,3.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,17.0,10.0,26.0,24.0,20.0,2.625,2.125,1.66666666667,2.36363636364,2.66666666667,1.53846153846,8.0,8.0,6.0,11.0,9.0,13.0,84.0,118.0,97.0,21.0,0.0,34.0,21.0,55.0,3.0,2.14545454545,2.85294117647,1.0,4.60297520661,9.87547407964,1.46473702263,2.36686390533,3.64132908512,1.24034734589,7.11111111111,18.962962963,1.63299316186,5.5867768595,13.2051089406,1.53741222957,2.77777777778,4.62962962963,1.29099444874,4.515625,9.595703125,1.45773797371,6.890625,18.087890625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,512.0,2.82842712475,0.0,0.0,0.0,36.0,216.0,2.44948974278,121.0,1331.0,3.31662479036,3025.0,166375.0,7.4161984871,81.0,729.0,3.0,169.0,2197.0,3.60555127546,30D,7H,40M
2016-09-30 04:20:00,4.0,3.0,9.0,6.0,7.0,10.0,13.0,7.0,24.0,21.0,14.0,19.0,3.25,2.33333333333,2.66666666667,3.5,2.0,1.9,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,6.0,11.0,4.0,3.0,2.0,3.0,6.0,12.0,1.0,1.0,1.0,1.0,1.0,1.09090909091,17.0,10.0,26.0,24.0,20.0,31.0,2.125,1.66666666667,2.36363636364,2.66666666667,1.53846153846,1.47619047619,8.0,6.0,11.0,9.0,13.0,21.0,113.0,128.0,98.0,30.0,0.0,39.0,29.0,68.0,7.0,1.88235294118,2.51282051282,1.03448275862,3.54325259516,6.66965194382,1.37198868114,2.179138322,3.21682323723,1.21498579259,2.36686390533,3.64132908512,1.24034734589,7.11111111111,18.962962963,1.63299316186,5.5867768595,13.2051089406,1.53741222957,2.77777777778,4.62962962963,1.29099444874,4.515625,9.595703125,1.07015457788,1.10705645988,0.0,0.0,0.0,0.0,0.0,0.0,36.0,216.0,2.44948974278,0.0,0.0,0.0,121.0,1331.0,3.31662479036,81.0,729.0,3.0,4624.0,314432.0,8.24621125124,169.0,2197.0,3.60555127546,441.0,9261.0,4.58257569496,30D,8H,0M
2016-09-30 04:40:00,3.0,9.0,6.0,7.0,10.0,17.0,7.0,24.0,21.0,14.0,19.0,28.0,2.33333333333,2.66666666667,3.5,2.0,1.9,1.64705882353,0.0,0.0,1.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,6.0,11.0,27.0,3.0,2.0,3.0,6.0,12.0,27.0,1.0,1.0,1.0,1.0,1.09090909091,1.0,10.0,26.0,24.0,20.0,31.0,55.0,1.66666666667,2.36363636364,2.66666666667,1.53846153846,1.47619047619,1.25,6.0,11.0,9.0,13.0,21.0,44.0,121.0,166.0,113.0,53.0,0.0,52.0,52.0,104.0,19.0,1.59615384615,2.17307692308,1.01923076923,2.54770710059,4.06653248748,1.26338982351,1.5625,1.953125,1.11803398875,2.179138322,3.21682323723,1.21498579259,2.36686390533,3.64132908512,1.24034734589,7.11111111111,18.962962963,1.63299316186,5.5867768595,13.2051089406,1.53741222957,2.77777777778,4.62962962963,1.03883136095,1.05880888712,0.0,0.0,0.0,0.0,0.0,0.0,121.0,1331.0,3.31662479036,0.0,0.0,0.0,81.0,729.0,3.0,169.0,2197.0,3.60555127546,10816.0,1124864.0,10.1980390272,441.0,9261.0,4.58257569496,1936.0,85184.0,6.63324958071,30D,8H,20M
2016-09-30 05:00:00,9.0,6.0,7.0,10.0,17.0,14.0,24.0,21.0,14.0,19.0,28.0,27.0,2.66666666667,3.5,2.0,1.9,1.64705882353,1.92857142857,0.0,1.0,2.0,4.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,11.0,27.0,30.0,2.0,3.0,6.0,12.0,27.0,32.0,1.0,1.0,1.0,1.09090909091,1.0,1.06666666667,26.0,24.0,20.0,31.0,55.0,59.0,2.36363636364,2.66666666667,1.53846153846,1.47619047619,1.25,1.34090909091,11.0,9.0,13.0,21.0,44.0,44.0,147.0,215.0,133.0,82.0,0.0,63.0,79.0,142.0,29.0,1.51408450704,2.11111111111,1.03797468354,2.29245189447,3.47096589655,1.23048141272,1.79803719008,2.41100441397,1.15797629117,1.5625,1.953125,1.11803398875,2.179138322,3.21682323723,1.21498579259,2.36686390533,3.64132908512,1.24034734589,7.11111111111,18.962962963,1.63299316186,5.5867768595,13.2051089406,1.07739144368,1.11830504281,0.0,0.0,0.0,0.0,0.0,0.0,81.0,729.0,3.0,0.0,0.0,0.0,169.0,2197.0,3.60555127546,441.0,9261.0,4.58257569496,20164.0,2863288.0,11.9163752878,1936.0,85184.0,6.63324958071,1936.0,85184.0,6.63324958071,30D,8H,40M
2016-09-30 05:20:00,6.0,7.0,10.0,17.0,14.0,14.0,21.0,14.0,19.0,28.0,27.0,38.0,3.5,2.0,1.9,1.64705882353,1.92857142857,2.71428571429,1.0,2.0,4.0,12.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,11.0,27.0,30.0,54.0,3.0,6.0,12.0,27.0,32.0,54.0,1.0,1.0,1.09090909091,1.0,1.06666666667,1.0,24.0,20.0,31.0,55.0,59.0,92.0,2.66666666667,1.53846153846,1.47619047619,1.25,1.34090909091,1.35294117647,9.0,13.0,21.0,44.0,44.0,68.0,116.0,281.0,147.0,134.0,0.0,68.0,131.0,199.0,42.0,1.41206030151,2.16176470588,1.02290076336,1.99391429509,2.81552722071,1.18830143546,1.83044982699,2.4764909424,1.16315999608,1.79803719008,2.41100441397,1.15797629117,1.5625,1.953125,1.11803398875,2.179138322,3.21682323723,1.21498579259,2.36686390533,3.64132908512,1.24034734589,7.11111111111,18.962962963,1.04632597168,1.07028763515,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2197.0,3.60555127546,0.0,0.0,0.0,441.0,9261.0,4.58257569496,1936.0,85184.0,6.63324958071,39601.0,7880599.0,14.1067359797,1936.0,85184.0,6.63324958071,4624.0,314432.0,8.24621125124,30D,9H,0M
2016-09-30 05:40:00,7.0,10.0,17.0,14.0,14.0,15.0,14.0,19.0,28.0,27.0,38.0,28.0,2.0,1.9,1.64705882353,1.92857142857,2.71428571429,1.86666666667,2.0,4.0,12.0,10.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,27.0,30.0,54.0,55.0,6.0,12.0,27.0,32.0,54.0,57.0,1.0,1.09090909091,1.0,1.06666666667,1.0,1.03636363636,20.0,31.0,55.0,59.0,92.0,85.0,1.53846153846,1.47619047619,1.25,1.34090909091,1.35294117647,1.21428571429,13.0,21.0,44.0,44.0,68.0,70.0,131.0,342.0,154.0,188.0,0.0,77.0,183.0,260.0,62.0,1.31538461538,2.0,1.02732240437,1.73023668639,2.27592671825,1.14690218213,1.47448979592,1.79045189504,1.10194633004,1.83044982699,2.4764909424,1.16315999608,1.79803719008,2.41100441397,1.15797629117,1.5625,1.953125,1.11803398875,2.179138322,3.21682323723,1.21498579259,2.36686390533,3.64132908512,1.05539132252,1.08422715101,0.0,0.0,0.0,0.0,0.0,0.0,441.0,9261.0,4.58257569496,0.0,0.0,0.0,1936.0,85184.0,6.63324958071,1936.0,85184.0,6.63324958071,67600.0,17576000.0,16.1245154966,4624.0,314432.0,8.24621125124,4900.0,343000.0,8.36660026534,30D,9H,20M
2016-09-30 06:00:00,10.0,17.0,14.0,14.0,15.0,12.0,19.0,28.0,27.0,38.0,28.0,27.0,1.9,1.64705882353,1.92857142857,2.71428571429,1.86666666667,2.25,4.0,12.0,10.0,13.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,30.0,54.0,55.0,72.0,12.0,27.0,32.0,54.0,57.0,74.0,1.09090909091,1.0,1.06666666667,1.0,1.03636363636,1.02777777778,31.0,55.0,59.0,92.0,85.0,101.0,1.47619047619,1.25,1.34090909091,1.35294117647,1.21428571429,1.20238095238,21.0,44.0,44.0,68.0,70.0,84.0,120.0,423.0,167.0,256.0,0.0,82.0,249.0,331.0,80.0,1.27794561934,2.03658536585,1.0281124498,1.63314500598,2.08707050613,1.13046256875,1.44571995465,1.73830613595,1.09653132759,1.47448979592,1.79045189504,1.10194633004,1.83044982699,2.4764909424,1.16315999608,1.79803719008,2.41100441397,1.15797629117,1.5625,1.953125,1.11803398875,2.179138322,3.21682323723,1.05701520943,1.08673049644,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,85184.0,6.63324958071,0.0,0.0,0.0,1936.0,85184.0,6.63324958071,4624.0,314432.0,8.24621125124,109561.0,36264691.0,18.1934053987,4900.0,343000.0,8.36660026534,7056.0,592704.0,9.16515138991,30D,9H,40M
2016-09-30 06:20:00,17.0,14.0,14.0,15.0,12.0,16.0,28.0,27.0,38.0,28.0,27.0,25.0,1.64705882353,1.92857142857,2.71428571429,1.86666666667,2.25,1.5625,12.0,10.0,13.0,21.0,20.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,54.0,55.0,72.0,97.0,27.0,32.0,54.0,57.0,74.0,97.0,1.0,1.06666666667,1.0,1.03636363636,1.02777777778,1.0,55.0,59.0,92.0,85.0,101.0,122.0,1.25,1.34090909091,1.35294117647,1.21428571429,1.20238095238,1.0796460177,44.0,44.0,68.0,70.0,84.0,113.0,102.0,514.0,173.0,341.0,0.0,88.0,335.0,423.0,108.0,1.21513002364,1.96590909091,1.01791044776,1.47654097435,1.79418926907,1.1023293626,1.16563552353,1.25847375107,1.03906016077,1.44571995465,1.73830613595,1.09653132759,1.47448979592,1.79045189504,1.10194633004,1.83044982699,2.4764909424,1.16315999608,1.79803719008,2.41100441397,1.15797629117,1.5625,1.953125,1.03614167966,1.05469944109,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,85184.0,6.63324958071,0.0,0.0,0.0,4624.0,314432.0,8.24621125124,4900.0,343000.0,8.36660026534,178929.0,75686967.0,20.5669638012,7056.0,592704.0,9.16515138991,12769.0,1442897.0,10.6301458127,30D,10H,0M
2016-09-30 06:40:00,14.0,14.0,15.0,12.0,16.0,14.0,27.0,38.0,28.0,27.0,25.0,27.0,1.92857142857,2.71428571429,1.86666666667,2.25,1.5625,1.92857142857,10.0,13.0,21.0,20.0,32.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,54.0,55.0,72.0,97.0,107.0,32.0,54.0,57.0,74.0,97.0,115.0,1.06666666667,1.0,1.03636363636,1.02777777778,1.0,1.07476635514,59.0,92.0,85.0,101.0,122.0,142.0,1.34090909091,1.35294117647,1.21428571429,1.20238095238,1.0796460177,1.17355371901,44.0,68.0,70.0,84.0,113.0,121.0,103.0,601.0,172.0,429.0,0.0,85.0,415.0,500.0,131.0,1.202,2.02352941176,1.03373493976,1.444804,1.736654408,1.09635760589,1.3772283314,1.61625143024,1.08330684435,1.16563552353,1.25847375107,1.03906016077,1.44571995465,1.73830613595,1.09653132759,1.47448979592,1.79045189504,1.10194633004,1.83044982699,2.4764909424,1.16315999608,1.79803719008,2.41100441397,1.06860792568,1.10465734968,0.0,0.0,0.0,0.0,0.0,0.0,4624.0,314432.0,8.24621125124,0.0,0.0,0.0,4900.0,343000.0,8.36660026534,7056.0,592704.0,9.16515138991,250000.0,125000000.0,22.360679775,12769.0,1442897.0,10.6301458127,14641.0,1771561.0,11.0,30D,10H,20M
2016-09-30 07:00:00,14.0,15.0,12.0,16.0,14.0,20.0,38.0,28.0,27.0,25.0,27.0,30.0,2.71428571429,1.86666666667,2.25,1.5625,1.92857142857,1.5,13.0,21.0,20.0,32.0,35.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,55.0,72.0,97.0,107.0,127.0,54.0,57.0,74.0,97.0,115.0,136.0,1.0,1.03636363636,1.02777777778,1.0,1.07476635514,1.07086614173,92.0,85.0,101.0,122.0,142.0,166.0,1.35294117647,1.21428571429,1.20238095238,1.0796460177,1.17355371901,1.12925170068,68.0,70.0,84.0,113.0,121.0,147.0,105.0,708.0,175.0,533.0,0.0,91.0,512.0,603.0,176.0,1.17412935323,1.92307692308,1.041015625,1.37857973813,1.61863093631,1.08357249561,1.27520940349,1.44003238761,1.06266255259,1.3772283314,1.61625143024,1.08330684435,1.16563552353,1.25847375107,1.03906016077,1.44571995465,1.73830613595,1.09653132759,1.47448979592,1.79045189504,1.10194633004,1.83044982699,2.4764909424,1.08371353149,1.12816271931,0.0,0.0,0.0,0.0,0.0,0.0,4900.0,343000.0,8.36660026534,0.0,0.0,0.0,7056.0,592704.0,9.16515138991,12769.0,1442897.0,10.6301458127,363609.0,219256227.0,24.5560583156,14641.0,1771561.0,11.0,21609.0,3176523.0,12.124355653,30D,10H,40M
