,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,etc_model0,etc_model1,etc_model2,etc_model3,etc_model4,etc_model5,no_etc_count0,no_etc_count1,no_etc_count2,no_etc_count3,no_etc_count4,no_etc_count5,no_etc_model0,no_etc_model1,no_etc_model2,no_etc_model3,no_etc_model4,no_etc_model5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,etc_all_model,etc_all_count,etc_avg_model,cargo_all_model,passenger_all_model,cargo_all_count,passenger_all_count,cargo_avg_model,passenger_avg_model,volume_all,vehicle_avg_model,day,hour,minute,week,weekend
105,23.0,26.0,21.0,36.0,26.0,22.0,67.0,51.0,38.0,65.0,61.0,34.0,2.91304347826,1.96153846154,1.80952380952,1.80555555556,2.34615384615,1.54545454545,13.0,26.0,12.0,20.0,22.0,19.0,16.0,31.0,21.0,23.0,29.0,52.0,54.0,56.0,71.0,80.0,63.0,64.0,98.0,81.0,91.0,110.0,98.0,76.0,44.0,56.0,62.0,64.0,59.0,61.0,47.0,61.0,74.0,68.0,66.0,94.0,1.06818181818,1.08928571429,1.1935483871,1.0625,1.1186440678,1.54098360656,114.0,112.0,112.0,133.0,127.0,128.0,1.70149253731,1.36585365854,1.34939759036,1.33,1.49411764706,1.5421686747,67.0,82.0,83.0,100.0,85.0,83.0,76.0,726.0,172.0,112.0,1.53571428571,316.0,410.0,154.0,346.0,2.05194805195,1.18497109827,500.0,1.452,19,13,20,2,0
106,26.0,21.0,36.0,26.0,22.0,22.0,51.0,38.0,65.0,61.0,34.0,43.0,1.96153846154,1.80952380952,1.80555555556,2.34615384615,1.54545454545,1.95454545455,26.0,12.0,20.0,22.0,19.0,13.0,31.0,21.0,23.0,29.0,52.0,16.0,56.0,71.0,80.0,63.0,64.0,77.0,81.0,91.0,110.0,98.0,76.0,103.0,56.0,62.0,64.0,59.0,61.0,68.0,61.0,74.0,68.0,66.0,94.0,76.0,1.08928571429,1.1935483871,1.0625,1.1186440678,1.54098360656,1.11764705882,112.0,112.0,133.0,127.0,128.0,119.0,1.36585365854,1.34939759036,1.33,1.49411764706,1.5421686747,1.32222222222,82.0,83.0,100.0,85.0,83.0,90.0,88.0,731.0,172.0,112.0,1.53571428571,292.0,439.0,153.0,370.0,1.90849673203,1.18648648649,523.0,1.39770554493,19,13,40,2,0
107,21.0,36.0,26.0,22.0,22.0,28.0,38.0,65.0,61.0,34.0,43.0,50.0,1.80952380952,1.80555555556,2.34615384615,1.54545454545,1.95454545455,1.78571428571,12.0,20.0,22.0,19.0,13.0,17.0,21.0,23.0,29.0,52.0,16.0,22.0,71.0,80.0,63.0,64.0,77.0,59.0,91.0,110.0,98.0,76.0,103.0,83.0,62.0,64.0,59.0,61.0,68.0,48.0,74.0,68.0,66.0,94.0,76.0,55.0,1.1935483871,1.0625,1.1186440678,1.54098360656,1.11764705882,1.14583333333,112.0,133.0,127.0,128.0,119.0,105.0,1.34939759036,1.33,1.49411764706,1.5421686747,1.32222222222,1.38157894737,83.0,100.0,85.0,83.0,90.0,76.0,89.0,724.0,163.0,103.0,1.58252427184,291.0,433.0,155.0,362.0,1.87741935484,1.19613259669,517.0,1.4003868472,19,14,0,2,0
108,36.0,26.0,22.0,22.0,28.0,19.0,65.0,61.0,34.0,43.0,50.0,28.0,1.80555555556,2.34615384615,1.54545454545,1.95454545455,1.78571428571,1.47368421053,20.0,22.0,19.0,13.0,17.0,26.0,23.0,29.0,52.0,16.0,22.0,37.0,80.0,63.0,64.0,77.0,59.0,62.0,110.0,98.0,76.0,103.0,83.0,71.0,64.0,59.0,61.0,68.0,48.0,69.0,68.0,66.0,94.0,76.0,55.0,80.0,1.0625,1.1186440678,1.54098360656,1.11764705882,1.14583333333,1.15942028986,133.0,127.0,128.0,119.0,105.0,108.0,1.33,1.49411764706,1.5421686747,1.32222222222,1.38157894737,1.22727272727,100.0,85.0,83.0,90.0,76.0,88.0,90.0,720.0,179.0,117.0,1.52991452991,281.0,439.0,153.0,369.0,1.83660130719,1.18970189702,522.0,1.37931034483,19,14,20,2,0
109,26.0,22.0,22.0,28.0,19.0,27.0,61.0,34.0,43.0,50.0,28.0,47.0,2.34615384615,1.54545454545,1.95454545455,1.78571428571,1.47368421053,1.74074074074,22.0,19.0,13.0,17.0,26.0,22.0,29.0,52.0,16.0,22.0,37.0,25.0,63.0,64.0,77.0,59.0,62.0,67.0,98.0,76.0,103.0,83.0,71.0,87.0,59.0,61.0,68.0,48.0,69.0,62.0,66.0,94.0,76.0,55.0,80.0,65.0,1.1186440678,1.54098360656,1.11764705882,1.14583333333,1.15942028986,1.04838709677,127.0,128.0,119.0,105.0,108.0,112.0,1.49411764706,1.5421686747,1.32222222222,1.38157894737,1.22727272727,1.25842696629,85.0,83.0,90.0,76.0,88.0,89.0,93.0,699.0,181.0,119.0,1.52100840336,263.0,436.0,144.0,367.0,1.82638888889,1.18801089918,511.0,1.36790606654,19,14,40,2,0
110,22.0,22.0,28.0,19.0,27.0,23.0,34.0,43.0,50.0,28.0,47.0,37.0,1.54545454545,1.95454545455,1.78571428571,1.47368421053,1.74074074074,1.60869565217,19.0,13.0,17.0,26.0,22.0,23.0,52.0,16.0,22.0,37.0,25.0,24.0,64.0,77.0,59.0,62.0,67.0,67.0,76.0,103.0,83.0,71.0,87.0,81.0,61.0,68.0,48.0,69.0,62.0,67.0,94.0,76.0,55.0,80.0,65.0,68.0,1.54098360656,1.11764705882,1.14583333333,1.15942028986,1.04838709677,1.01492537313,128.0,119.0,105.0,108.0,112.0,105.0,1.5421686747,1.32222222222,1.38157894737,1.22727272727,1.25842696629,1.16666666667,83.0,90.0,76.0,88.0,89.0,90.0,83.0,677.0,176.0,120.0,1.46666666667,239.0,438.0,141.0,375.0,1.69503546099,1.168,516.0,1.31201550388,19,15,0,2,0
111,22.0,28.0,19.0,27.0,23.0,31.0,43.0,50.0,28.0,47.0,37.0,64.0,1.95454545455,1.78571428571,1.47368421053,1.74074074074,1.60869565217,2.06451612903,13.0,17.0,26.0,22.0,23.0,17.0,16.0,22.0,37.0,25.0,24.0,26.0,77.0,59.0,62.0,67.0,67.0,76.0,103.0,83.0,71.0,87.0,81.0,114.0,68.0,48.0,69.0,62.0,67.0,62.0,76.0,55.0,80.0,65.0,68.0,76.0,1.11764705882,1.14583333333,1.15942028986,1.04838709677,1.01492537313,1.22580645161,119.0,105.0,108.0,112.0,105.0,140.0,1.32222222222,1.38157894737,1.22727272727,1.25842696629,1.16666666667,1.50537634409,90.0,76.0,88.0,89.0,90.0,93.0,99.0,689.0,150.0,118.0,1.27118644068,269.0,420.0,150.0,376.0,1.79333333333,1.1170212766,526.0,1.30988593156,19,15,20,2,0
112,28.0,19.0,27.0,23.0,31.0,14.0,50.0,28.0,47.0,37.0,64.0,25.0,1.78571428571,1.47368421053,1.74074074074,1.60869565217,2.06451612903,1.78571428571,17.0,26.0,22.0,23.0,17.0,20.0,22.0,37.0,25.0,24.0,26.0,25.0,59.0,62.0,67.0,67.0,76.0,63.0,83.0,71.0,87.0,81.0,114.0,74.0,48.0,69.0,62.0,67.0,62.0,69.0,55.0,80.0,65.0,68.0,76.0,74.0,1.14583333333,1.15942028986,1.04838709677,1.01492537313,1.22580645161,1.07246376812,105.0,108.0,112.0,105.0,140.0,99.0,1.38157894737,1.22727272727,1.25842696629,1.16666666667,1.50537634409,1.19277108434,76.0,88.0,89.0,90.0,93.0,83.0,92.0,669.0,159.0,125.0,1.272,251.0,418.0,142.0,377.0,1.7676056338,1.10875331565,519.0,1.28901734104,19,15,40,2,0
113,19.0,27.0,23.0,31.0,14.0,17.0,28.0,47.0,37.0,64.0,25.0,34.0,1.47368421053,1.74074074074,1.60869565217,2.06451612903,1.78571428571,2.0,26.0,22.0,23.0,17.0,20.0,26.0,37.0,25.0,24.0,26.0,25.0,31.0,62.0,67.0,67.0,76.0,63.0,73.0,71.0,87.0,81.0,114.0,74.0,91.0,69.0,62.0,67.0,62.0,69.0,82.0,80.0,65.0,68.0,76.0,74.0,88.0,1.15942028986,1.04838709677,1.01492537313,1.22580645161,1.07246376812,1.07317073171,108.0,112.0,105.0,140.0,99.0,122.0,1.22727272727,1.25842696629,1.16666666667,1.50537634409,1.19277108434,1.23232323232,88.0,89.0,90.0,93.0,83.0,99.0,82.0,686.0,168.0,134.0,1.25373134328,235.0,451.0,131.0,411.0,1.79389312977,1.09732360097,542.0,1.26568265683,19,16,0,2,0
114,27.0,23.0,31.0,14.0,17.0,15.0,47.0,37.0,64.0,25.0,34.0,34.0,1.74074074074,1.60869565217,2.06451612903,1.78571428571,2.0,2.26666666667,22.0,23.0,17.0,20.0,26.0,33.0,25.0,24.0,26.0,25.0,31.0,41.0,67.0,67.0,76.0,63.0,73.0,59.0,87.0,81.0,114.0,74.0,91.0,79.0,62.0,67.0,62.0,69.0,82.0,77.0,65.0,68.0,76.0,74.0,88.0,86.0,1.04838709677,1.01492537313,1.22580645161,1.07246376812,1.07317073171,1.11688311688,112.0,105.0,140.0,99.0,122.0,120.0,1.25842696629,1.16666666667,1.50537634409,1.19277108434,1.23232323232,1.30434782609,89.0,90.0,93.0,83.0,99.0,92.0,80.0,698.0,172.0,141.0,1.21985815603,241.0,457.0,127.0,419.0,1.89763779528,1.09069212411,546.0,1.27838827839,19,16,20,2,0
115,23.0,31.0,14.0,17.0,15.0,17.0,37.0,64.0,25.0,34.0,34.0,36.0,1.60869565217,2.06451612903,1.78571428571,2.0,2.26666666667,2.11764705882,23.0,17.0,20.0,26.0,33.0,18.0,24.0,26.0,25.0,31.0,41.0,18.0,67.0,76.0,63.0,73.0,59.0,64.0,81.0,114.0,74.0,91.0,79.0,87.0,67.0,62.0,69.0,82.0,77.0,65.0,68.0,76.0,74.0,88.0,86.0,69.0,1.01492537313,1.22580645161,1.07246376812,1.07317073171,1.11688311688,1.06153846154,105.0,140.0,99.0,122.0,120.0,105.0,1.16666666667,1.50537634409,1.19277108434,1.23232323232,1.30434782609,1.28048780488,90.0,93.0,83.0,99.0,92.0,82.0,85.0,691.0,165.0,137.0,1.20437956204,230.0,461.0,117.0,422.0,1.96581196581,1.09241706161,539.0,1.28200371058,19,16,40,2,0
116,31.0,14.0,17.0,15.0,17.0,9.0,64.0,25.0,34.0,34.0,36.0,12.0,2.06451612903,1.78571428571,2.0,2.26666666667,2.11764705882,1.33333333333,17.0,20.0,26.0,33.0,18.0,22.0,26.0,25.0,31.0,41.0,18.0,23.0,76.0,63.0,73.0,59.0,64.0,58.0,114.0,74.0,91.0,79.0,87.0,61.0,62.0,69.0,82.0,77.0,65.0,71.0,76.0,74.0,88.0,86.0,69.0,72.0,1.22580645161,1.07246376812,1.07317073171,1.11688311688,1.06153846154,1.01408450704,140.0,99.0,122.0,120.0,105.0,84.0,1.50537634409,1.19277108434,1.23232323232,1.30434782609,1.28048780488,1.05,93.0,83.0,99.0,92.0,82.0,80.0,90.0,670.0,164.0,136.0,1.20588235294,205.0,465.0,103.0,426.0,1.99029126214,1.09154929577,529.0,1.26654064272,19,17,0,2,0
117,14.0,17.0,15.0,17.0,9.0,15.0,25.0,34.0,34.0,36.0,12.0,25.0,1.78571428571,2.0,2.26666666667,2.11764705882,1.33333333333,1.66666666667,20.0,26.0,33.0,18.0,22.0,15.0,25.0,31.0,41.0,18.0,23.0,19.0,63.0,73.0,59.0,64.0,58.0,70.0,74.0,91.0,79.0,87.0,61.0,84.0,69.0,82.0,77.0,65.0,71.0,70.0,74.0,88.0,86.0,69.0,72.0,78.0,1.07246376812,1.07317073171,1.11688311688,1.06153846154,1.01408450704,1.11428571429,99.0,122.0,120.0,105.0,84.0,103.0,1.19277108434,1.23232323232,1.30434782609,1.28048780488,1.05,1.21176470588,83.0,99.0,92.0,82.0,80.0,85.0,108.0,633.0,157.0,134.0,1.17164179104,166.0,467.0,87.0,434.0,1.90804597701,1.07603686636,521.0,1.21497120921,19,17,20,2,0
118,17.0,15.0,17.0,9.0,15.0,7.0,34.0,34.0,36.0,12.0,25.0,10.0,2.0,2.26666666667,2.11764705882,1.33333333333,1.66666666667,1.42857142857,26.0,33.0,18.0,22.0,15.0,35.0,31.0,41.0,18.0,23.0,19.0,49.0,73.0,59.0,64.0,58.0,70.0,55.0,91.0,79.0,87.0,61.0,84.0,58.0,82.0,77.0,65.0,71.0,70.0,83.0,88.0,86.0,69.0,72.0,78.0,97.0,1.07317073171,1.11688311688,1.06153846154,1.01408450704,1.11428571429,1.1686746988,122.0,120.0,105.0,84.0,103.0,107.0,1.23232323232,1.30434782609,1.28048780488,1.05,1.21176470588,1.18888888889,99.0,92.0,82.0,80.0,85.0,90.0,112.0,641.0,181.0,149.0,1.21476510067,151.0,490.0,80.0,448.0,1.8875,1.09375,528.0,1.21401515152,19,17,40,2,0
119,15.0,17.0,9.0,15.0,7.0,11.0,34.0,36.0,12.0,25.0,10.0,18.0,2.26666666667,2.11764705882,1.33333333333,1.66666666667,1.42857142857,1.63636363636,33.0,18.0,22.0,15.0,35.0,38.0,41.0,18.0,23.0,19.0,49.0,50.0,59.0,64.0,58.0,70.0,55.0,70.0,79.0,87.0,61.0,84.0,58.0,82.0,77.0,65.0,71.0,70.0,83.0,97.0,86.0,69.0,72.0,78.0,97.0,114.0,1.11688311688,1.06153846154,1.01408450704,1.11428571429,1.1686746988,1.17525773196,120.0,105.0,84.0,103.0,107.0,132.0,1.30434782609,1.28048780488,1.05,1.21176470588,1.18888888889,1.22222222222,92.0,82.0,80.0,85.0,90.0,108.0,63.0,651.0,200.0,161.0,1.24223602484,135.0,516.0,74.0,463.0,1.82432432432,1.11447084233,537.0,1.21229050279,19,18,0,2,0
120,17.0,9.0,15.0,7.0,11.0,12.0,36.0,12.0,25.0,10.0,18.0,24.0,2.11764705882,1.33333333333,1.66666666667,1.42857142857,1.63636363636,2.0,18.0,22.0,15.0,35.0,38.0,41.0,18.0,23.0,19.0,49.0,50.0,62.0,64.0,58.0,70.0,55.0,70.0,71.0,87.0,61.0,84.0,58.0,82.0,83.0,65.0,71.0,70.0,83.0,97.0,100.0,69.0,72.0,78.0,97.0,114.0,121.0,1.06153846154,1.01408450704,1.11428571429,1.1686746988,1.17525773196,1.21,105.0,84.0,103.0,107.0,132.0,145.0,1.28048780488,1.05,1.21176470588,1.18888888889,1.22222222222,1.29464285714,82.0,80.0,85.0,90.0,108.0,112.0,76.0,676.0,221.0,169.0,1.30769230769,125.0,551.0,71.0,486.0,1.76056338028,1.13374485597,557.0,1.21364452424,19,18,20,2,0
121,9.0,15.0,7.0,11.0,12.0,11.0,12.0,25.0,10.0,18.0,24.0,20.0,1.33333333333,1.66666666667,1.42857142857,1.63636363636,2.0,1.81818181818,22.0,15.0,35.0,38.0,41.0,25.0,23.0,19.0,49.0,50.0,62.0,25.0,58.0,70.0,55.0,70.0,71.0,38.0,61.0,84.0,58.0,82.0,83.0,47.0,71.0,70.0,83.0,97.0,100.0,52.0,72.0,78.0,97.0,114.0,121.0,52.0,1.01408450704,1.11428571429,1.1686746988,1.17525773196,1.21,1.0,84.0,103.0,107.0,132.0,145.0,72.0,1.05,1.21176470588,1.18888888889,1.22222222222,1.29464285714,1.14285714286,80.0,85.0,90.0,108.0,112.0,63.0,73.0,643.0,228.0,176.0,1.29545454545,109.0,534.0,65.0,473.0,1.67692307692,1.1289640592,538.0,1.19516728625,19,18,40,2,0
122,15.0,7.0,11.0,12.0,11.0,9.0,25.0,10.0,18.0,24.0,20.0,13.0,1.66666666667,1.42857142857,1.63636363636,2.0,1.81818181818,1.44444444444,15.0,35.0,38.0,41.0,25.0,20.0,19.0,49.0,50.0,62.0,25.0,23.0,70.0,55.0,70.0,71.0,38.0,56.0,84.0,58.0,82.0,83.0,47.0,60.0,70.0,83.0,97.0,100.0,52.0,67.0,78.0,97.0,114.0,121.0,52.0,70.0,1.11428571429,1.1686746988,1.17525773196,1.21,1.0,1.0447761194,103.0,107.0,132.0,145.0,72.0,83.0,1.21176470588,1.18888888889,1.22222222222,1.29464285714,1.14285714286,1.09210526316,85.0,90.0,108.0,112.0,63.0,76.0,42.0,642.0,228.0,174.0,1.31034482759,110.0,532.0,65.0,469.0,1.69230769231,1.13432835821,534.0,1.20224719101,19,19,0,2,0
123,7.0,11.0,12.0,11.0,9.0,8.0,10.0,18.0,24.0,20.0,13.0,14.0,1.42857142857,1.63636363636,2.0,1.81818181818,1.44444444444,1.75,35.0,38.0,41.0,25.0,20.0,24.0,49.0,50.0,62.0,25.0,23.0,25.0,55.0,70.0,71.0,38.0,56.0,49.0,58.0,82.0,83.0,47.0,60.0,57.0,83.0,97.0,100.0,52.0,67.0,65.0,97.0,114.0,121.0,52.0,70.0,68.0,1.1686746988,1.17525773196,1.21,1.0,1.0447761194,1.04615384615,107.0,132.0,145.0,72.0,83.0,82.0,1.18888888889,1.22222222222,1.29464285714,1.14285714286,1.09210526316,1.12328767123,90.0,108.0,112.0,63.0,76.0,73.0,62.0,621.0,234.0,183.0,1.27868852459,99.0,522.0,58.0,464.0,1.70689655172,1.125,522.0,1.18965517241,19,19,20,2,0
124,11.0,12.0,11.0,9.0,8.0,10.0,18.0,24.0,20.0,13.0,14.0,26.0,1.63636363636,2.0,1.81818181818,1.44444444444,1.75,2.6,38.0,41.0,25.0,20.0,24.0,13.0,50.0,62.0,25.0,23.0,25.0,17.0,70.0,71.0,38.0,56.0,49.0,29.0,82.0,83.0,47.0,60.0,57.0,45.0,97.0,100.0,52.0,67.0,65.0,32.0,114.0,121.0,52.0,70.0,68.0,36.0,1.17525773196,1.21,1.0,1.0447761194,1.04615384615,1.125,132.0,145.0,72.0,83.0,82.0,62.0,1.22222222222,1.29464285714,1.14285714286,1.09210526316,1.12328767123,1.47619047619,108.0,112.0,63.0,76.0,73.0,42.0,46.0,576.0,202.0,161.0,1.25465838509,115.0,461.0,61.0,413.0,1.88524590164,1.11622276029,474.0,1.21518987342,19,19,40,2,0
125,12.0,11.0,9.0,8.0,10.0,14.0,24.0,20.0,13.0,14.0,26.0,27.0,2.0,1.81818181818,1.44444444444,1.75,2.6,1.92857142857,41.0,25.0,20.0,24.0,13.0,11.0,62.0,25.0,23.0,25.0,17.0,11.0,71.0,38.0,56.0,49.0,29.0,51.0,83.0,47.0,60.0,57.0,45.0,65.0,100.0,52.0,67.0,65.0,32.0,48.0,121.0,52.0,70.0,68.0,36.0,49.0,1.21,1.0,1.0447761194,1.04615384615,1.125,1.02083333333,145.0,72.0,83.0,82.0,62.0,76.0,1.29464285714,1.14285714286,1.09210526316,1.12328767123,1.47619047619,1.22580645161,112.0,63.0,76.0,73.0,42.0,62.0,27.0,520.0,163.0,134.0,1.21641791045,124.0,396.0,64.0,364.0,1.9375,1.08791208791,428.0,1.21495327103,19,20,0,2,0
126,11.0,9.0,8.0,10.0,14.0,12.0,20.0,13.0,14.0,26.0,27.0,26.0,1.81818181818,1.44444444444,1.75,2.6,1.92857142857,2.16666666667,25.0,20.0,24.0,13.0,11.0,12.0,25.0,23.0,25.0,17.0,11.0,13.0,38.0,56.0,49.0,29.0,51.0,34.0,47.0,60.0,57.0,45.0,65.0,48.0,52.0,67.0,65.0,32.0,48.0,34.0,52.0,70.0,68.0,36.0,49.0,35.0,1.0,1.0447761194,1.04615384615,1.125,1.02083333333,1.02941176471,72.0,83.0,82.0,62.0,76.0,61.0,1.14285714286,1.09210526316,1.12328767123,1.47619047619,1.22580645161,1.32608695652,63.0,76.0,73.0,42.0,62.0,46.0,38.0,436.0,114.0,105.0,1.08571428571,126.0,310.0,64.0,298.0,1.96875,1.04026845638,362.0,1.2044198895,19,20,20,2,0
127,9.0,8.0,10.0,14.0,12.0,5.0,13.0,14.0,26.0,27.0,26.0,16.0,1.44444444444,1.75,2.6,1.92857142857,2.16666666667,3.2,20.0,24.0,13.0,11.0,12.0,12.0,23.0,25.0,17.0,11.0,13.0,13.0,56.0,49.0,29.0,51.0,34.0,15.0,60.0,57.0,45.0,65.0,48.0,26.0,67.0,65.0,32.0,48.0,34.0,22.0,70.0,68.0,36.0,49.0,35.0,23.0,1.0447761194,1.04615384615,1.125,1.02083333333,1.02941176471,1.04545454545,83.0,82.0,62.0,76.0,61.0,39.0,1.09210526316,1.12328767123,1.47619047619,1.22580645161,1.32608695652,1.44444444444,76.0,73.0,42.0,62.0,46.0,27.0,28.0,403.0,102.0,92.0,1.10869565217,122.0,281.0,58.0,268.0,2.10344827586,1.04850746269,326.0,1.23619631902,19,20,40,2,0
128,8.0,10.0,14.0,12.0,5.0,10.0,14.0,26.0,27.0,26.0,16.0,24.0,1.75,2.6,1.92857142857,2.16666666667,3.2,2.4,24.0,13.0,11.0,12.0,12.0,12.0,25.0,17.0,11.0,13.0,13.0,12.0,49.0,29.0,51.0,34.0,15.0,26.0,57.0,45.0,65.0,48.0,26.0,40.0,65.0,32.0,48.0,34.0,22.0,28.0,68.0,36.0,49.0,35.0,23.0,28.0,1.04615384615,1.125,1.02083333333,1.02941176471,1.04545454545,1.0,82.0,62.0,76.0,61.0,39.0,52.0,1.12328767123,1.47619047619,1.22580645161,1.32608695652,1.44444444444,1.36842105263,73.0,42.0,62.0,46.0,27.0,38.0,25.0,372.0,91.0,84.0,1.08333333333,133.0,239.0,59.0,229.0,2.25423728814,1.04366812227,288.0,1.29166666667,19,21,0,2,0
129,10.0,14.0,12.0,5.0,10.0,5.0,26.0,27.0,26.0,16.0,24.0,7.0,2.6,1.92857142857,2.16666666667,3.2,2.4,1.4,13.0,11.0,12.0,12.0,12.0,7.0,17.0,11.0,13.0,13.0,12.0,7.0,29.0,51.0,34.0,15.0,26.0,21.0,45.0,65.0,48.0,26.0,40.0,23.0,32.0,48.0,34.0,22.0,28.0,23.0,36.0,49.0,35.0,23.0,28.0,23.0,1.125,1.02083333333,1.02941176471,1.04545454545,1.0,1.0,62.0,76.0,61.0,39.0,52.0,30.0,1.47619047619,1.22580645161,1.32608695652,1.44444444444,1.36842105263,1.07142857143,42.0,62.0,46.0,27.0,38.0,28.0,40.0,320.0,73.0,67.0,1.08955223881,126.0,194.0,56.0,187.0,2.25,1.03743315508,243.0,1.31687242798,19,21,20,2,0
130,14.0,12.0,5.0,10.0,5.0,2.0,27.0,26.0,16.0,24.0,7.0,4.0,1.92857142857,2.16666666667,3.2,2.4,1.4,2.0,11.0,12.0,12.0,12.0,7.0,8.0,11.0,13.0,13.0,12.0,7.0,8.0,51.0,34.0,15.0,26.0,21.0,17.0,65.0,48.0,26.0,40.0,23.0,19.0,48.0,34.0,22.0,28.0,23.0,23.0,49.0,35.0,23.0,28.0,23.0,23.0,1.02083333333,1.02941176471,1.04545454545,1.0,1.0,1.0,76.0,61.0,39.0,52.0,30.0,27.0,1.22580645161,1.32608695652,1.44444444444,1.36842105263,1.07142857143,1.08,62.0,46.0,27.0,38.0,28.0,25.0,34.0,285.0,64.0,62.0,1.03225806452,104.0,181.0,48.0,178.0,2.16666666667,1.01685393258,226.0,1.2610619469,19,21,40,2,0
131,12.0,5.0,10.0,5.0,2.0,4.0,26.0,16.0,24.0,7.0,4.0,13.0,2.16666666667,3.2,2.4,1.4,2.0,3.25,12.0,12.0,12.0,7.0,8.0,9.0,13.0,13.0,12.0,7.0,8.0,9.0,34.0,15.0,26.0,21.0,17.0,31.0,48.0,26.0,40.0,23.0,19.0,41.0,34.0,22.0,28.0,23.0,23.0,36.0,35.0,23.0,28.0,23.0,23.0,37.0,1.02941176471,1.04545454545,1.0,1.0,1.0,1.02777777778,61.0,39.0,52.0,30.0,27.0,50.0,1.32608695652,1.44444444444,1.36842105263,1.07142857143,1.08,1.25,46.0,27.0,38.0,28.0,25.0,40.0,28.0,259.0,62.0,60.0,1.03333333333,90.0,169.0,38.0,166.0,2.36842105263,1.01807228916,204.0,1.26960784314,19,22,0,2,0
132,5.0,10.0,5.0,2.0,4.0,4.0,16.0,24.0,7.0,4.0,13.0,8.0,3.2,2.4,1.4,2.0,3.25,2.0,12.0,12.0,7.0,8.0,9.0,10.0,13.0,12.0,7.0,8.0,9.0,12.0,15.0,26.0,21.0,17.0,31.0,24.0,26.0,40.0,23.0,19.0,41.0,28.0,22.0,28.0,23.0,23.0,36.0,30.0,23.0,28.0,23.0,23.0,37.0,32.0,1.04545454545,1.0,1.0,1.0,1.02777777778,1.06666666667,39.0,52.0,30.0,27.0,50.0,40.0,1.44444444444,1.36842105263,1.07142857143,1.08,1.25,1.17647058824,27.0,38.0,28.0,25.0,40.0,34.0,21.0,238.0,61.0,58.0,1.05172413793,72.0,166.0,30.0,162.0,2.4,1.02469135802,192.0,1.23958333333,19,22,20,2,0
133,10.0,5.0,2.0,4.0,4.0,8.0,24.0,7.0,4.0,13.0,8.0,25.0,2.4,1.4,2.0,3.25,2.0,3.125,12.0,7.0,8.0,9.0,10.0,7.0,12.0,7.0,8.0,9.0,12.0,7.0,26.0,21.0,17.0,31.0,24.0,21.0,40.0,23.0,19.0,41.0,28.0,38.0,28.0,23.0,23.0,36.0,30.0,20.0,28.0,23.0,23.0,37.0,32.0,20.0,1.0,1.0,1.0,1.02777777778,1.06666666667,1.0,52.0,30.0,27.0,50.0,40.0,45.0,1.36842105263,1.07142857143,1.08,1.25,1.17647058824,1.60714285714,38.0,28.0,25.0,40.0,34.0,28.0,20.0,244.0,55.0,53.0,1.03773584906,81.0,163.0,33.0,160.0,2.45454545455,1.01875,193.0,1.26424870466,19,22,40,2,0
134,5.0,2.0,4.0,4.0,8.0,7.0,7.0,4.0,13.0,8.0,25.0,10.0,1.4,2.0,3.25,2.0,3.125,1.42857142857,7.0,8.0,9.0,10.0,7.0,4.0,7.0,8.0,9.0,12.0,7.0,4.0,21.0,17.0,31.0,24.0,21.0,17.0,23.0,19.0,41.0,28.0,38.0,20.0,23.0,23.0,36.0,30.0,20.0,14.0,23.0,23.0,37.0,32.0,20.0,14.0,1.0,1.0,1.02777777778,1.06666666667,1.0,1.0,30.0,27.0,50.0,40.0,45.0,24.0,1.07142857143,1.08,1.25,1.17647058824,1.60714285714,1.14285714286,28.0,25.0,40.0,34.0,28.0,21.0,8.0,216.0,47.0,45.0,1.04444444444,67.0,149.0,30.0,146.0,2.23333333333,1.02054794521,176.0,1.22727272727,19,23,0,2,0
135,2.0,4.0,4.0,8.0,7.0,5.0,4.0,13.0,8.0,25.0,10.0,11.0,2.0,3.25,2.0,3.125,1.42857142857,2.2,8.0,9.0,10.0,7.0,4.0,5.0,8.0,9.0,12.0,7.0,4.0,5.0,17.0,31.0,24.0,21.0,17.0,15.0,19.0,41.0,28.0,38.0,20.0,21.0,23.0,36.0,30.0,20.0,14.0,15.0,23.0,37.0,32.0,20.0,14.0,15.0,1.0,1.02777777778,1.06666666667,1.0,1.0,1.0,27.0,50.0,40.0,45.0,24.0,26.0,1.08,1.25,1.17647058824,1.60714285714,1.14285714286,1.3,25.0,40.0,34.0,28.0,21.0,20.0,23.0,212.0,45.0,43.0,1.04651162791,71.0,141.0,30.0,138.0,2.36666666667,1.02173913043,168.0,1.2619047619,19,23,20,2,0
