,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,no_count0,no_count1,no_count2,no_count3,no_count4,no_count5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,cargo_all_model,passenger_all_model,no_all_count,cargo_all_count,passenger_all_count,volume_all,etc_all_count,vehicle_all_model_avg,cargo_all_model_avg,passenger_all_model_avg,month,day,hour,minute
2016-09-20 20:40:00,7.0,8.0,7.0,6.0,5.0,11.0,19.0,28.0,19.0,13.0,12.0,28.0,2.71428571429,3.5,2.71428571429,2.16666666667,2.4,2.54545454545,14.0,10.0,12.0,14.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,35.0,33.0,27.0,19.0,30.0,34.0,35.0,36.0,29.0,19.0,1.0,1.0303030303,1.0,1.09090909091,1.07407407407,1.0,49.0,62.0,54.0,49.0,41.0,47.0,1.32432432432,1.51219512195,1.28571428571,1.25641025641,1.28125,1.56666666667,37.0,41.0,42.0,39.0,32.0,30.0,64.0,302.0,119.0,183.0,0.0,44.0,177.0,221.0,67.0,1.3665158371,2.70454545455,2.70454545455,9,21,0,20
2016-09-20 21:00:00,8.0,7.0,6.0,5.0,11.0,6.0,28.0,19.0,13.0,12.0,28.0,11.0,3.5,2.71428571429,2.16666666667,2.4,2.54545454545,1.83333333333,10.0,12.0,14.0,13.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,35.0,33.0,27.0,19.0,18.0,34.0,35.0,36.0,29.0,19.0,18.0,1.0303030303,1.0,1.09090909091,1.07407407407,1.0,1.0,62.0,54.0,49.0,41.0,47.0,29.0,1.51219512195,1.28571428571,1.25641025641,1.28125,1.56666666667,1.20833333333,41.0,42.0,39.0,32.0,30.0,24.0,41.0,282.0,111.0,171.0,0.0,43.0,165.0,208.0,59.0,1.35576923077,2.58139534884,2.58139534884,9,21,0,40
2016-09-20 21:20:00,7.0,6.0,5.0,11.0,6.0,5.0,19.0,13.0,12.0,28.0,11.0,11.0,2.71428571429,2.16666666667,2.4,2.54545454545,1.83333333333,2.2,12.0,14.0,13.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,33.0,27.0,19.0,18.0,7.0,35.0,36.0,29.0,19.0,18.0,7.0,1.0,1.09090909091,1.07407407407,1.0,1.0,1.0,54.0,49.0,41.0,47.0,29.0,18.0,1.28571428571,1.25641025641,1.28125,1.56666666667,1.20833333333,1.5,42.0,39.0,32.0,30.0,24.0,12.0,9.0,238.0,94.0,144.0,0.0,40.0,139.0,179.0,51.0,1.32960893855,2.35,2.35,9,21,1,0
2016-09-20 21:40:00,6.0,5.0,11.0,6.0,5.0,6.0,13.0,12.0,28.0,11.0,11.0,17.0,2.16666666667,2.4,2.54545454545,1.83333333333,2.2,2.83333333333,14.0,13.0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,27.0,19.0,18.0,7.0,16.0,36.0,29.0,19.0,18.0,7.0,16.0,1.09090909091,1.07407407407,1.0,1.0,1.0,1.0,49.0,41.0,47.0,29.0,18.0,33.0,1.25641025641,1.28125,1.56666666667,1.20833333333,1.5,1.5,39.0,32.0,30.0,24.0,12.0,22.0,8.0,217.0,92.0,125.0,0.0,39.0,120.0,159.0,43.0,1.36477987421,2.35897435897,2.35897435897,9,21,1,20
2016-09-20 22:00:00,5.0,11.0,6.0,5.0,6.0,2.0,12.0,28.0,11.0,11.0,17.0,6.0,2.4,2.54545454545,1.83333333333,2.2,2.83333333333,3.0,13.0,4.0,6.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,19.0,18.0,7.0,16.0,12.0,29.0,19.0,18.0,7.0,16.0,12.0,1.07407407407,1.0,1.0,1.0,1.0,1.0,41.0,47.0,29.0,18.0,33.0,18.0,1.28125,1.56666666667,1.20833333333,1.5,1.5,1.28571428571,32.0,30.0,24.0,12.0,22.0,14.0,13.0,186.0,85.0,101.0,0.0,35.0,99.0,134.0,34.0,1.38805970149,2.42857142857,2.42857142857,9,21,1,40
2016-09-20 22:20:00,11.0,6.0,5.0,6.0,2.0,20.0,28.0,11.0,11.0,17.0,6.0,37.0,2.54545454545,1.83333333333,2.2,2.83333333333,3.0,1.85,4.0,6.0,2.0,4.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,7.0,16.0,12.0,77.0,19.0,18.0,7.0,16.0,12.0,87.0,1.0,1.0,1.0,1.0,1.0,1.12987012987,47.0,29.0,18.0,33.0,18.0,124.0,1.56666666667,1.20833333333,1.5,1.5,1.28571428571,1.27835051546,30.0,24.0,12.0,22.0,14.0,97.0,10.0,269.0,110.0,159.0,0.0,50.0,149.0,199.0,43.0,1.35175879397,2.2,2.2,9,21,2,0
2016-09-20 22:40:00,6.0,5.0,6.0,2.0,20.0,23.0,11.0,11.0,17.0,6.0,37.0,51.0,1.83333333333,2.2,2.83333333333,3.0,1.85,2.21739130435,6.0,2.0,4.0,5.0,22.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,16.0,12.0,77.0,41.0,18.0,7.0,16.0,12.0,87.0,50.0,1.0,1.0,1.0,1.0,1.12987012987,1.21951219512,29.0,18.0,33.0,18.0,124.0,101.0,1.20833333333,1.5,1.5,1.28571428571,1.27835051546,1.578125,24.0,12.0,22.0,14.0,97.0,64.0,7.0,323.0,133.0,190.0,0.0,62.0,171.0,233.0,52.0,1.38626609442,2.14516129032,2.14516129032,9,21,2,20
2016-09-20 23:00:00,5.0,6.0,2.0,20.0,23.0,13.0,11.0,17.0,6.0,37.0,51.0,38.0,2.2,2.83333333333,3.0,1.85,2.21739130435,2.92307692308,2.0,4.0,5.0,22.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,12.0,77.0,41.0,28.0,7.0,16.0,12.0,87.0,50.0,38.0,1.0,1.0,1.0,1.12987012987,1.21951219512,1.35714285714,18.0,33.0,18.0,124.0,101.0,76.0,1.5,1.5,1.28571428571,1.27835051546,1.578125,1.85365853659,12.0,22.0,14.0,97.0,64.0,41.0,10.0,370.0,160.0,210.0,0.0,69.0,181.0,250.0,58.0,1.48,2.31884057971,2.31884057971,9,21,2,40
2016-09-20 23:20:00,6.0,2.0,20.0,23.0,13.0,2.0,17.0,6.0,37.0,51.0,38.0,3.0,2.83333333333,3.0,1.85,2.21739130435,2.92307692308,1.5,4.0,5.0,22.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,77.0,41.0,28.0,7.0,16.0,12.0,87.0,50.0,38.0,7.0,1.0,1.0,1.12987012987,1.21951219512,1.35714285714,1.0,33.0,18.0,124.0,101.0,76.0,10.0,1.5,1.28571428571,1.27835051546,1.578125,1.85365853659,1.11111111111,22.0,14.0,97.0,64.0,41.0,9.0,12.0,362.0,152.0,210.0,0.0,66.0,181.0,247.0,57.0,1.46558704453,2.30303030303,2.30303030303,9,21,3,0
2016-09-20 23:40:00,2.0,20.0,23.0,13.0,2.0,6.0,6.0,37.0,51.0,38.0,3.0,15.0,3.0,1.85,2.21739130435,2.92307692308,1.5,2.5,5.0,22.0,13.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,77.0,41.0,28.0,7.0,2.0,12.0,87.0,50.0,38.0,7.0,2.0,1.0,1.12987012987,1.21951219512,1.35714285714,1.0,1.0,18.0,124.0,101.0,76.0,10.0,17.0,1.28571428571,1.27835051546,1.578125,1.85365853659,1.11111111111,2.125,14.0,97.0,64.0,41.0,9.0,8.0,15.0,346.0,150.0,196.0,0.0,66.0,167.0,233.0,54.0,1.48497854077,2.27272727273,2.27272727273,9,21,3,20
2016-09-21 00:00:00,20.0,23.0,13.0,2.0,6.0,6.0,37.0,51.0,38.0,3.0,15.0,14.0,1.85,2.21739130435,2.92307692308,1.5,2.5,2.33333333333,22.0,13.0,12.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,41.0,28.0,7.0,2.0,7.0,87.0,50.0,38.0,7.0,2.0,7.0,1.12987012987,1.21951219512,1.35714285714,1.0,1.0,1.0,124.0,101.0,76.0,10.0,17.0,21.0,1.27835051546,1.578125,1.85365853659,1.11111111111,2.125,1.61538461538,97.0,64.0,41.0,9.0,8.0,13.0,19.0,349.0,158.0,191.0,0.0,70.0,162.0,232.0,51.0,1.50431034483,2.25714285714,2.25714285714,9,21,3,40
2016-09-21 00:20:00,23.0,13.0,2.0,6.0,6.0,5.0,51.0,38.0,3.0,15.0,14.0,13.0,2.21739130435,2.92307692308,1.5,2.5,2.33333333333,2.6,13.0,12.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,28.0,7.0,2.0,7.0,5.0,50.0,38.0,7.0,2.0,7.0,5.0,1.21951219512,1.35714285714,1.0,1.0,1.0,1.0,101.0,76.0,10.0,17.0,21.0,18.0,1.578125,1.85365853659,1.11111111111,2.125,1.61538461538,1.8,64.0,41.0,9.0,8.0,13.0,10.0,18.0,243.0,134.0,109.0,0.0,55.0,90.0,145.0,30.0,1.67586206897,2.43636363636,2.43636363636,9,21,4,0
2016-09-21 00:40:00,13.0,2.0,6.0,6.0,5.0,3.0,38.0,3.0,15.0,14.0,13.0,8.0,2.92307692308,1.5,2.5,2.33333333333,2.6,2.66666666667,12.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,2.0,7.0,5.0,4.0,38.0,7.0,2.0,7.0,5.0,4.0,1.35714285714,1.0,1.0,1.0,1.0,1.0,76.0,10.0,17.0,21.0,18.0,12.0,1.85365853659,1.11111111111,2.125,1.61538461538,1.8,1.71428571429,41.0,9.0,8.0,13.0,10.0,7.0,18.0,154.0,91.0,63.0,0.0,35.0,53.0,88.0,18.0,1.75,2.6,2.6,9,21,4,20
2016-09-21 01:00:00,2.0,6.0,6.0,5.0,3.0,4.0,3.0,15.0,14.0,13.0,8.0,4.0,1.5,2.5,2.33333333333,2.6,2.66666666667,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,5.0,4.0,6.0,7.0,2.0,7.0,5.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.16666666667,10.0,17.0,21.0,18.0,12.0,11.0,1.11111111111,2.125,1.61538461538,1.8,1.71428571429,1.1,9.0,8.0,13.0,10.0,7.0,10.0,18.0,89.0,57.0,32.0,0.0,26.0,31.0,57.0,7.0,1.56140350877,2.19230769231,2.19230769231,9,21,4,40
2016-09-21 01:20:00,6.0,6.0,5.0,3.0,4.0,7.0,15.0,14.0,13.0,8.0,4.0,18.0,2.5,2.33333333333,2.6,2.66666666667,1.0,2.57142857143,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0,6.0,5.0,2.0,7.0,5.0,4.0,7.0,5.0,1.0,1.0,1.0,1.0,1.16666666667,1.0,17.0,21.0,18.0,12.0,11.0,23.0,2.125,1.61538461538,1.8,1.71428571429,1.1,1.91666666667,8.0,13.0,10.0,7.0,10.0,12.0,31.0,102.0,72.0,30.0,0.0,31.0,29.0,60.0,7.0,1.7,2.32258064516,2.32258064516,9,21,5,0
2016-09-21 01:40:00,6.0,5.0,3.0,4.0,7.0,11.0,14.0,13.0,8.0,4.0,18.0,27.0,2.33333333333,2.6,2.66666666667,1.0,2.57142857143,2.45454545455,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,6.0,5.0,4.0,7.0,5.0,4.0,7.0,5.0,4.0,1.0,1.0,1.0,1.16666666667,1.0,1.0,21.0,18.0,12.0,11.0,23.0,31.0,1.61538461538,1.8,1.71428571429,1.1,1.91666666667,2.06666666667,13.0,10.0,7.0,10.0,12.0,15.0,28.0,116.0,84.0,32.0,0.0,36.0,31.0,67.0,6.0,1.73134328358,2.33333333333,2.33333333333,9,21,5,20
2016-09-21 02:00:00,5.0,3.0,4.0,7.0,11.0,15.0,13.0,8.0,4.0,18.0,27.0,25.0,2.6,2.66666666667,1.0,2.57142857143,2.45454545455,1.66666666667,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,5.0,4.0,4.0,5.0,4.0,7.0,5.0,4.0,4.0,1.0,1.0,1.16666666667,1.0,1.0,1.0,18.0,12.0,11.0,23.0,31.0,29.0,1.8,1.71428571429,1.1,1.91666666667,2.06666666667,1.52631578947,10.0,7.0,10.0,12.0,15.0,19.0,30.0,124.0,95.0,29.0,0.0,45.0,28.0,73.0,4.0,1.69863013699,2.11111111111,2.11111111111,9,21,5,40
2016-09-21 02:20:00,3.0,4.0,7.0,11.0,15.0,10.0,8.0,4.0,18.0,27.0,25.0,14.0,2.66666666667,1.0,2.57142857143,2.45454545455,1.66666666667,1.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,4.0,4.0,8.0,4.0,7.0,5.0,4.0,4.0,8.0,1.0,1.16666666667,1.0,1.0,1.0,1.0,12.0,11.0,23.0,31.0,29.0,22.0,1.71428571429,1.1,1.91666666667,2.06666666667,1.52631578947,1.22222222222,7.0,10.0,12.0,15.0,19.0,18.0,36.0,128.0,96.0,32.0,0.0,50.0,31.0,81.0,3.0,1.58024691358,1.92,1.92,9,21,6,0
2016-09-21 02:40:00,4.0,7.0,11.0,15.0,10.0,9.0,4.0,18.0,27.0,25.0,14.0,14.0,1.0,2.57142857143,2.45454545455,1.66666666667,1.4,1.55555555556,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,4.0,8.0,9.0,7.0,5.0,4.0,4.0,8.0,9.0,1.16666666667,1.0,1.0,1.0,1.0,1.0,11.0,23.0,31.0,29.0,22.0,23.0,1.1,1.91666666667,2.06666666667,1.52631578947,1.22222222222,1.27777777778,10.0,12.0,15.0,19.0,18.0,18.0,50.0,139.0,102.0,37.0,0.0,56.0,36.0,92.0,5.0,1.51086956522,1.82142857143,1.82142857143,9,21,6,20
2016-09-21 03:00:00,7.0,11.0,15.0,10.0,9.0,14.0,18.0,27.0,25.0,14.0,14.0,29.0,2.57142857143,2.45454545455,1.66666666667,1.4,1.55555555556,2.07142857143,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,8.0,9.0,4.0,5.0,4.0,4.0,8.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,31.0,29.0,22.0,23.0,33.0,1.91666666667,2.06666666667,1.52631578947,1.22222222222,1.27777777778,1.83333333333,12.0,15.0,19.0,18.0,18.0,18.0,71.0,161.0,127.0,34.0,0.0,66.0,34.0,100.0,4.0,1.61,1.92424242424,1.92424242424,9,21,6,40
2016-09-21 03:20:00,11.0,15.0,10.0,9.0,14.0,16.0,27.0,25.0,14.0,14.0,29.0,39.0,2.45454545455,1.66666666667,1.4,1.55555555556,2.07142857143,2.4375,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,9.0,4.0,15.0,4.0,4.0,8.0,9.0,4.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,29.0,22.0,23.0,33.0,54.0,2.06666666667,1.52631578947,1.22222222222,1.27777777778,1.83333333333,1.74193548387,15.0,19.0,18.0,18.0,18.0,31.0,77.0,192.0,148.0,44.0,0.0,75.0,44.0,119.0,4.0,1.61344537815,1.97333333333,1.97333333333,9,21,7,0
2016-09-21 03:40:00,15.0,10.0,9.0,14.0,16.0,22.0,25.0,14.0,14.0,29.0,39.0,39.0,1.66666666667,1.4,1.55555555556,2.07142857143,2.4375,1.77272727273,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,9.0,4.0,15.0,6.0,4.0,8.0,9.0,4.0,15.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,22.0,23.0,33.0,54.0,45.0,1.52631578947,1.22222222222,1.27777777778,1.83333333333,1.74193548387,1.60714285714,19.0,18.0,18.0,18.0,31.0,28.0,94.0,206.0,160.0,46.0,0.0,86.0,46.0,132.0,5.0,1.56060606061,1.86046511628,1.86046511628,9,21,7,20
2016-09-21 04:00:00,10.0,9.0,14.0,16.0,22.0,24.0,14.0,14.0,29.0,39.0,39.0,54.0,1.4,1.55555555556,2.07142857143,2.4375,1.77272727273,2.25,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,4.0,15.0,6.0,6.0,8.0,9.0,4.0,15.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,23.0,33.0,54.0,45.0,60.0,1.22222222222,1.27777777778,1.83333333333,1.74193548387,1.60714285714,2.0,18.0,18.0,18.0,31.0,28.0,30.0,99.0,237.0,189.0,48.0,0.0,95.0,48.0,143.0,5.0,1.65734265734,1.98947368421,1.98947368421,9,21,7,40
2016-09-21 04:20:00,9.0,14.0,16.0,22.0,24.0,14.0,14.0,29.0,39.0,39.0,54.0,34.0,1.55555555556,2.07142857143,2.4375,1.77272727273,2.25,2.42857142857,3.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,15.0,6.0,6.0,22.0,9.0,4.0,15.0,6.0,6.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,33.0,54.0,45.0,60.0,56.0,1.27777777778,1.83333333333,1.74193548387,1.60714285714,2.0,1.55555555556,18.0,18.0,31.0,28.0,30.0,36.0,100.0,271.0,209.0,62.0,0.0,99.0,62.0,161.0,9.0,1.68322981366,2.11111111111,2.11111111111,9,21,8,0
2016-09-21 04:40:00,14.0,16.0,22.0,24.0,14.0,25.0,29.0,39.0,39.0,54.0,34.0,41.0,2.07142857143,2.4375,1.77272727273,2.25,2.42857142857,1.64,0.0,1.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,6.0,6.0,22.0,25.0,4.0,15.0,6.0,6.0,22.0,26.0,1.0,1.0,1.0,1.0,1.0,1.04,33.0,54.0,45.0,60.0,56.0,67.0,1.83333333333,1.74193548387,1.60714285714,2.0,1.55555555556,1.34,18.0,31.0,28.0,30.0,36.0,50.0,105.0,315.0,236.0,79.0,0.0,115.0,78.0,193.0,11.0,1.63212435233,2.05217391304,2.05217391304,9,21,8,20
2016-09-21 05:00:00,16.0,22.0,24.0,14.0,25.0,27.0,39.0,39.0,54.0,34.0,41.0,60.0,2.4375,1.77272727273,2.25,2.42857142857,1.64,2.22222222222,1.0,1.0,0.0,4.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,6.0,22.0,25.0,44.0,15.0,6.0,6.0,22.0,26.0,44.0,1.0,1.0,1.0,1.0,1.04,1.0,54.0,45.0,60.0,56.0,67.0,104.0,1.74193548387,1.60714285714,2.0,1.55555555556,1.34,1.46478873239,31.0,28.0,30.0,36.0,50.0,71.0,119.0,386.0,267.0,119.0,0.0,128.0,118.0,246.0,25.0,1.56910569106,2.0859375,2.0859375,9,21,8,40
2016-09-21 05:20:00,22.0,24.0,14.0,25.0,27.0,20.0,39.0,54.0,34.0,41.0,60.0,38.0,1.77272727273,2.25,2.42857142857,1.64,2.22222222222,1.9,1.0,0.0,4.0,5.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,22.0,25.0,44.0,57.0,6.0,6.0,22.0,26.0,44.0,58.0,1.0,1.0,1.0,1.04,1.0,1.01754385965,45.0,60.0,56.0,67.0,104.0,96.0,1.60714285714,2.0,1.55555555556,1.34,1.46478873239,1.24675324675,28.0,30.0,36.0,50.0,71.0,77.0,137.0,428.0,266.0,162.0,0.0,132.0,160.0,292.0,39.0,1.46575342466,2.01515151515,2.01515151515,9,21,9,0
2016-09-21 05:40:00,24.0,14.0,25.0,27.0,20.0,25.0,54.0,34.0,41.0,60.0,38.0,63.0,2.25,2.42857142857,1.64,2.22222222222,1.9,2.52,0.0,4.0,5.0,14.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,25.0,44.0,57.0,69.0,6.0,22.0,26.0,44.0,58.0,83.0,1.0,1.0,1.04,1.0,1.01754385965,1.20289855072,60.0,56.0,67.0,104.0,96.0,146.0,2.0,1.55555555556,1.34,1.46478873239,1.24675324675,1.55319148936,30.0,36.0,50.0,71.0,77.0,94.0,132.0,529.0,290.0,239.0,0.0,135.0,223.0,358.0,63.0,1.47765363128,2.14814814815,2.14814814815,9,21,9,20
2016-09-21 06:00:00,14.0,25.0,27.0,20.0,25.0,23.0,34.0,41.0,60.0,38.0,63.0,55.0,2.42857142857,1.64,2.22222222222,1.9,2.52,2.39130434783,4.0,5.0,14.0,15.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,44.0,57.0,69.0,76.0,22.0,26.0,44.0,58.0,83.0,79.0,1.0,1.04,1.0,1.01754385965,1.20289855072,1.03947368421,56.0,67.0,104.0,96.0,146.0,134.0,1.55555555556,1.34,1.46478873239,1.24675324675,1.55319148936,1.35353535354,36.0,50.0,71.0,77.0,94.0,99.0,122.0,603.0,291.0,312.0,0.0,134.0,293.0,427.0,85.0,1.41217798595,2.17164179104,2.17164179104,9,21,9,40
2016-09-21 06:20:00,25.0,27.0,20.0,25.0,23.0,22.0,41.0,60.0,38.0,63.0,55.0,41.0,1.64,2.22222222222,1.9,2.52,2.39130434783,1.86363636364,5.0,14.0,15.0,25.0,22.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,44.0,57.0,69.0,76.0,78.0,26.0,44.0,58.0,83.0,79.0,85.0,1.04,1.0,1.01754385965,1.20289855072,1.03947368421,1.08974358974,67.0,104.0,96.0,146.0,134.0,126.0,1.34,1.46478873239,1.24675324675,1.55319148936,1.35353535354,1.26,50.0,71.0,77.0,94.0,99.0,100.0,96.0,673.0,298.0,375.0,0.0,142.0,349.0,491.0,112.0,1.37067209776,2.0985915493,2.0985915493,9,21,10,0
2016-09-21 06:40:00,27.0,20.0,25.0,23.0,22.0,19.0,60.0,38.0,63.0,55.0,41.0,41.0,2.22222222222,1.9,2.52,2.39130434783,1.86363636364,2.15789473684,14.0,15.0,25.0,22.0,31.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,57.0,69.0,76.0,78.0,86.0,44.0,58.0,83.0,79.0,85.0,97.0,1.0,1.01754385965,1.20289855072,1.03947368421,1.08974358974,1.12790697674,104.0,96.0,146.0,134.0,126.0,138.0,1.46478873239,1.24675324675,1.55319148936,1.35353535354,1.26,1.31428571429,71.0,77.0,94.0,99.0,100.0,105.0,98.0,744.0,298.0,446.0,0.0,136.0,410.0,546.0,135.0,1.36263736264,2.19117647059,2.19117647059,9,21,10,20
2016-09-21 07:00:00,20.0,25.0,23.0,22.0,19.0,15.0,38.0,63.0,55.0,41.0,41.0,24.0,1.9,2.52,2.39130434783,1.86363636364,2.15789473684,1.6,15.0,25.0,22.0,31.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,69.0,76.0,78.0,86.0,104.0,58.0,83.0,79.0,85.0,97.0,111.0,1.01754385965,1.20289855072,1.03947368421,1.08974358974,1.12790697674,1.06730769231,96.0,146.0,134.0,126.0,138.0,135.0,1.24675324675,1.55319148936,1.35353535354,1.26,1.31428571429,1.13445378151,77.0,94.0,99.0,100.0,105.0,119.0,89.0,775.0,262.0,513.0,0.0,124.0,470.0,594.0,145.0,1.30471380471,2.11290322581,2.11290322581,9,21,10,40
2016-09-21 07:20:00,25.0,23.0,22.0,19.0,15.0,37.0,63.0,55.0,41.0,41.0,24.0,70.0,2.52,2.39130434783,1.86363636364,2.15789473684,1.6,1.89189189189,25.0,22.0,31.0,28.0,24.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,76.0,78.0,86.0,104.0,100.0,83.0,79.0,85.0,97.0,111.0,114.0,1.20289855072,1.03947368421,1.08974358974,1.12790697674,1.06730769231,1.14,146.0,134.0,126.0,138.0,135.0,184.0,1.55319148936,1.35353535354,1.26,1.31428571429,1.13445378151,1.34306569343,94.0,99.0,100.0,105.0,119.0,137.0,77.0,863.0,294.0,569.0,0.0,141.0,513.0,654.0,163.0,1.31957186544,2.08510638298,2.08510638298,9,21,11,0
2016-09-21 07:40:00,23.0,22.0,19.0,15.0,37.0,40.0,55.0,41.0,41.0,24.0,70.0,82.0,2.39130434783,1.86363636364,2.15789473684,1.6,1.89189189189,2.05,22.0,31.0,28.0,24.0,33.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,78.0,86.0,104.0,100.0,92.0,79.0,85.0,97.0,111.0,114.0,101.0,1.03947368421,1.08974358974,1.12790697674,1.06730769231,1.14,1.09782608696,134.0,126.0,138.0,135.0,184.0,183.0,1.35353535354,1.26,1.31428571429,1.13445378151,1.34306569343,1.38636363636,99.0,100.0,105.0,119.0,137.0,132.0,79.0,900.0,313.0,587.0,0.0,156.0,536.0,692.0,158.0,1.30057803468,2.00641025641,2.00641025641,9,21,11,20
2016-09-21 08:00:00,22.0,19.0,15.0,37.0,40.0,31.0,41.0,41.0,24.0,70.0,82.0,65.0,1.86363636364,2.15789473684,1.6,1.89189189189,2.05,2.09677419355,31.0,28.0,24.0,33.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,86.0,104.0,100.0,92.0,91.0,85.0,97.0,111.0,114.0,101.0,93.0,1.08974358974,1.12790697674,1.06730769231,1.14,1.09782608696,1.02197802198,126.0,138.0,135.0,184.0,183.0,158.0,1.26,1.31428571429,1.13445378151,1.34306569343,1.38636363636,1.29508196721,100.0,105.0,119.0,137.0,132.0,122.0,78.0,924.0,323.0,601.0,0.0,164.0,551.0,715.0,161.0,1.29230769231,1.96951219512,1.96951219512,9,21,11,40
2016-09-21 08:20:00,19.0,15.0,37.0,40.0,31.0,36.0,41.0,24.0,70.0,82.0,65.0,76.0,2.15789473684,1.6,1.89189189189,2.05,2.09677419355,2.11111111111,28.0,24.0,33.0,20.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,104.0,100.0,92.0,91.0,60.0,97.0,111.0,114.0,101.0,93.0,63.0,1.12790697674,1.06730769231,1.14,1.09782608696,1.02197802198,1.05,138.0,135.0,184.0,183.0,158.0,139.0,1.31428571429,1.13445378151,1.34306569343,1.38636363636,1.29508196721,1.44791666667,105.0,119.0,137.0,132.0,122.0,96.0,84.0,937.0,358.0,579.0,0.0,178.0,533.0,711.0,148.0,1.31786216596,2.01123595506,2.01123595506,9,21,12,0
